院内採用状況	製品名（■/◇：一般用薬/要指導医薬品）	製品名（英名）	製造販売会社	発売・販売会社	剤形	規格単位	薬価	規制区分	薬効	薬効分類	一般名	一般名（英名）	YJコード	HOTコード	製品備考	識別コード	色	割線の有無	添加物
	アイドロイチン1％点眼液	Eyedroitin	参天製薬		液：外用〔眼・耳鼻科用剤〕	1％5mL1瓶	84.80円／瓶	後	結合織成分	131	コンドロイチン硫酸エステルナトリウム	chondroitin sulfate sodium（JAN）	1319709Q3020	102128801					塩化ナトリウム，クロロブタノール，酢酸ナトリウム水和物，パラオキシ安息香酸プロピル，パラオキシ安息香酸メチル，ポビドン，pH調節剤
	アイドロイチン3％点眼液	Eyedroitin	参天製薬		液：外用〔眼・耳鼻科用剤〕	3％5mL1瓶	87.20円／瓶	後	結合織成分	131	コンドロイチン硫酸エステルナトリウム	chondroitin sulfate sodium（JAN）	1319709Q4027	102131801					塩化ナトリウム，クロロブタノール，酢酸ナトリウム水和物，パラオキシ安息香酸プロピル，パラオキシ安息香酸メチル，ポビドン，pH調節剤
	アイファガン点眼液0.1％	Aiphagan	千寿製薬	武田薬品工業	液：外用〔眼・耳鼻科用剤〕	0.1％1mL	448.90円／mL	処	アドレナリンα2-受容体作動薬緑内障・高眼圧症治療剤	131	ブリモニジン酒石酸塩	brimonidine tartrate（JAN）	1319761Q1023	121500701	薬価収載2012.04.17				塩化マグネシウム，ホウ酸，ホウ砂，カルメロースナトリウム，亜塩素酸ナトリウム，塩化ナトリウム，塩化カリウム，塩化カルシウム水和物，塩酸，水酸化ナトリウム
	アイリーア硝子体内注射液40mg／mL	Eylea	バイエル薬品	参天製薬	注射液：注射	2mg0.05mL1瓶	138,653.00円／瓶	生劇処	眼科用VEGF阻害剤	131	アフリベルセプト（遺伝子組換え）	aflibercept（genetical recombination）（JAN）	1319405A1027	121994401	薬価収載2012.11.22				リン酸二水素ナトリウム，リン酸一水素ナトリウム，塩化ナトリウム，精製白糖，ポリソルベート20
	アキネトン細粒1％	Akineton	大日本住友製薬		細粒：内服	1％1g	27.90円／g	処	抗パーキンソン剤	116	ビペリデン	biperiden（JAN）	1162001C1043	101179101	薬価収載2007.06.15				乳糖水和物，軽質無水ケイ酸
	アキネトン錠1mg	Akineton	大日本住友製薬		錠：内服	1mg1錠	5.60円／錠	処	抗パーキンソン剤	116	ビペリデン	biperiden（JAN）	1162001F1066	101180701	薬価収載2007.06.15	〓135	白	○	結晶セルロース，トウモロコシデンプン，硬化油，軽質無水ケイ酸，ステアリン酸マグネシウム
	アキネトン注射液5mg	Akineton	大日本住友製薬		注射液：注射	0.5％1mL1管	58.00円／管	劇処	抗パーキンソン剤	116	ビペリデン	biperiden（JAN）	1162400A1059	101183801	薬価収載2007.06.15				乳酸，pH調節剤
	アクセノン末	Accenon	大日本住友製薬		末：内服	1g	65.10円／g	処	ヒダントイン系抗てんかん剤	113	エトトイン	ethotoin（JAN）	1132001A1035	100605601	薬価収載2002.07.05				
	アクタリット錠100「TCK」	Actarit	辰巳化学		錠：内服	100mg1錠	26.10円／錠	後処	疾患修飾性抗リウマチ薬（DMARD）	114	アクタリット	actarit（JAN）	1149031F1049	117376501，117376502	薬価収載2006.07.07	TU102	白		乳糖水和物，トウモロコシデンプン，二酸化ケイ素，ヒドロキシプロピルセルロース，ポリビニルアルコール部分けん化物，低置換度ヒドロキシプロピルセルロース，タルク，ステアリン酸Mg，ヒプロメロース，マクロゴール，酸化チタン，カルナウバロウ
	アクタリット錠100mg「TOA」	Actarit「TOA」	東亜薬品	武田テバファーマ，武田薬品工業	錠：内服	100mg1錠	26.10円／錠	後処	疾患修飾性抗リウマチ薬（DMARD）	114	アクタリット	actarit（JAN）	1149031F1057	117378901，117378902，117378903，117378904	薬価収載2006.07.07	TM110	白～微黄白		乳糖水和物，トウモロコシデンプン，低置換度ヒドロキシプロピルセルロース，ポリビニルアルコール（部分けん化物），含水二酸化ケイ素，タルク，ステアリン酸マグネシウム，ヒプロメロース，マクロゴール6000，酸化チタン，カルナウバロウ
	アクタリット錠100mg「サワイ」	Actarit	沢井製薬		錠：内服	100mg1錠	26.10円／錠	後処	疾患修飾性抗リウマチ薬（DMARD）	114	アクタリット	actarit（JAN）	1149031F1065	117377201	薬価収載2006.07.07	SW ACT	白		カルナウバロウ，酸化チタン，ステアリン酸Mg，タルク，トウモロコシデンプン，乳糖，ヒドロキシプロピルセルロース，ヒプロメロース，ポリビニルアルコール（部分けん化物），マクロゴール6000
	アシクロビル眼軟膏3％「ニットー」	Aciclovir「NITTO」	東亜薬品	日東メディック	軟膏・硬膏：外用〔眼・耳鼻科用剤〕	3％1g	409.40円／g	局	抗ウイルス剤	131	アシクロビル	aciclovir（JP）	1319719M1062	124263801	薬価収載2015.06.19				流動パラフィン，白色ワセリン
	アジマイシン点眼液1％	Azimycin	千寿製薬	武田薬品工業	液：外用〔眼・耳鼻科用剤〕			処	15員環マクロライド系抗生物質	131	アジスロマイシン水和物	azithromycin hydrate（JP）	13177A1Q1020						D-マンニトール，クエン酸水和物，クエン酸ナトリウム水和物，ポリカルボフィル，エデト酸ナトリウム水和物，ポリオキシエチレン（196）ポリオキシプロピレン（67）グリコール，ベンザルコニウム塩化物，等張化剤，pH調節剤
	アジレクト錠0.5mg	Azilect	武田薬品工業		錠：内服	0.5mg1錠	512.10円／錠	劇処	パーキンソン病治療剤（選択的MAO-B阻害剤）	116	ラサギリンメシル酸塩	rasagiline mesilate（JAN）	1169017F1025	126245201	薬価収載2018.05.22	GIL0.5	白～ほとんど白		D-マンニトール，トウモロコシデンプン，部分アルファー化デンプン，ステアリン酸，タルク，軽質無水ケイ酸
	アジレクト錠1mg	Azilect	武田薬品工業		錠：内服	1mg1錠	948.50円／錠	劇処	パーキンソン病治療剤（選択的MAO-B阻害剤）	116	ラサギリンメシル酸塩	rasagiline mesilate（JAN）	1169017F2021	126244501	薬価収載2018.05.22	GIL1	白～ほとんど白		D-マンニトール，トウモロコシデンプン，部分アルファー化デンプン，ステアリン酸，タルク，軽質無水ケイ酸
	アスピリン「ケンエー」		健栄製薬		末：内服	10g	2.81円／g	局	サリチル酸系解熱鎮痛・抗血小板剤	114	アスピリン	aspirin（JP）	1143001X1040	100727511					
	アスピリン「日医工」	Aspirin	日医工		末：内服	10g	2.94円／g	局	サリチル酸系解熱鎮痛・抗血小板剤	114，339	アスピリン	aspirin（JP）	1143001X1244	100727534	薬価収載2012.06.01				
	アスピリン「バイエル」	Aspirin Bayer	バイエル薬品		末：内服	10g	2.81円／g	局	サリチル酸系解熱鎮痛・抗血小板剤	114，339	アスピリン	aspirin（JP）	1143001X1228	100727528					
	アスピリン「ホエイ」	Aspirin	マイラン製薬	ファイザー	末：内服	10g	2.94円／g	局	サリチル酸系解熱鎮痛・抗血小板剤	114，339	アスピリン	aspirin（JP）	1143001X1112	100727507，100727535					
	【削除品】アスピリン「メタル」	Aspirin	中北薬品		末：内服	10g	2.81円／g	局	サリチル酸系解熱鎮痛・抗血小板剤	114	アスピリン	aspirin（JP）	1143001X1104		薬価削除2019.03.31				
	アスピリン「ヤマゼン」		山善製薬		末：内服	10g	2.81円／g	局	サリチル酸系解熱鎮痛・抗血小板剤	114，339	アスピリン	aspirin（JP）	1143001X1147	100727515					
	アスピリン「ヨシダ」	Aspirin	吉田製薬		末：内服	10g	2.94円／g	局	サリチル酸系解熱鎮痛・抗血小板剤	114，339	アスピリン	aspirin（JP）	1143001X1201	100727512					
	アスピリン原末「マルイシ」		丸石製薬		末：内服	10g	2.94円／g	局	サリチル酸系解熱鎮痛・抗血小板剤	114，339	アスピリン	aspirin（JP）	1143001X1236	100727508	薬価収載2008.12.19				
	【削除品】アスピリンシオエ	Aspirin	シオエ製薬	日本新薬	末：内服	10g	2.81円／g	局	サリチル酸系解熱鎮痛・抗血小板剤	114，339	アスピリン	aspirin（JP）	1143001X1066		薬価削除2019.03.31				
	アズラビン点眼液0.02％	Azulavine	日本点眼薬研究所		液：外用〔眼・耳鼻科用剤〕	0.02％5mL1瓶	87.20円／瓶	後	消炎剤	131	アズレン	azulene	1319703Q2094	102110301	薬価収載2007.12.21				ホウ酸，ホウ砂，パラオキシ安息香酸メチル，パラオキシ安息香酸プロピル，等張化剤
	アズレン点眼液0.02％「ニットー」	Azulene「NITTO」	日東メディック		液：外用〔眼・耳鼻科用剤〕	0.02％5mL1瓶	87.20円／瓶	後	消炎剤	131	アズレン	azulene	1319703Q2108	102114102	薬価収載2007.12.21				塩化カリウム，塩化ナトリウム，ホウ酸，ホウ砂，パラオキシ安息香酸メチル，パラオキシ安息香酸プロピル
	アズレン点眼液0.02％「わかもと」	Azulene「WAKAMOTO」	わかもと製薬		液：外用〔眼・耳鼻科用剤〕	0.02％5mL1瓶	87.20円／瓶	後	消炎剤	131	アズレン	azulene	1319703Q2116	102111001	薬価収載2007.12.21				ホウ酸，ホウ砂，パラオキシ安息香酸メチル，パラオキシ安息香酸プロピル，プロピレングリコール，ポリソルベート80，塩化ナトリウム
	アセトアミノフェン「JG」原末		長生堂製薬	日本ジェネリック	末：内服	1g	7.60円／g	局劇	アミノフェノール系解熱鎮痛剤	114	アセトアミノフェン	acetaminophen（JP）(paracetamol（INN）)	1141001X1118	100673512	薬価収載2014.06.20				
	アセトアミノフェン「ファイザー」原末	Acetaminophen［Pfizer］	マイラン製薬	ファイザー	末：内服	1g	7.20円／g	局劇	アミノフェノール系解熱鎮痛剤	114	アセトアミノフェン	acetaminophen（JP）(paracetamol（INN）)	1141001X1126	100673513	薬価収載2015.06.01				
	アセトアミノフェン「ヨシダ」	Acetaminophen	吉田製薬		末：内服	1g	7.60円／g	局劇	アミノフェノール系解熱鎮痛剤	114	アセトアミノフェン	acetaminophen（JP）(paracetamol（INN）)	1141001X1045	100673507					
	アセトアミノフェン＜ハチ＞		東洋製薬化成	健栄製薬，小野薬品工業	末：内服	1g	7.20円／g	局劇	アミノフェノール系解熱鎮痛剤	114	アセトアミノフェン	acetaminophen（JP）(paracetamol（INN）)	1141001X1029	100673502，100673506					
	アセトアミノフェンDS40％「三和」	Acetaminophen	三和化学研究所		ドライシロップ：内服	40％1g	10.60円／g	後劇	アミノフェノール系解熱鎮痛剤	114	アセトアミノフェン	acetaminophen（JP）(paracetamol（INN）)	1141007R2031	116342101	薬価収載2019.06.14，旧：コカールドライシロップ40％				D-マンニトール，ポビドン，サッカリンNa水和物，アスパルテーム（L-フェニルアラニン化合物），黄色5号，無水ケイ酸，香料，乳糖水和物，デキストリン
