院内採用状況	製品名（■/◇：一般用薬/要指導医薬品）	製品名（英名）	製造販売会社	発売・販売会社	剤形	規格単位	薬価	規制区分	薬効	薬効分類	一般名	一般名（英名）	YJコード	HOTコード	製品備考	識別コード	色	割線の有無	添加物
	【削除品】FAD錠15mg「TYK」	FAD「TYK」	大正薬品工業	テバ製薬	腸溶錠：内服	15mg1錠	5.60円／錠	後	補酵素型ビタミンB2	313	フラビンアデニンジヌクレオチド	flavin adenine dinucleotide	3131001F3240		薬価削除2015.03.31				乳糖水和物，ポビドン，結晶セルロース，低置換度ヒドロキシプロピルセルロース，ステアリン酸Mg，ヒプロメロースフタル酸エステル，グリセリン脂肪酸エステル，酸化チタン，カルナウバロウ，黄色4号（タートラジン），黄色5号
	FADシロップ0.3％「ツルハラ」		鶴原製薬		シロップ：内服	0.3％1mL	3.20円／mL	後	補酵素型ビタミンB2	313	フラビンアデニンジヌクレオチド	flavin adenine dinucleotide	3131001Q1116	106894802	薬価収載2008.06.20				ソルビン酸カリウム，バニリン，香料，クエン酸水和物，クエン酸ナトリウム水和物，D-ソルビトール
	FAD注10mg（ツルハラ）		鶴原製薬		注射液：注射	10mg1管	56.00円／管	後処	補酵素型ビタミンB2	313	フラビンアデニンジヌクレオチド	flavin adenine dinucleotide	3131400A4085	106926602					塩化ナトリウム，リン酸水素ナトリウム水和物，クエン酸水和物
	FAD注20mg（ツルハラ）		鶴原製薬		注射液：注射	20mg1管	56.00円／管	後処	補酵素型ビタミンB2	313	フラビンアデニンジヌクレオチド	flavin adenine dinucleotide	3131400A5065	106937203					塩化ナトリウム，リン酸水素ナトリウム水和物，クエン酸水和物
	HF－ソリタ血液ろ過用補充液・BWキット【経過措置】	HF－Solita・BW	エイワイファーマ	陽進堂	キット：注射	1010mL1キット	665.00円／キット	処	人工腎臓用補充液	331	HF-ソリタ	HF-Solita	3410524G1054	115603401，115603402	薬価削除予定2016.03.31				二酸化炭素（pH調節剤），氷酢酸（pH調節剤）
	HF－ソリタ血液ろ過用補充液・BWキット【経過措置】	HF－Solita・BW	エイワイファーマ	陽進堂	キット：注射	2020mL1キット	931.00円／キット	処	人工腎臓用補充液	331	HF-ソリタ	HF-Solita	3410524G2050	115604101，115604102	薬価削除予定2016.03.31				二酸化炭素（pH調節剤），氷酢酸（pH調節剤）
	HF－ソリタ血液ろ過用補充液・L【経過措置】	HF－Solita	エイワイファーマ	陽進堂	注射液：注射	1L1袋	328.00円／袋	処	人工腎臓用補充液	331	HF-ソリタ	HF-Solita	3410515A3039	108214202，108214203	薬価削除予定2016.03.31				L-乳酸（pH調節剤），炭酸水素ナトリウム（pH調節剤）
	HF－ソリタ血液ろ過用補充液・L【経過措置】	HF－Solita	エイワイファーマ	陽進堂	注射液：注射	2L1袋	756.00円／袋	処	人工腎臓用補充液	331	HF-ソリタ	HF-Solita	3410515A2032	108213502，108213503	薬価削除予定2016.03.31				L-乳酸（pH調節剤），炭酸水素ナトリウム（pH調節剤）
	JMSACD－A液【本文未収載】	JMSACD－A	ジェイ・エム・エス		その他：注射			処		333	血液保存液A液		333950AX1048						
	JMSLRフィルタバッグCPD－MAP400【本文未収載】		ジェイ・エム・エス		その他：注射			処		333	血液保存液C液　赤血球保存液MAP液（7）		333950GX1037						
	JMS血液バッグ200（CPD入）【本文未収載】		ジェイ・エム・エス		その他：注射			処		333	血液保存液C液		333940BX1028						
	JMS血液バッグCPD400【本文未収載】		ジェイ・エム・エス		その他：注射			処		333	血液保存液C液		333940BX2024						
	K.C.L.エリキシル（10W／V％）	K.C.L.	丸石製薬	丸石製薬	液：内服	10％10mL	2.13円／mL		カリウム補給剤	322	塩化カリウム	potassium chloride（JP）	3229002S1026	107315701					クエン酸水和物，パラオキシ安息香酸エチル，デヒドロ酢酸，D-ソルビトール，サッカリンナトリウム水和物，エタノール，香料
	K.C.L.点滴液15％	K.C.L.	丸石製薬		注射液：注射	15％20mL1管	98.00円／管	処	カリウム補給剤	322，331	塩化カリウム	potassium chloride（JP）	3229400A1032	107333101	薬価収載2005.06.10				リボフラビンリン酸エステルナトリウム
	KCL注10mEqキット「テルモ」	KCL	テルモ		キット：注射	1モル10mL1キット	187.00円／キット	後処	カリウム補給剤	331	塩化カリウム	potassium chloride（JP）	3319402G3028	117706001	薬価収載2006.12.08				リボフラビンリン酸エステルナトリウム，着色剤
	KCL注20mEqキット「テルモ」	KCL	テルモ		キット：注射	1モル20mL1キット	187.00円／キット	後処	カリウム補給剤	331	塩化カリウム	potassium chloride（JP）	3319402G4024	117707701	薬価収載2006.12.08				リボフラビンリン酸エステルナトリウム，着色剤
	KCL補正液1mEq／mL	KCL	大塚製薬工場		注射液：注射	1モル20mL1管	58.00円／管	処	カリウム補給剤	331	塩化カリウム	potassium chloride（JP）	3319402A2070	107699801	薬価収載2008.06.20				リボフラビンリン酸エステルナトリウム（着色剤）
	KCL補正液キット20mEq	KCL	大塚製薬工場		キット：注射	0.4モル50mL1キット	181.00円／キット	処	カリウム補給剤	331	塩化カリウム	potassium chloride（JP）	3319402G2030	115720801	薬価収載2009.09.25				リボフラビンリン酸エステルナトリウム，着色剤
	KN1号輸液	KN No.1	大塚製薬工場		注射液：注射	200mL1袋	130.00円／袋	処	体液用剤	331	ブドウ糖・塩化ナトリウム	glucose・sodium chloride	3319501A4041	116610101	薬価収載2008.06.20				
	KN1号輸液	KN No.1	大塚製薬工場		注射液：注射	500mL1袋	130.00円／袋	処	体液用剤	331	ブドウ糖・塩化ナトリウム	glucose・sodium chloride	3319501A3045	107727801	薬価収載2008.06.20				
	KN2号輸液	KN No.2	大塚製薬工場		注射液：注射	500mL1袋	165.00円／袋	処	体液用剤	331	脱水補給液		3319530A2037	107813801	薬価収載2008.06.20				氷酢酸（pH調整剤）
	KN3号輸液	KN No.3	大塚製薬工場		注射液：注射	200mL1袋	133.00円／袋	処	電解質輸液	331	維持液		3319513A4060	107776601	薬価収載2008.06.20				氷酢酸（pH調整剤）
	KN3号輸液	KN No.3	大塚製薬工場		注射液：注射	500mL1袋	137.00円／袋	処	電解質輸液	331	維持液		3319513A3064	107772801	薬価収載2008.06.20				氷酢酸（pH調整剤）
	KN4号輸液	KN No.4	大塚製薬工場		注射液：注射	500mL1袋	136.00円／袋	処	体液用剤	331	術後回復液		3319523A3041	107799501	薬価収載2008.06.20				氷酢酸（pH調整剤）
	【削除品】KNMG3号輸液	KNMG No.3	大塚製薬工場		注射液：注射	200mL1袋	143.00円／袋	処	電解質維持輸液（加糖）	331	KNMG3号輸液	KNMG No.3	3319522A5031		薬価削除2015.03.31				氷酢酸（pH調整剤）
	KNMG3号輸液	KNMG No.3	大塚製薬工場		注射液：注射	500mL1袋	143.00円／袋	処	電解質維持輸液（加糖）	331	KNMG3号輸液	KNMG No.3	3319522A4035	107796401	薬価収載2008.06.20				氷酢酸（pH調整剤）
	L－アスパラギン酸Ca錠200mg「サワイ」	Calcium L－Aspartate	沢井製薬		錠：内服	1錠	5.60円／錠	後	カルシウム剤	321	L-アスパラギン酸カルシウム水和物	calcium L-aspartate hydrate（JAN）	3214001F1047	117384001	薬価収載2006.07.07	SW ASC	白		ステアリン酸Mg，タルク，デキストリン，トウモロコシデンプン
	L－アスパラギン酸Ca錠200mg「トーワ」	Calcium L－Aspartate“TOWA”	東和薬品		錠：内服	1錠	5.60円／錠	後	カルシウム剤	321	L-アスパラギン酸カルシウム水和物	calcium L-aspartate hydrate（JAN）	3214001F1063	117385701	薬価収載2013.06.21	Tw174	白		トウモロコシデンプン，アルファー化デンプン，カルボキシメチルスターチNa，ステアリン酸Mg
	L－アスパラギン酸K点滴静注液10mEq「タイヨー」	L－Aspartate K	テバ製薬		注射液：注射	17.12％10mL1管	56.00円／管	後処	カリウム補給剤	322	L-アスパラギン酸カリウム	potassium L-aspartate（JAN）	3229401A1134	107337901	薬価収載2009.09.25				pH調整剤
	L－アスパラギン酸カリウム点滴静注液10mEq「トーワ」	Potassium L－Aspartate“TOWA”	東和薬品		注射液：注射	17.12％10mL1管	56.00円／管	後処	カリウム補給剤	322	L-アスパラギン酸カリウム	potassium L-aspartate（JAN）	3229401A1150	114177101	薬価収載2013.06.21				pH調整剤，水酸化Na
	L－アスパラギン酸カリウム点滴静注液10mEq「日新」	Potassium L－Aspartate“NISSIN”	日新製薬－山形		注射液：注射	17.12％10mL1管	56.00円／管	後処	カリウム補給剤	322	L-アスパラギン酸カリウム	potassium L-aspartate（JAN）	3229401A1142	107336201	薬価収載2012.12.14				pH調整剤
	L－メチオニン注射液100mg「日本臓器」	L－Methionine“Nippon－zoki”	日本臓器製薬		注射液：注射	5％2mL1管	60.00円／管	処	肝臓疾患用	392	L-メチオニン	L-methionine（JP）	3929404A1039	108548801	薬価収載2008.06.20				pH調整剤
	S・アドクノン錠30	S・Adchnon	アルフレッサファーマ		錠：内服	30mg1錠	11.00円／錠		血管強化・止血剤	332	アドレノクロムモノアミノグアニジンメシル酸塩水和物	adrenochrome monoaminoguanidine mesilate hydrate（JAN）	3321003F2042	107993703，107993704		NF215	橙赤		乳糖水和物，バレイショデンプン，結晶セルロース，ポビドン，ステアリン酸マグネシウム，マクロゴール6000，ポリビニルアセタールジエチルアミノアセテート，ソルビタン脂肪酸エステル，酸化チタン，タルク，黄色5号，カルナウバロウ
	S－アドカル錠30mg	S－Adcar	日新製薬－山形		錠：内服	30mg1錠	5.60円／錠	後	血管強化・止血剤	332	アドレノクロムモノアミノグアニジンメシル酸塩水和物	adrenochrome monoaminoguanidine mesilate hydrate（JAN）	3321003F2093	107992001	薬価収載2008.12.19	NS359	赤橙		乳糖水和物，トウモロコシデンプン，カルメロースカルシウム，カルメロースナトリウム，ステアリン酸マグネシウム
	YDソリタ－T1号輸液	YD Solita－T No.1	陽進堂		注射液：注射	200mL1瓶	131.00円／瓶	後処	電解質補液	331	開始液		3319500A1110	124071901	薬価収載2015.06.19	YD756	無～微黄透明		L-乳酸（pH調整剤）
	YDソリタ－T1号輸液	YD Solita－T No.1	陽進堂		注射液：注射	500mL1瓶	135.00円／瓶	後処	電解質補液	331	開始液		3319500A2125	124072601	薬価収載2015.06.19	YD756	無～微黄透明		L-乳酸（pH調整剤）
	YDソリタ－T3号G輸液	YD Solita－T No.3G	陽進堂		注射液：注射	200mL1瓶	127.00円／瓶	後処	電解質輸液	331	維持液		3319511A1054	124075701	薬価収載2015.06.19	YD758	無～微黄透明		L-乳酸（pH調整剤）
	YDソリタ－T3号G輸液	YD Solita－T No.3G	陽進堂		注射液：注射	500mL1瓶	128.00円／瓶	後処	電解質輸液	331	維持液		3319511A2069	124076401	薬価収載2015.06.19	YD758	無～微黄透明		L-乳酸（pH調整剤）
	YDソリタ－T3号輸液	YD Solita－T No.3	陽進堂		注射液：注射	200mL1瓶	125.00円／瓶	後処	電解質輸液	331	維持液		3319510A1076	124073301	薬価収載2015.06.19	YD759	無～微黄透明		L-乳酸（pH調整剤）
	YDソリタ－T3号輸液	YD Solita－T No.3	陽進堂		注射液：注射	500mL1瓶	125.00円／瓶	後処	電解質輸液	331	維持液		3319510A3095	124074001	薬価収載2015.06.19	YD759	無～微黄透明		L-乳酸（pH調整剤）
	アートセレブ脳脊髄手術用洗浄灌流液	Artcereb	大塚製薬工場		キット：注射	500mL1キット	2,260.00円／キット	処	脳脊髄手術用洗浄・灌流液	339	アートセレブ	Artcereb	3399500G1025	118189001	薬価収載2008.04.18				
	アイソボリン点滴静注用25mg	Isovorin	ファイザー		静注用：注射	25mg1瓶	2,302.00円／瓶	処	活性型葉酸製剤	392	レボホリナートカルシウム	levofolinate calcium（JAN）	3929407D1160	108554901，108554902	薬価収載2008.06.20				D-マンニトール，pH調節剤
	アイソボリン点滴静注用100mg	Isovorin	ファイザー		静注用：注射	100mg1瓶	8,088.00円／瓶	処	活性型葉酸製剤	392	レボホリナートカルシウム	levofolinate calcium（JAN）	3929407D2108	117534901，117534902	薬価収載2008.06.20				D-マンニトール，pH調節剤
	【削除品】アイデイト錠50mg	Aideito	鶴原製薬		錠：内服	50mg1錠	6.00円／錠	後局処	キサンチンオキシダーゼ阻害剤・高尿酸血症治療剤	394	アロプリノール	allopurinol（JP）	3943001F2035	120386801	薬価削除2015.09.30〔代替品：アロプリノール錠50mg「ツルハラ」〕	TSU012	白～微黄白		乳糖水和物，結晶セルロース，トウモロコシデンプン，ヒドロキシプロピルセルロース，低置換度ヒドロキシプロピルセルロース，含水二酸化ケイ素，ステアリン酸マグネシウム
	【削除品】アイデイト錠100mg	Aideito	鶴原製薬	日本ジェネリック	錠：内服	100mg1錠	7.70円／錠	後処	キサンチンオキシダーゼ阻害剤・高尿酸血症治療剤	394	アロプリノール	allopurinol（JP）	3943001F1519	108562417，108562437	薬価削除2015.09.30〔代替品：アロプリノール錠100mg「ツルハラ」〕	TSU000	白	○	乳糖水和物，トウモロコシデンプン，結晶セルロース，カルメロースカルシウム，ヒドロキシプロピルセルロース，ステアリン酸マグネシウム
	アウドラザイム点滴静注液2.9mg	Aldurazyme	ジェンザイム・ジャパン		注射液：注射	2.9mg5mL1瓶	114,554.00円／瓶	生劇処	遺伝子組換えムコ多糖症I型治療剤	395	ラロニダーゼ（遺伝子組換え）	laronidase（genetical recombination）	3959411A1020	117690201	薬価収載2006.12.01				塩化ナトリウム，リン酸二水素ナトリウム一水和物，リン酸一水素ナトリウム七水和物，ポリソルベート80
	アエントリペンタート静注1055mg		日本メジフィジックス		注射液：注射			処	超ウラン元素体内除去剤	392	ペンテト酸亜鉛三ナトリウム	pentetate zinc trisodium（JAN）	392941XA1028						pH調整剤
	アカルボースOD錠50mg「タイヨー」	Acarbose	テバ製薬		口腔内崩壊錠：内服	50mg1錠	13.60円／錠	後処	α-グルコシダーゼ阻害剤	396	アカルボース	acarbose（JAN）	3969003F3029	118964301	薬価収載2009.05.15	t F1	白～淡黄		アスパルテーム（L-フェニルアラニン化合物），エチルバニリン，クロスポビドン，軽質無水ケイ酸，結晶セルロース，ステアリン酸マグネシウム，トコフェロール，バニリン，D-マンニトール，l-メントール，香料
	アカルボースOD錠50mg「ファイザー」	Acarbose［Pfizer］	ファイザー		口腔内崩壊錠：内服	50mg1錠	13.60円／錠	後処	α-グルコシダーゼ阻害剤	396	アカルボース	acarbose（JAN）	3969003F3053	120085002	薬価収載2013.05.01	M131	淡黄		アミノアルキルメタクリレートコポリマーRS，タルク，D-マンニトール，カルメロース，クロスカルメロースナトリウム，結晶セルロース，黄色三二酸化鉄，ステアリン酸マグネシウム
	アカルボースOD錠100mg「タイヨー」	Acarbose	テバ製薬		口腔内崩壊錠：内服	100mg1錠	24.40円／錠	後処	α-グルコシダーゼ阻害剤	396	アカルボース	acarbose（JAN）	3969003F4025	118965001	薬価収載2009.05.15	t F2	白～淡黄		アスパルテーム（L-フェニルアラニン化合物），エチルバニリン，クロスポビドン，軽質無水ケイ酸，結晶セルロース，ステアリン酸マグネシウム，トコフェロール，バニリン，D-マンニトール，l-メントール，香料
	アカルボースOD錠100mg「ファイザー」	Acarbose［Pfizer］	ファイザー		口腔内崩壊錠：内服	100mg1錠	24.40円／錠	後処	α-グルコシダーゼ阻害剤	396	アカルボース	acarbose（JAN）	3969003F4050	120086702	薬価収載2013.05.01	M132	淡黄	○	アミノアルキルメタクリレートコポリマーRS，タルク，D-マンニトール，カルメロース，クロスカルメロースナトリウム，結晶セルロース，黄色三二酸化鉄，ステアリン酸マグネシウム
	アカルボース錠50mg「BMD」	Acarbose	ビオメディクス		錠：内服	50mg1錠	13.60円／錠	後処	α-グルコシダーゼ阻害剤	396	アカルボース	acarbose（JAN）	3969003F1042	119140001	薬価収載2009.05.15	BMD8	白～淡黄		トウモロコシデンプン，結晶セルロース，軽質無水ケイ酸，ステアリン酸マグネシウム
	アカルボース錠50mg「JG」		日本ジェネリック		錠：内服	50mg1錠	13.60円／錠	後処	α-グルコシダーゼ阻害剤	396	アカルボース	acarbose（JAN）	3969003F1050	119055701	薬価収載2009.05.15	JG F56	白～淡黄		トウモロコシデンプン，結晶セルロース，軽質無水ケイ酸，ステアリン酸マグネシウム
