院内採用状況	製品名（■/◇：一般用薬/要指導医薬品）	製品名（英名）	製造販売会社	発売・販売会社	剤形	規格単位	薬価	規制区分	薬効	薬効分類	一般名	一般名（英名）	YJコード	HOTコード	製品備考	識別コード	色	割線の有無	添加物
	【削除品】アイラックス錠200mg	Ailax	辰巳化学		錠：内服	200mg1錠	50.10円／錠	後処	抗ウイルス剤	625	アシクロビル	aciclovir（JP）	6250002F1181	114457401	薬価削除2015.09.30〔代替品：アシクロビル錠200mg「TCK」〕	Tu200	白	○	セルロース，ポビドン，低置換度ヒドロキシプロピルセルロース，ステアリン酸Mg
	【削除品】アイラックス錠400mg	Ailax	辰巳化学		錠：内服	400mg1錠	71.80円／錠	後処	抗ウイルス剤	625	アシクロビル	aciclovir（JP）	6250002F2145	114465901	薬価削除2015.09.30〔代替品：アシクロビル錠400mg「TCK」〕	Tu400	白	○	セルロース，ポビドン，低置換度ヒドロキシプロピルセルロース，ステアリン酸Mg
	【削除品】アクチオス顆粒40％	Actios	テバ製薬		顆粒：内服	40％1g	81.30円／g	後処	抗ウイルス剤	625	アシクロビル	aciclovir（JP）	6250002D1105	114451201	薬価削除2015.03.31				含水二酸化ケイ素，低置換度ヒドロキシプロピルセルロース，乳糖水和物，メチルセルロース
	【削除品】アクチオス錠200	Actios	テバ製薬		錠：内服	200mg1錠	50.10円／錠	後処	抗ウイルス剤	625	アシクロビル	aciclovir（JP）	6250002F1190	114458101	薬価削除2015.03.31				結晶セルロース，ステアリン酸マグネシウム，デンプングリコール酸ナトリウム，ポビドン
	【削除品】アクチオス錠400	Actios	テバ製薬		錠：内服	400mg1錠	71.80円／錠	後処	抗ウイルス剤	625	アシクロビル	aciclovir（JP）	6250002F2153	114466601	薬価削除2015.03.31				結晶セルロース，ステアリン酸マグネシウム，デンプングリコール酸ナトリウム，ポビドン
	アクチオス点滴静注用250mg	Actios	テバ製薬		静注用：注射	250mg1瓶	676.00円／瓶	後処	抗ウイルス剤	625	アシクロビル	aciclovir（JP）	6250401F1171	113844312	薬価収載2006.12.08				pH調節剤
	【削除品】アクチオス点滴静注用250mgキット	Actios	テバ製薬		キット：注射	250mg1キット（生理食塩液100mL付）	1,083.00円／キット	後処	抗ウイルス剤	625	アシクロビル	aciclovir（JP）	6250401G1053		薬価削除2015.03.31				pH調節剤
	アクチダス点滴静注用250mg	Actidas	シオノケミカル	ファイザー	静注用：注射	250mg1瓶	676.00円／瓶	後処	抗ウイルス剤	625	アシクロビル	aciclovir（JP）	6250401F1163	113844310，113844316，113844323，113844324	薬価収載2006.12.08				pH調節剤
	アクテムラ点滴静注用80mg	Actemra	中外製薬		注射液：注射	80mg4mL1瓶	18,592.00円／瓶	生劇処	ヒト化抗ヒトIL-6レセプターモノクローナル抗体	639	トシリズマブ（遺伝子組換え）	tocilizumab（genetical recombination）（JAN）	6399421A2026	118312201	薬価収載2008.06.13				精製白糖，ポリソルベート80，リン酸水素ナトリウム水和物，リン酸二水素ナトリウム
	アクテムラ点滴静注用200mg	Actemra	中外製薬		注射液：注射	200mg10mL1瓶	45,807.00円／瓶	生劇処	ヒト化抗ヒトIL-6レセプターモノクローナル抗体	639	トシリズマブ（遺伝子組換え）	tocilizumab（genetical recombination）（JAN）	6399421A1020	116637801	薬価収載2007.12.21				精製白糖，ポリソルベート80，リン酸水素ナトリウム水和物，リン酸二水素ナトリウム
	アクテムラ点滴静注用400mg	Actemra	中外製薬		注射液：注射	400mg20mL1瓶	90,611.00円／瓶	生劇処	ヒト化抗ヒトIL-6レセプターモノクローナル抗体	639	トシリズマブ（遺伝子組換え）	tocilizumab（genetical recombination）（JAN）	6399421A3022	118313901	薬価収載2008.06.13				精製白糖，ポリソルベート80，リン酸水素ナトリウム水和物，リン酸二水素ナトリウム
	アクテムラ皮下注162mgオートインジェクター	Actemra	中外製薬		キット：注射	162mg0.9mL1キット	39,291.00円／キット	生劇処	ヒト化抗ヒトIL-6レセプターモノクローナル抗体	639	トシリズマブ（遺伝子組換え）	tocilizumab（genetical recombination）（JAN）	6399421G2029	122423801	薬価収載2013.05.24				ポリソルベート80，L-アルギニン，L-アルギニン塩酸塩，L-メチオニン，L-ヒスチジン，L-ヒスチジン塩酸塩水和物
	アクテムラ皮下注162mgシリンジ	Actemra	中外製薬		キット：注射	162mg0.9mL1筒	39,143.00円／筒	生劇処	ヒト化抗ヒトIL-6レセプターモノクローナル抗体	639	トシリズマブ（遺伝子組換え）	tocilizumab（genetical recombination）（JAN）	6399421G1022	122422101	薬価収載2013.05.24				ポリソルベート80，L-アルギニン，L-アルギニン塩酸塩，L-メチオニン，L-ヒスチジン，L-ヒスチジン塩酸塩水和物
	アクトヒブ	ActHIB	サノフィ	第一三共	注射用：注射			生劇処	生物学的製剤	631	乾燥ヘモフィルスb型ワクチン（破傷風トキソイド結合体）	haemophilus influenzae type b conjugate vaccine（生）	631140CD1029						トロメタモール，精製白糖，pH調節剤
	アクロマイシンVカプセル50mg	Achromycin V	ポーラファルマ		カプセル：内服	50mg1カプセル	8.30円／カプセル	処	テトラサイクリン系抗生物質	615	テトラサイクリン塩酸塩	tetracycline hydrochloride（JP）	6152002M1023	111231302		KY10	白～淡黄白		乳糖水和物，ステアリン酸マグネシウム，ラウリル硫酸ナトリウム，ゼラチン
	アクロマイシンVカプセル250mg	Achromycin V	ポーラファルマ		カプセル：内服	250mg1カプセル	13.70円／カプセル	処	テトラサイクリン系抗生物質	615	テトラサイクリン塩酸塩	tetracycline hydrochloride（JP）	6152002M2020	111232002		KY11	白～淡黄白		乳糖水和物，ステアリン酸マグネシウム，ラウリル硫酸ナトリウム，ゼラチン
	アザクタム注射用0.5g	Azactam	エーザイ		注射用：注射	500mg1瓶	907.00円／瓶	局処	モノバクタム系抗生物質	612	アズトレオナム	aztreonam（JP）	6122400D1028	110675601					L-アルギニン
	アザクタム注射用1g	Azactam	エーザイ		注射用：注射	1g1瓶	1,374.00円／瓶	局処	モノバクタム系抗生物質	612	アズトレオナム	aztreonam（JP）	6122400D2024	110676301					L-アルギニン
	【削除品】アザスルファン腸溶錠250mg	Asasurfan	長生堂製薬	日本ジェネリック	腸溶錠：内服	250mg1錠	17.00円／錠	後処	潰瘍性大腸炎治療・抗リウマチ剤	621	サラゾスルファピリジン	salazosulfapyridine（JP）(sulfasalazine（INN）)	6219001H2052	121614101，121614102	薬価削除2015.09.30〔代替品：サラゾスルファピリジン腸溶錠250mg「CH」〕	CH T	黄～黄褐		乳糖水和物，リン酸水素カルシウム水和物，硬化油，ポビドン，カルメロース，ステアリン酸マグネシウム，ヒプロメロースフタル酸エステル，プロピレングリコール，タルク
	【削除品】アザスルファン腸溶錠500mg	Asasurfan	長生堂製薬	日本ジェネリック，田辺製薬販売	腸溶錠：内服	500mg1錠	27.40円／錠	後処	潰瘍性大腸炎治療・抗リウマチ剤	621	サラゾスルファピリジン	salazosulfapyridine（JP）(sulfasalazine（INN）)	6219001H1048	114429101，114429104，114429105	薬価削除2015.09.30〔代替品：サラゾスルファピリジン腸溶錠500mg「CH」〕	CH L	黄～黄褐		乳糖水和物，リン酸水素カルシウム水和物，硬化油，ポビドン，デンプングリコール酸ナトリウム，ステアリン酸マグネシウム，軽質無水ケイ酸，ヒプロメロースフタル酸エステル，クエン酸トリエチル，カルナウバロウ
	アザルフィジンEN錠250mg	Azulfidine EN	ファイザー	参天製薬	腸溶錠：内服	250mg1錠	38.70円／錠	処	潰瘍性大腸炎治療・抗リウマチ剤	621	サラゾスルファピリジン	salazosulfapyridine（JP）(sulfasalazine（INN）)	6219001H2036	114888601	薬価収載2002.07.05	KPh／250 KPh250	黄～黄褐		カルナウバロウ，グリセリン脂肪酸エステル，軽質無水ケイ酸，セラセフェート，サラシミツロウ，ステアリン酸マグネシウム，タルク，トウモロコシデンプン，プロピレングリコール，ポビドン，マクロゴール20000
	アザルフィジンEN錠500mg	Azulfidine EN	ファイザー	参天製薬	腸溶錠：内服	500mg1錠	65.60円／錠	処	潰瘍性大腸炎治療・抗リウマチ剤	621	サラゾスルファピリジン	salazosulfapyridine（JP）(sulfasalazine（INN）)	6219001H1056	111332701	薬価収載2007.06.15	KPh／102 KPh102	黄～黄褐		カルナウバロウ，グリセリン脂肪酸エステル，軽質無水ケイ酸，セラセフェート，サラシミツロウ，ステアリン酸マグネシウム，タルク，トウモロコシデンプン，プロピレングリコール，ポビドン，マクロゴール20000
	アシクロビルDS80％「サワイ」	Aciclovir	沢井製薬		ドライシロップ：内服	80％1g	246.10円／g	後局処	抗ウイルス剤	625	アシクロビル	aciclovir（JP）	6250002R1048	116764101	薬価収載2011.11.28	SW-309	白～微黄白		アスパルテーム（L-フェニルアラニン化合物），軽質無水ケイ酸，サッカリンNa，ヒドロキシプロピルセルロース，D-マンニトール，香料
	アシクロビル顆粒40％「CH」		長生堂製薬	日本ジェネリック	顆粒：内服	40％1g	81.30円／g	後処	抗ウイルス剤	625	アシクロビル	aciclovir（JP）	6250002D1180	114449905	薬価収載2013.11.01				乳糖水和物，トウモロコシデンプン，低置換度ヒドロキシプロピルセルロース，メチルセルロース，ラウリル硫酸ナトリウム，タルク，含水二酸化ケイ素
	アシクロビル顆粒40％「CHOS」	Aciclovir「CHOS」	シー・エイチ・オー新薬	ファイザー	顆粒：内服	40％1g	81.30円／g	後処	抗ウイルス剤	625	アシクロビル	aciclovir（JP）	6250002D1148	117206501，117206502	薬価収載2010.09.01				乳糖水和物，トウモロコシデンプン，低置換度ヒドロキシプロピルセルロース，メチルセルロース，ラウリル硫酸ナトリウム，タルク，含水二酸化ケイ素
	アシクロビル顆粒40％「JG」		日本ジェネリック		顆粒：内服	40％1g	81.30円／g	後処	抗ウイルス剤	625	アシクロビル	aciclovir（JP）	6250002D1156	120248901	薬価収載2010.11.01				乳糖水和物，トウモロコシデンプン，低置換度ヒドロキシプロピルセルロース，メチルセルロース，ラウリル硫酸ナトリウム，タルク，含水二酸化ケイ素
	アシクロビル顆粒40％「サワイ」	Aciclovir	沢井製薬		顆粒：内服	40％1g	81.30円／g	後処	抗ウイルス剤	625	アシクロビル	aciclovir（JP）	6250002D1164	114448201	薬価収載2011.11.28	SW-318	白～微黄白		軽質無水ケイ酸，トウモロコシデンプン，乳糖，ポリオキシエチレンポリオキシプロピレングリコール，メチルセルロース
	アシクロビル顆粒40％「タカタ」	Aciclovir	高田製薬		顆粒：内服	40％1g	135.30円／g	後処	抗ウイルス剤	625	アシクロビル	aciclovir（JP）	6250002D1202	114450501	薬価収載2014.06.20，旧：グロスパール顆粒40％				乳糖水和物，トウモロコシデンプン，低置換度ヒドロキシプロピルセルロース，メチルセルロース，アスパルテーム（L-フェニルアラニン化合物），メタケイ酸アルミン酸マグネシウム
	アシクロビル顆粒40％「テバ」	Aciclovir“TEVA”	大正薬品工業	テバ製薬	顆粒：内服	40％1g	81.30円／g	後処	抗ウイルス剤	625	アシクロビル	aciclovir（JP）	6250002D1172	115276004	薬価収載2013.06.01	TYK415	白～微黄白		乳糖水和物，トウモロコシデンプン，ヒドロキシプロピルセルロース，メチルセルロース，ラウリル硫酸ナトリウム，タルク，二酸化ケイ素
	アシクロビル顆粒40％「トーワ」	Aciclovir“TOWA”	東和薬品		顆粒：内服	40％1g	81.30円／g	後処	抗ウイルス剤	625	アシクロビル	aciclovir（JP）	6250002D1199	114446801	薬価収載2013.12.13				乳糖水和物，トウモロコシデンプン，メチルセルロース，低置換度ヒドロキシプロピルセルロース
	アシクロビル錠200mg「CH」		長生堂製薬	日本ジェネリック	錠：内服	200mg1錠	50.10円／錠	後処	抗ウイルス剤	625	アシクロビル	aciclovir（JP）	6250002F1254	114456703	薬価収載2013.11.01	〓37	白	○	結晶セルロース，ポビドン，デンプングリコール酸ナトリウム，ステアリン酸マグネシウム
	アシクロビル錠200mg「TCK」	Aciclovir	辰巳化学		錠：内服	200mg1錠	50.10円／錠	後処	抗ウイルス剤	625	アシクロビル	aciclovir（JP）	6250002F1270	114457401	薬価収載2014.12.01，旧：アイラックス錠200mg	Tu200	白	○	セルロース，ポビドン，低置換度ヒドロキシプロピルセルロース，ステアリン酸Mg
	アシクロビル錠200mg「サワイ」	Aciclovir	沢井製薬		錠：内服	200mg1錠	50.10円／錠	後処	抗ウイルス剤	625	アシクロビル	aciclovir（JP）	6250002F1238	111420101	薬価収載2011.11.28	SW307	白	○	軽質無水ケイ酸，結晶セルロース，ステアリン酸Mg，デンプングリコール酸Na，メチルセルロース
	アシクロビル錠200mg「テバ」	Aciclovir“TEVA”	大正薬品工業	テバ製薬	錠：内服	200mg1錠	50.10円／錠	後処	抗ウイルス剤	625	アシクロビル	aciclovir（JP）	6250002F1246	114452905	薬価収載2013.06.01	〓324 TYK324	白	○	結晶セルロース，部分アルファー化デンプン，メチルセルロース，ステアリン酸マグネシウム
	アシクロビル錠200mg「トーワ」	Aciclovir“TOWA”	東和薬品		錠：内服	200mg1錠	50.10円／錠	後処	抗ウイルス剤	625	アシクロビル	aciclovir（JP）	6250002F1262	114453601	薬価収載2013.12.13	Tw139	白	○	結晶セルロース，クロスポビドン，ポビドン，デンプングリコール酸Na，ステアリン酸Mg，軽質無水ケイ酸
	アシクロビル錠200mg「ファイザー」	Aciclovir［Pfizer］	マイラン製薬	ファイザー	錠：内服	200mg1錠	50.10円／錠	後処	抗ウイルス剤	625	アシクロビル	aciclovir（JP）	6250002F1289	113530502	薬価収載2014.12.01，旧：アシクロビル錠200mg「マイラン」	M008	白	○	セルロース，ポビドン，デンプングリコール酸ナトリウム，ステアリン酸マグネシウム
	【削除品】アシクロビル錠200mg「マイラン」	Aciclovir	マイラン製薬	ファイザー	錠：内服	200mg1錠	50.10円／錠	後処	抗ウイルス剤	625	アシクロビル	aciclovir（JP）	6250002F1211	113530501，113530502	薬価削除2015.09.30〔代替品：アシクロビル錠200mg「ファイザー」〕	M008	白	○	結晶セルロース，ポビドン，デンプングリコール酸ナトリウム，ステアリン酸マグネシウム
	アシクロビル錠400mg「CH」		長生堂製薬	日本ジェネリック	錠：内服	400mg1錠	71.80円／錠	後処	抗ウイルス剤	625	アシクロビル	aciclovir（JP）	6250002F2250	114464203	薬価収載2013.11.01	〓38	白	○	結晶セルロース，ポビドン，デンプングリコール酸ナトリウム，ステアリン酸マグネシウム
	アシクロビル錠400mg「TCK」	Aciclovir	辰巳化学		錠：内服	400mg1錠	71.80円／錠	後処	抗ウイルス剤	625	アシクロビル	aciclovir（JP）	6250002F2277	114465901	薬価収載2014.12.01，旧：アイラックス錠400mg	Tu400	白	○	セルロース，ポビドン，低置換度ヒドロキシプロピルセルロース，ステアリン酸Mg
	アシクロビル錠400mg「サワイ」	Aciclovir	沢井製薬		錠：内服	400mg1錠	71.80円／錠	後処	抗ウイルス剤	625	アシクロビル	aciclovir（JP）	6250002F2234	113539801	薬価収載2011.11.28	SW317	白		軽質無水ケイ酸，結晶セルロース，ステアリン酸Mg，デンプングリコール酸Na，メチルセルロース
	アシクロビル錠400mg「テバ」	Aciclovir“TEVA”	大正薬品工業	テバ製薬	錠：内服	400mg1錠	71.80円／錠	後処	抗ウイルス剤	625	アシクロビル	aciclovir（JP）	6250002F2242	114459804	薬価収載2013.06.01	〓325 TYK325	白	○	結晶セルロース，部分アルファー化デンプン，メチルセルロース，ステアリン酸マグネシウム
	アシクロビル錠400mg「トーワ」	Aciclovir“TOWA”	東和薬品		錠：内服	400mg1錠	71.80円／錠	後処	抗ウイルス剤	625	アシクロビル	aciclovir（JP）	6250002F2269	114460401	薬価収載2013.12.13	Tw140	白	○	結晶セルロース，クロスポビドン，ポビドン，デンプングリコール酸Na，ステアリン酸Mg，軽質無水ケイ酸
	アシクロビル錠400mg「ファイザー」	Aciclovir［Pfizer］	マイラン製薬	ファイザー	錠：内服	400mg1錠	71.80円／錠	後処	抗ウイルス剤	625	アシクロビル	aciclovir（JP）	6250002F2285	113538102	薬価収載2014.12.01，旧：アシクロビル錠400mg「マイラン」	M010	白	○	セルロース，ポビドン，デンプングリコール酸ナトリウム，ステアリン酸マグネシウム
	【削除品】アシクロビル錠400mg「マイラン」	Aciclovir	マイラン製薬	ファイザー	錠：内服	400mg1錠	71.80円／錠	後処	抗ウイルス剤	625	アシクロビル	aciclovir（JP）	6250002F2200	113538101，113538102	薬価削除2015.09.30〔代替品：アシクロビル錠400mg「ファイザー」〕	M010	白	○	結晶セルロース，ポビドン，デンプングリコール酸ナトリウム，ステアリン酸マグネシウム
	アシクロビルシロップ8％「タカタ」	Aciclovir	高田製薬		シロップ：内服	8％1mL	35.60円／mL	後局処	抗ウイルス剤	625	アシクロビル	aciclovir（JP）	6250002Q3045	116337701	薬価収載2014.06.20，旧：グロスパールシロップ8％				結晶セルロース，カルメロースナトリウム，乾燥水酸化アルミニウムゲル，グァーガム，クエン酸水和物，クエン酸ナトリウム水和物，プロピレングリコール，パラオキシ安息香酸メチル，パラオキシ安息香酸プロピル，アスパルテーム（L-フェニルアラニン化合物），香料
	アシクロビル点滴静注液250mg「トーワ」	Aciclovir“TOWA”	東和薬品		注射液：注射	250mg1管	676.00円／管	後処	抗ウイルス剤	625	アシクロビル	aciclovir（JP）	6250401A1077	113843603	薬価収載2013.12.13				pH調整剤，塩酸，水酸化Na
	アシクロビル点滴静注液250mgバッグ100mL「アイロム」	Aciclovir	共和クリティケア	扶桑薬品工業	キット：注射	250mg100mL1袋	1,083.00円／袋	後局処	抗ウイルス剤	625	アシクロビル	aciclovir（JP）	6250401G4036	116601901，116601902	薬価収載2013.06.21				塩化ナトリウム，pH調整剤
	アシクロビル点滴静注用250mg「PP」	Aciclovir	ポーラファルマ		静注用：注射	250mg1瓶	676.00円／瓶	後処	抗ウイルス剤	625	アシクロビル	aciclovir（JP）	6250401F1210	113844301	薬価収載2011.06.01				水酸化ナトリウム
	アシクロビル点滴静注用250mg「SN」	Aciclovir	シオノケミカル	ファイザー	静注用：注射	250mg1瓶	676.00円／瓶	後処	抗ウイルス剤	625	アシクロビル	aciclovir（JP）	6250401F1252	113844324	薬価収載2015.05.01				pH調節剤
	アシクロビル点滴静注用250mg「アイロム」	Aciclovir	共和クリティケア	扶桑薬品工業	静注用：注射	250mg1瓶	676.00円／瓶	後処	抗ウイルス剤	625	アシクロビル	aciclovir（JP）	6250401F1236	113844311，113844315	薬価収載2013.06.21				pH調整剤
	アシクロビル点滴静注用250mg「サワイ」	Aciclovir	沢井製薬		静注用：注射	250mg1瓶	676.00円／瓶	後処	抗ウイルス剤	625	アシクロビル	aciclovir（JP）	6250401F1228	111449201	薬価収載2011.11.28				pH調節剤
	アシクロビル点滴静注用250mg「トーワ」	Aciclovir“TOWA”	東和薬品		静注用：注射	250mg1瓶	676.00円／瓶	後処	抗ウイルス剤	625	アシクロビル	aciclovir（JP）	6250401F1244	113844314	薬価収載2013.12.13				pH調整剤，水酸化Na
	アシクロビル軟膏5％「テバ」	Aciclovir“TEVA”	大正薬品工業	テバ製薬	軟膏・硬膏：外用	5％1g	142.40円／g	後局	抗ウイルス剤	625	アシクロビル	aciclovir（JP）	6250701M1060	114476503	薬価収載2013.06.21				マクロゴール300，マクロゴール400，マクロゴール4000，pH調整剤
	アシクロビル軟膏5％「トーワ」	Aciclovir“TOWA”	東和薬品		軟膏・硬膏：外用	5％1g	142.40円／g	後局	抗ウイルス剤	625	アシクロビル	aciclovir（JP）	6250701M1078	114475801	薬価収載2013.12.13				マクロゴール400，マクロゴール4000
	アシクロビン顆粒40％	Aciclovin	日医工	日本ケミファ	顆粒：内服	40％1g	81.30円／g	後処	抗ウイルス剤	625	アシクロビル	aciclovir（JP）	6250002D1040	113526801，113526803					ステアリン酸マグネシウム，トウモロコシデンプン，乳糖水和物，ヒドロキシプロピルセルロース，メチルセルロース
	アシクロビン錠200	Aciclovin	日医工	日本ケミファ	錠：内服	200mg1錠	50.10円／錠	後処	抗ウイルス剤	625	アシクロビル	aciclovir（JP）	6250002F1068	113529901，113529902		〓212 〓212	白	○	セルロース，ポビドン，ヒドロキシプロピルセルロース，ステアリン酸マグネシウム
	アシクロビン錠400	Aciclovin	日医工		錠：内服	400mg1錠	71.80円／錠	後処	抗ウイルス剤	625	アシクロビル	aciclovir（JP）	6250002F2048	113537401	薬価収載2000.07.07	〓213 〓213	白	○	セルロース，ポビドン，ヒドロキシプロピルセルロース，ステアリン酸マグネシウム
	アシクロビン点滴静注250mg	Aciclovin	日医工	日本ケミファ	注射液：注射	250mg1管	676.00円／管	後処	抗ウイルス剤	625	アシクロビル	aciclovir（JP）	6250401A1050	113843602，113843604	薬価収載2006.06.09				pH調節剤
	アジスロマイシンカプセル小児用100mg「JG」		長生堂製薬	日本ジェネリック	カプセル：内服	100mg1カプセル	133.50円／カプセル	後処	15員環マクロライド系抗生物質	614	アジスロマイシン水和物	azithromycin hydrate（JP）	6149004M1035	122907301	薬価収載2013.12.13	アジスロマイシン100mg JGJ46 JGJ46	橙／淡黄白		トウモロコシデンプン，無水乳糖，ヒドロキシプロピルセルロース，ステアリン酸マグネシウム，ラウリル硫酸ナトリウム，黄色5号，黄色三二酸化鉄，酸化チタン，ゼラチン
	アジスロマイシンカプセル小児用100mg「SN」	Azithromycin	シオノケミカル		カプセル：内服	100mg1カプセル	133.50円／カプセル	後処	15員環マクロライド系抗生物質	614	アジスロマイシン水和物	azithromycin hydrate（JP）	6149004M1043	123032101	薬価収載2013.12.13	AZC100	橙／淡黄白		トウモロコシデンプン，無水乳糖，ヒドロキシプロピルセルロース，ステアリン酸マグネシウム，ラウリル硫酸ナトリウム，ゼラチン，酸化チタン，黄色5号，黄色三二酸化鉄
	アジスロマイシンカプセル小児用100mg「TCK」	Azithromycin	辰巳化学		カプセル：内服	100mg1カプセル	133.50円／カプセル	後処	15員環マクロライド系抗生物質	614	アジスロマイシン水和物	azithromycin hydrate（JP）	6149004M1060	123530201	薬価収載2014.06.20	アジスロマイシン100mg Tu722 Tu722	橙／淡黄白		トウモロコシデンプン，無水乳糖，ヒドロキシプロピルセルロース，ステアリン酸Mg，ラウリル硫酸Na，ゼラチン，黄色5号，黄色三二酸化鉄，酸化チタン
	アジスロマイシンカプセル小児用100mg「YD」	Azithromycin	陽進堂		カプセル：内服	100mg1カプセル	133.50円／カプセル	後処	15員環マクロライド系抗生物質	614	アジスロマイシン水和物	azithromycin hydrate（JP）	6149004M1051	122694201	薬価収載2013.12.13	アジスロ100mg／YD908	橙／淡黄白		トウモロコシデンプン，無水乳糖，ヒドロキシプロピルセルロース，ステアリン酸Mg，ラウリル硫酸Na，黄色5号，三二酸化鉄，酸化チタン，ゼラチン
	アジスロマイシン細粒10％小児用「KN」	Azithromycin「KN」	小林化工	田辺三菱製薬，田辺製薬販売	細粒：内服	100mg1g	194.10円／g	後処	15員環マクロライド系抗生物質	614	アジスロマイシン水和物	azithromycin hydrate（JP）	6149004C1072	122743701，122743702	薬価収載2013.12.13				D-マンニトール，結晶セルロース，ヒドロキシプロピルセルロース，アミノアルキルメタクリレートコポリマーE，タルク，ラウリル硫酸ナトリウム，ステアリン酸，軽質無水ケイ酸，アセスルファムカリウム，スクラロース，炭酸マグネシウム，三二酸化鉄，黄色三二酸化鉄，酸化チタン，香料
