院内採用状況	製品名（■/◇：一般用薬/要指導医薬品）	製品名（英名）	製造販売会社	発売・販売会社	剤形	規格単位	薬価	規制区分	薬効	薬効分類	一般名	一般名（英名）	YJコード	HOTコード	製品備考	識別コード	色	割線の有無	添加物
	25mgアリナミンF糖衣錠	Alinamin－F	武田テバ薬品	武田薬品工業	錠：内服	25mg1錠	5.80円／錠		活性型ビタミンB1	312	フルスルチアミン	fursultiamine（JAN）	3122007F2039	106826901		〓307	黄		トウモロコシデンプン，アルファー化デンプン，ゼラチン，ステアリン酸マグネシウム，乳糖水和物，タルク，アラビアゴム末，酸化チタン，ヒマシ油，モノステアリン酸グリセリン，精製セラック，カルナウバロウ，サラシミツロウ，リボフラビン，精製白糖
	50％ブドウ糖注射液「ニッシン」	Glucose	日新製薬－山形	共和クリティケア，富士フイルムファーマ，日本ジェネリック	注射液：注射	50％20mL1管	97.00円／管	局処	栄養補給薬	323	ブドウ糖	glucose（JP）	3231401H7104	101557709，101557711，101557712，101557713					pH調整剤
	50mgアリナミンF糖衣錠	Alinamin－F	武田テバ薬品	武田薬品工業	錠：内服	50mg1錠	10.10円／錠		活性型ビタミンB1	312	フルスルチアミン	fursultiamine（JAN）	3122007F3027	106829001		〓308 50 〓308	黄		トウモロコシデンプン，アルファー化デンプン，ゼラチン，ステアリン酸マグネシウム，乳糖水和物，タルク，アラビアゴム末，酸化チタン，ヒマシ油，モノステアリン酸グリセリン，精製セラック，カルナウバロウ，サラシミツロウ，リボフラビン，精製白糖
	ACD－A液【本文未収載】	ACD－A	テルモ		その他：注射			処		333	血液保存液A液		333950AX1030						
	AK－ソリタ透析剤・DL	AK－Solita・DL	エイワイファーマ	陽進堂	注射液：注射	9L1瓶（炭酸水素ナトリウム液付）	2,691.00円／瓶	処	人工腎臓用透析液	341	AK-ソリタ	AK-Solita	3410522A1036	108227202，108227203	薬価収載2008.06.20				塩酸（pH調節剤）
	AK－ソリタ透析剤・DP	AK－Solita・DP	エイワイファーマ	陽進堂	注射液：注射	9L1瓶（炭酸水素ナトリウム付）	1,279.00円／瓶	処	人工腎臓用透析液	341	AK-ソリタ	AK-Solita	3410521A1031	108225802，108225803	薬価収載2008.06.20				塩酸（pH調節剤）
	AK－ソリタ透析剤・FL	AK－Solita・FL	エイワイファーマ	陽進堂	注射液：注射	9L1瓶（炭酸水素ナトリウム液付）	2,542.00円／瓶	処	人工腎臓用透析液	341	AK-ソリタ	AK-Solita	3410522A2032	108228902，108228903	薬価収載2008.06.20				塩酸（pH調節剤）
	AK－ソリタ透析剤・FP	AK－Solita・FP	エイワイファーマ	陽進堂	注射液：注射	9L1瓶（炭酸水素ナトリウム付）	1,449.00円／瓶	処	人工腎臓用透析液	341	AK-ソリタ	AK-Solita	3410521A2038	108226502，108226503	薬価収載2008.06.20				塩酸（pH調節剤）
	ATP注10mg「イセイ」	ATP	コーアイセイ		注射液：注射	10mg1管	50.00円／管	後処	代謝賦活・抗めまい剤	399	アデノシン三リン酸二ナトリウム水和物	adenosine triphosphate disodium hydrate（JAN）	3992400A1085	108799401，108799402					グリシン，pH調節剤
	ATP注20mg「イセイ」	ATP	コーアイセイ	日医工	注射液：注射	20mg1管	50.00円／管	後処	代謝賦活・抗めまい剤	399	アデノシン三リン酸二ナトリウム水和物	adenosine triphosphate disodium hydrate（JAN）	3992400A2090	108806901，108806902，108806903					グリシン，pH調節剤
	ATP腸溶錠20mg「NP」	ATP	ニプロ		腸溶錠：内服	20mg1錠	5.40円／錠	後	代謝賦活・抗めまい剤	399	アデノシン三リン酸二ナトリウム水和物	adenosine triphosphate disodium hydrate（JAN）	3992001F1335	108786401	薬価収載2007.06.15	HD-030	橙		乳糖水和物，バレイショデンプン，ステアリン酸マグネシウム，ヒドロキシプロピルセルロース，ヒプロメロースフタル酸エステル，グリセリン脂肪酸エステル，酸化チタン，精製白糖，沈降炭酸カルシウム，タルク，ショ糖脂肪酸エステル，精製ゼラチン，アラビアゴム末，ポリオキシエチレンポリオキシプロピレングリコール，カルナウバロウ，黄色5号
	ATP腸溶錠20mg「第一三共」	ATP“DAIICHI SANKYO”	第一三共		腸溶錠：内服	20mg1錠	5.60円／錠		代謝賦活・抗めまい剤	399	アデノシン三リン酸二ナトリウム水和物	adenosine triphosphate disodium hydrate（JAN）	3992001F1351	108789502	薬価収載2009.09.25	〓609	白～淡黄白		トウモロコシデンプン，乳糖水和物，ポリビニルアルコール（部分けん化物），タルク，ステアリン酸マグネシウム，ヒプロメロース，メタクリル酸コポリマーLD，ラウリル硫酸ナトリウム，ポリソルベート80，マクロゴール6000，ジメチルポリシロキサン，二酸化ケイ素，カルナウバロウ
	ATP腸溶錠20mg「日医工」	ATP	日医工		腸溶錠：内服	20mg1錠	5.40円／錠	後	代謝賦活・抗めまい剤	399	アデノシン三リン酸二ナトリウム水和物	adenosine triphosphate disodium hydrate（JAN）	3992001F1343	108785701	薬価収載2007.06.15	〓162 〓162	白		乳糖，トウモロコシデンプン，セルロース，ヒドロキシプロピルセルロース，ステアリン酸マグネシウム，タルク，メタクリル酸コポリマーLD，クエン酸トリエチル，酸化チタン，カルナウバロウ
	Dドライ透析剤2.5S	D Dry	日機装		注射用：注射	2瓶1組	1,328.00円／組	処	粉末型人工腎臓透析用剤	341	DドライS	D Dry S	3410526D2037	115617101	薬価収載2009.09.25				
	Dドライ透析剤2.75S	D Dry	日機装		注射用：注射	2瓶1組	1,296.00円／組	処	粉末型人工腎臓透析用剤	341	DドライS	D Dry S	3410541D1027	125306101	薬価収載2017.05.31				
	Dドライ透析剤3.0S	D Dry	日機装		注射用：注射	2瓶1組	1,263.00円／組	処	粉末型人工腎臓透析用剤	341	DドライS	D Dry S	3410527D2031	115618801	薬価収載2009.09.25				
	EL－3号輸液	EL No.3	エイワイファーマ	陽進堂	注射液：注射	500mL1袋	255.00円／袋	処	電解質輸液	331	維持液		3319518A2036	107793303，107793304	薬価収載2008.06.20				氷酢酸（pH調節剤）
	ESポリタミン配合顆粒	ES－Polytamin	EAファーマ		顆粒：内服	1g	25.40円／g		必須アミノ酸製剤	325	ESポリタミン配合顆粒	ES-Polytamin	3253002D1030	107478901，107478902	薬価収載2009.09.25				結晶セルロース，トウモロコシデンプン，マクロゴール6000，ヒドロキシプロピルセルロース，亜硫酸水素ナトリウム，タルク，プロピレングリコール，香料
	FAD錠「15」タツミ	FAD	辰巳化学	日医工	腸溶錠：内服	15mg1錠	5.60円／錠	後	補酵素型ビタミンB2	313	フラビンアデニンジヌクレオチド	flavin adenine dinucleotide	3131001F3096	106891705，106891716		Tu FAD-15	黄		乳糖水和物，セルロース，低置換度ヒドロキシプロピルセルロース，ポビドン，ステアリン酸Mg，ヒプロメロースフタル酸エステル，グリセリン脂肪酸エステル，酸化チタン，黄色4号，タートラジン，黄色5号，カルナウバロウ
	FAD錠5mg「ツルハラ」		鶴原製薬		腸溶錠：内服	5mg1錠	5.60円／錠	後	補酵素型ビタミンB2	313	フラビンアデニンジヌクレオチド	flavin adenine dinucleotide	3131001F1204	106878802	薬価収載2008.06.20				黄色4号（タートラジン），黄色5号，乳糖水和物，結晶セルロース，ヒドロキシプロピルセルロース，カルメロースカルシウム，ステアリン酸マグネシウム，軽質無水ケイ酸，タルク，酸化チタン，ヒプロメロースフタル酸エステル，クエン酸トリエチル，カルナウバロウ
	FAD錠10mg「ツルハラ」		鶴原製薬		腸溶錠：内服	10mg1錠	5.60円／錠	後	補酵素型ビタミンB2	313	フラビンアデニンジヌクレオチド	flavin adenine dinucleotide	3131001F2197	106885602	薬価収載2008.06.20				黄色4号（タートラジン），黄色5号，乳糖水和物，結晶セルロース，ヒドロキシプロピルセルロース，カルメロースカルシウム，ステアリン酸マグネシウム，タルク，酸化チタン，ヒプロメロースフタル酸エステル，クエン酸トリエチル，カルナウバロウ
	FADシロップ0.3％「ツルハラ」		鶴原製薬		シロップ：内服	0.3％1mL	2.90円／mL	後	補酵素型ビタミンB2	313	フラビンアデニンジヌクレオチド	flavin adenine dinucleotide	3131001Q1116	106894802	薬価収載2008.06.20				ソルビン酸カリウム，バニリン，香料，クエン酸水和物，クエン酸ナトリウム水和物，D-ソルビトール
	FAD注10mg（ツルハラ）		鶴原製薬		注射液：注射	10mg1管	56.00円／管	後処	補酵素型ビタミンB2	313	フラビンアデニンジヌクレオチド	flavin adenine dinucleotide	3131400A4085	106926602					塩化ナトリウム，リン酸水素ナトリウム水和物，クエン酸水和物
	FAD注10mg「わかもと」	FAD「WAKAMOTO」	わかもと製薬		注射液：注射	10mg1管	56.00円／管	後処	補酵素型ビタミンB2	313	フラビンアデニンジヌクレオチド	flavin adenine dinucleotide	3131400A4280	106935801	薬価収載2018.06.15，旧：ワカデニン注射液10mg				ベンジルアルコール，クエン酸水和物，クエン酸ナトリウム水和物，塩化ナトリウム
	FAD注20mg（ツルハラ）		鶴原製薬		注射液：注射	20mg1管	56.00円／管	後処	補酵素型ビタミンB2	313	フラビンアデニンジヌクレオチド	flavin adenine dinucleotide	3131400A5065	106937203					塩化ナトリウム，リン酸水素ナトリウム水和物，クエン酸水和物
	FAD注20mg「わかもと」	FAD「WAKAMOTO」	わかもと製薬		注射液：注射	20mg1管	56.00円／管	後処	補酵素型ビタミンB2	313	フラビンアデニンジヌクレオチド	flavin adenine dinucleotide	3131400A5243	106945701	薬価収載2018.06.15，旧：ワカデニン注射液20mg				ベンジルアルコール，クエン酸水和物，クエン酸ナトリウム水和物，塩化ナトリウム
	FAD注30mg「わかもと」	FAD「WAKAMOTO」	わかもと製薬		注射液：注射	30mg1管	56.00円／管	後処	補酵素型ビタミンB2	313	フラビンアデニンジヌクレオチド	flavin adenine dinucleotide	3131400A7050	106948801	薬価収載2018.06.15，旧：ワカデニン注射液30mg				ベンジルアルコール，クエン酸水和物，クエン酸ナトリウム水和物，塩化ナトリウム
	FAD腸溶錠5mg「わかもと」	FAD「WAKAMOTO」	わかもと製薬		腸溶錠：内服	5mg1錠	5.60円／錠	後	補酵素型ビタミンB2	313	フラビンアデニンジヌクレオチド	flavin adenine dinucleotide	3131001F1220	106883201	薬価収載2017.06.16	W305	橙黄		乳糖水和物，結晶セルロース，低置換度ヒドロキシプロピルセルロース，ポビドン，硬化油，酸化チタン，マクロゴール6000，ヒプロメロース，ヒプロメロースフタル酸エステル，グリセリン脂肪酸エステル，黄色5号アルミニウムレーキ，カルナウバロウ
	FAD腸溶錠10mg「わかもと」	FAD「WAKAMOTO」	わかもと製薬		腸溶錠：内服	10mg1錠	5.60円／錠	後	補酵素型ビタミンB2	313	フラビンアデニンジヌクレオチド	flavin adenine dinucleotide	3131001F2219	106890001	薬価収載2017.06.16	W310	橙黄		乳糖水和物，結晶セルロース，低置換度ヒドロキシプロピルセルロース，ポビドン，硬化油，酸化チタン，マクロゴール6000，ヒプロメロース，ヒプロメロースフタル酸エステル，グリセリン脂肪酸エステル，黄色5号アルミニウムレーキ，カルナウバロウ
	FAD腸溶錠15mg「わかもと」	FAD「WAKAMOTO」	わかもと製薬		腸溶錠：内服	15mg1錠	5.60円／錠	後	補酵素型ビタミンB2	313	フラビンアデニンジヌクレオチド	flavin adenine dinucleotide	3131001F3258	106891709	薬価収載2017.06.16	W315	橙黄		乳糖水和物，結晶セルロース，低置換度ヒドロキシプロピルセルロース，ポビドン，硬化油，酸化チタン，マクロゴール6000，ヒプロメロース，ヒプロメロースフタル酸エステル，グリセリン脂肪酸エステル，黄色5号アルミニウムレーキ，カルナウバロウ
	JMSACD－A液【本文未収載】		ジェイ・エム・エス		その他：注射			処		333	血液保存液A液		333950AX1048						
	JMSLRフィルタバッグCPD－MAP400【本文未収載】		ジェイ・エム・エス		その他：注射			処		333	血液保存液C液　赤血球保存液MAP液（7）		333950GX1037						
	JMS血液バッグ200（CPD入）【本文未収載】		ジェイ・エム・エス		その他：注射			処		333	血液保存液C液		333940BX1028						
	JMS血液バッグCPD400【本文未収載】		ジェイ・エム・エス		その他：注射			処		333	血液保存液C液		333940BX2024						
	K.C.L.エリキシル（10W／V％）	K.C.L.	丸石製薬	丸石製薬	液：内服	10％10mL	1.96円／mL		カリウム補給剤	322	塩化カリウム	potassium chloride（JP）	3229002S1026	107315701					クエン酸水和物，パラオキシ安息香酸エチル，デヒドロ酢酸，D-ソルビトール，サッカリンナトリウム水和物，エタノール，香料
	K.C.L.点滴液15％	K.C.L.	丸石製薬		注射液：注射	15％20mL1管	143.00円／管	処	カリウム補給剤	322，331	塩化カリウム	potassium chloride（JP）	3229400A1032	107333101	薬価収載2005.06.10				リボフラビンリン酸エステルナトリウム
	KCL注10mEqキット「テルモ」	KCL	テルモ		キット：注射	1モル10mL1キット	170.00円／キット	後処	カリウム補給剤	331	塩化カリウム	potassium chloride（JP）	3319402G3028	117706001	薬価収載2006.12.08				リボフラビンリン酸エステルナトリウム，着色剤
	KCL注20mEqキット「テルモ」	KCL	テルモ		キット：注射	1モル20mL1キット	171.00円／キット	後処	カリウム補給剤	331	塩化カリウム	potassium chloride（JP）	3319402G4024	117707701	薬価収載2006.12.08				リボフラビンリン酸エステルナトリウム，着色剤
	KCL補正液1mEq／mL	KCL	大塚製薬工場		注射液：注射	1モル20mL1管	75.00円／管	処	カリウム補給剤	331	塩化カリウム	potassium chloride（JP）	3319402A2070	107699801	薬価収載2008.06.20				リボフラビンリン酸エステルナトリウム（着色剤）
	KCL補正液キット20mEq	KCL	大塚製薬工場		キット：注射	0.4モル50mL1キット	166.00円／キット	処	カリウム補給剤	331	塩化カリウム	potassium chloride（JP）	3319402G2030	115720801	薬価収載2009.09.25				リボフラビンリン酸エステルナトリウム，着色剤
	KN1号輸液	KN No.1	大塚製薬工場		注射液：注射	200mL1袋	130.00円／袋	処	体液用剤	331	ブドウ糖・塩化ナトリウム	glucose・sodium chloride	3319501A4041	116610101	薬価収載2008.06.20				
	KN1号輸液	KN No.1	大塚製薬工場		注射液：注射	500mL1袋	169.00円／袋	処	体液用剤	331	ブドウ糖・塩化ナトリウム	glucose・sodium chloride	3319501A3045	107727801	薬価収載2008.06.20				
	KN2号輸液	KN No.2	大塚製薬工場		注射液：注射	500mL1袋	208.00円／袋	処	体液用剤	331	脱水補給液		3319530A2037	107813801	薬価収載2008.06.20				氷酢酸（pH調整剤）
	KN3号輸液	KN No.3	大塚製薬工場		注射液：注射	200mL1袋	166.00円／袋	処	電解質輸液	331	維持液		3319513A4060	107776601	薬価収載2008.06.20				氷酢酸（pH調整剤）
	KN3号輸液	KN No.3	大塚製薬工場		注射液：注射	500mL1袋	174.00円／袋	処	電解質輸液	331	維持液		3319513A3064	107772801	薬価収載2008.06.20				氷酢酸（pH調整剤）
	KN4号輸液	KN No.4	大塚製薬工場		注射液：注射	500mL1袋	174.00円／袋	処	体液用剤	331	術後回復液		3319523A3041	107799501	薬価収載2008.06.20				氷酢酸（pH調整剤）
	KNMG3号輸液	KNMG No.3	大塚製薬工場		注射液：注射	500mL1袋	186.00円／袋	処	電解質維持輸液（加糖）	331	KNMG3号輸液	KNMG No.3	3319522A4035	107796401	薬価収載2008.06.20				氷酢酸（pH調整剤）
	L－アスパラギン酸Ca錠200mg「サワイ」	Calcium L－Aspartate	沢井製薬		錠：内服	1錠	5.60円／錠	後	カルシウム剤	321	L-アスパラギン酸カルシウム水和物	calcium L-aspartate hydrate（JAN）	3214001F1047	117384001	薬価収載2006.07.07	SW ASC	白		ステアリン酸Mg，タルク，デキストリン，トウモロコシデンプン
	L－アスパラギン酸Ca錠200mg「トーワ」	Calcium L－Aspartate“TOWA”	東和薬品		錠：内服	1錠	5.60円／錠	後	カルシウム剤	321	L-アスパラギン酸カルシウム水和物	calcium L-aspartate hydrate（JAN）	3214001F1063	117385701	薬価収載2013.06.21	Tw174	白		トウモロコシデンプン，アルファー化デンプン，カルボキシメチルスターチNa，ステアリン酸Mg
	L－アスパラギン酸K点滴静注液10mEq「タイヨー」	L－Aspartate K	武田テバファーマ	武田薬品工業	注射液：注射	17.12％10mL1管	56.00円／管	後処	カリウム補給剤	322	L-アスパラギン酸カリウム	potassium L-aspartate（JAN）	3229401A1134	107337901，107337902	薬価収載2009.09.25				pH調節剤
	L－アスパラギン酸カリウム点滴静注液10mEq「トーワ」	Potassium L－Aspartate“TOWA”	東和薬品		注射液：注射	17.12％10mL1管	56.00円／管	後処	カリウム補給剤	322	L-アスパラギン酸カリウム	potassium L-aspartate（JAN）	3229401A1150	114177101	薬価収載2013.06.21				pH調整剤，水酸化Na
	L－アスパラギン酸カリウム点滴静注液10mEq「日新」	Potassium L－Aspartate“NISSIN”	日新製薬－山形		注射液：注射	17.12％10mL1管	56.00円／管	後処	カリウム補給剤	322	L-アスパラギン酸カリウム	potassium L-aspartate（JAN）	3229401A1142	107336201	薬価収載2012.12.14				pH調整剤
	L－メチオニン注射液100mg「日本臓器」	L－Methionine“Nippon－zoki”	日本臓器製薬		注射液：注射	5％2mL1管	58.00円／管	処	肝臓疾患用	392	L-メチオニン	L-methionine（JP）	3929404A1039	108548801	薬価収載2008.06.20				pH調整剤
	S・アドクノン錠30	S・Adchnon	アルフレッサファーマ		錠：内服	30mg1錠	10.40円／錠		血管強化・止血剤	332	アドレノクロムモノアミノグアニジンメシル酸塩水和物	adrenochrome monoaminoguanidine mesilate hydrate（JAN）	3321003F2042	107993703，107993704		NF215	橙赤		乳糖水和物，バレイショデンプン，結晶セルロース，ポビドン，ステアリン酸マグネシウム，マクロゴール6000，ポリビニルアセタールジエチルアミノアセテート，ソルビタン脂肪酸エステル，酸化チタン，タルク，黄色5号，カルナウバロウ
	S－アドカル錠30mg	S－Adcar	日新製薬－山形		錠：内服	30mg1錠	5.60円／錠	後	血管強化・止血剤	332	アドレノクロムモノアミノグアニジンメシル酸塩水和物	adrenochrome monoaminoguanidine mesilate hydrate（JAN）	3321003F2093	107992001	薬価収載2008.12.19	NS359	赤橙		乳糖水和物，トウモロコシデンプン，カルメロースカルシウム，カルメロースナトリウム，ステアリン酸マグネシウム
	YDソリタ－T1号輸液	YD Solita－T No.1	陽進堂		注射液：注射	200mL1袋	124.00円／袋	後処	電解質補液	331	開始液		3319500A5086	124459501	薬価収載2015.12.11	YD756	無～微黄透明		L-乳酸（pH調整剤）
	YDソリタ－T1号輸液	YD Solita－T No.1	陽進堂		注射液：注射	500mL1袋	157.00円／袋	後処	電解質補液	331	開始液		3319500A3083	124460101	薬価収載2015.12.11	YD756	無～微黄透明		L-乳酸（pH調整剤）
	YDソリタ－T3号G輸液	YD Solita－T No.3G	陽進堂		注射液：注射	200mL1袋	145.00円／袋	後処	電解質輸液	331	維持液		3319511A5050	124463201	薬価収載2015.12.11	YD758	無～微黄透明		L-乳酸（pH調整剤）
	YDソリタ－T3号G輸液	YD Solita－T No.3G	陽進堂		注射液：注射	500mL1袋	163.00円／袋	後処	電解質輸液	331	維持液		3319511A4053	124464901	薬価収載2015.12.11	YD758	無～微黄透明		L-乳酸（pH調整剤）
	YDソリタ－T3号輸液	YD Solita－T No.3	陽進堂		注射液：注射	200mL1袋	157.00円／袋	後処	電解質輸液	331	維持液		3319510A5136	124461801	薬価収載2015.12.11	YD759	無～微黄透明		L-乳酸（pH調整剤）
	YDソリタ－T3号輸液	YD Solita－T No.3	陽進堂		注射液：注射	500mL1袋	157.00円／袋	後処	電解質輸液	331	維持液		3319510A4113	124462501	薬価収載2015.12.11	YD759	無～微黄透明		L-乳酸（pH調整剤）
	アートセレブ脳脊髄手術用洗浄灌流液	Artcereb	大塚製薬工場		キット：注射	500mL1キット	1,870.00円／キット	処	脳脊髄手術用洗浄・灌流液	339	アートセレブ	Artcereb	3399500G1025	118189001	薬価収載2008.04.18				
	アイソボリン点滴静注用25mg	Isovorin	ファイザー		静注用：注射	25mg1瓶	1,908.00円／瓶	処	活性型葉酸製剤	392	レボホリナートカルシウム	levofolinate calcium（JAN）	3929407D1160	108554901，108554902	薬価収載2008.06.20				D-マンニトール，pH調節剤
	アイソボリン点滴静注用100mg	Isovorin	ファイザー		静注用：注射	100mg1瓶	6,513.00円／瓶	処	活性型葉酸製剤	392	レボホリナートカルシウム	levofolinate calcium（JAN）	3929407D2108	117534901，117534902	薬価収載2008.06.20				D-マンニトール，pH調節剤
	アウドラザイム点滴静注液2.9mg	Aldurazyme	サノフィ		注射液：注射	2.9mg5mL1瓶	114,554.00円／瓶	生劇処	遺伝子組換えムコ多糖症I型治療剤	395	ラロニダーゼ（遺伝子組換え）	laronidase（genetical recombination）	3959411A1020	117690201，117690202	薬価収載2006.12.01				塩化ナトリウム，リン酸二水素ナトリウム一水和物，リン酸一水素ナトリウム七水和物，ポリソルベート80
	アエントリペンタート静注1055mg		日本メジフィジックス		注射液：注射			処	超ウラン元素体内除去剤	392	ペンテト酸亜鉛三ナトリウム	pentetate zinc trisodium（JAN）	392941XA1028						pH調整剤
	アカルボースOD錠50mg「テバ」	Acarbose“TEVA”	武田テバファーマ	武田薬品工業	口腔内崩壊錠：内服	50mg1錠	10.80円／錠	後処	α-グルコシダーゼ阻害剤	396	アカルボース	acarbose（JAN）	3969003F3061	118964302	薬価収載2016.12.09	tF1	白～淡黄		アスパルテーム（L-フェニルアラニン化合物），エチルバニリン，クロスポビドン，軽質無水ケイ酸，結晶セルロース，ステアリン酸マグネシウム，トコフェロール，バニリン，D-マンニトール，l-メントール，香料
	アカルボースOD錠50mg「ファイザー」	Acarbose［Pfizer］	ファイザー		口腔内崩壊錠：内服	50mg1錠	10.80円／錠	後処	α-グルコシダーゼ阻害剤	396	アカルボース	acarbose（JAN）	3969003F3053	120085002	薬価収載2013.05.01	M131	淡黄		アンモニオアルキルメタクリレートコポリマー，タルク，D-マンニトール，カルメロース，クロスカルメロースナトリウム，結晶セルロース，黄色三二酸化鉄，ステアリン酸マグネシウム
	アカルボースOD錠100mg「テバ」	Acarbose“TEVA”	武田テバファーマ	武田薬品工業	口腔内崩壊錠：内服	100mg1錠	19.20円／錠	後処	α-グルコシダーゼ阻害剤	396	アカルボース	acarbose（JAN）	3969003F4068	118965002	薬価収載2016.12.09	tF2	白～淡黄		アスパルテーム（L-フェニルアラニン化合物），エチルバニリン，クロスポビドン，軽質無水ケイ酸，結晶セルロース，ステアリン酸マグネシウム，トコフェロール，バニリン，D-マンニトール，l-メントール，香料
	アカルボースOD錠100mg「ファイザー」	Acarbose［Pfizer］	ファイザー		口腔内崩壊錠：内服	100mg1錠	19.20円／錠	後処	α-グルコシダーゼ阻害剤	396	アカルボース	acarbose（JAN）	3969003F4050	120086702	薬価収載2013.05.01	M132	淡黄	○	アンモニオアルキルメタクリレートコポリマー，タルク，D-マンニトール，カルメロース，クロスカルメロースナトリウム，結晶セルロース，黄色三二酸化鉄，ステアリン酸マグネシウム
	アカルボース錠50mg「BMD」	Acarbose	ビオメディクス		錠：内服	50mg1錠	10.80円／錠	後処	α-グルコシダーゼ阻害剤	396	アカルボース	acarbose（JAN）	3969003F1042	119140001	薬価収載2009.05.15	BMD8	白～淡黄		トウモロコシデンプン，結晶セルロース，軽質無水ケイ酸，ステアリン酸マグネシウム
	アカルボース錠50mg「JG」		日本ジェネリック		錠：内服	50mg1錠	10.80円／錠	後処	α-グルコシダーゼ阻害剤	396	アカルボース	acarbose（JAN）	3969003F1050	119055701	薬価収載2009.05.15	JG F56	白～淡黄		トウモロコシデンプン，結晶セルロース，軽質無水ケイ酸，ステアリン酸マグネシウム
	アカルボース錠50mg「NS」	Acarbose“NS”	日新製薬－山形		錠：内服	50mg1錠	10.80円／錠	後処	α-グルコシダーゼ阻害剤	396	アカルボース	acarbose（JAN）	3969003F1069	118959901	薬価収載2009.05.15	NS366	白～淡黄		トウモロコシデンプン，結晶セルロース，軽質無水ケイ酸，ステアリン酸マグネシウム
	アカルボース錠50mg「TCK」	Acarbose	辰巳化学		錠：内服	50mg1錠	10.80円／錠	後処	α-グルコシダーゼ阻害剤	396	アカルボース	acarbose（JAN）	3969003F1123	123022201	薬価収載2013.12.13	TU324	白～淡黄		トウモロコシデンプン，セルロース，無水ケイ酸，ステアリン酸Mg
	アカルボース錠50mg「YD」	Acarbose「YD」	陽進堂	第一三共エスファ	錠：内服	50mg1錠	10.80円／錠	後処	α-グルコシダーゼ阻害剤	396	アカルボース	acarbose（JAN）	3969003F1077	119103501，119103502，119103503	薬価収載2009.05.15	YD556	白～淡黄		トウモロコシデンプン，セルロース，無水ケイ酸，ステアリン酸Mg
