院内採用状況	製品名（■/◇：一般用薬/要指導医薬品）	製品名（英名）	製造販売会社	発売・販売会社	剤形	規格単位	薬価	規制区分	薬効	薬効分類	一般名	一般名（英名）	YJコード	HOTコード	製品備考	識別コード	色	割線の有無	添加物
	イーフェンバッカル錠50μg	E－fen	帝國製薬	大鵬薬品工業	バッカル錠：内服	50μg1錠	497.40円／錠	劇麻処	麻酔用ピペリジン系鎮痛剤，疼痛治療剤	821	フェンタニルクエン酸塩	fentanyl citrate（JP）	8219001K5023	122649201	薬価収載2013.08.27	05／〓	白		D-マンニトール，炭酸水素ナトリウム，無水クエン酸，乾燥炭酸ナトリウム，デンプングリコール酸ナトリウム，ステアリン酸マグネシウム
	イーフェンバッカル錠100μg	E－fen	帝國製薬	大鵬薬品工業	バッカル錠：内服	100μg1錠	696.20円／錠	劇麻処	麻酔用ピペリジン系鎮痛剤，疼痛治療剤	821	フェンタニルクエン酸塩	fentanyl citrate（JP）	8219001K6020	122650801	薬価収載2013.08.27	1／〓	白		D-マンニトール，炭酸水素ナトリウム，無水クエン酸，乾燥炭酸ナトリウム，デンプングリコール酸ナトリウム，ステアリン酸マグネシウム
	イーフェンバッカル錠200μg	E－fen	帝國製薬	大鵬薬品工業	バッカル錠：内服	200μg1錠	955.70円／錠	劇麻処	麻酔用ピペリジン系鎮痛剤，疼痛治療剤	821	フェンタニルクエン酸塩	fentanyl citrate（JP）	8219001K7026	122651501	薬価収載2013.08.27	2／〓	白		D-マンニトール，炭酸水素ナトリウム，無水クエン酸，乾燥炭酸ナトリウム，デンプングリコール酸ナトリウム，ステアリン酸マグネシウム
	イーフェンバッカル錠400μg	E－fen	帝國製薬	大鵬薬品工業	バッカル錠：内服	400μg1錠	1,361.50円／錠	劇麻処	麻酔用ピペリジン系鎮痛剤，疼痛治療剤	821	フェンタニルクエン酸塩	fentanyl citrate（JP）	8219001K8022	122652201	薬価収載2013.08.27	4／〓	白		D-マンニトール，炭酸水素ナトリウム，無水クエン酸，乾燥炭酸ナトリウム，デンプングリコール酸ナトリウム，ステアリン酸マグネシウム
	イーフェンバッカル錠600μg	E－fen	帝國製薬	大鵬薬品工業	バッカル錠：内服	600μg1錠	1,577.60円／錠	劇麻処	麻酔用ピペリジン系鎮痛剤，疼痛治療剤	821	フェンタニルクエン酸塩	fentanyl citrate（JP）	8219001K9029	122653901	薬価収載2013.08.27	6／〓	白		D-マンニトール，炭酸水素ナトリウム，無水クエン酸，乾燥炭酸ナトリウム，デンプングリコール酸ナトリウム，ステアリン酸マグネシウム
	イーフェンバッカル錠800μg	E－fen	帝國製薬	大鵬薬品工業	バッカル錠：内服	800μg1錠	1,884.70円／錠	劇麻処	麻酔用ピペリジン系鎮痛剤，疼痛治療剤	821	フェンタニルクエン酸塩	fentanyl citrate（JP）	8219001T1023	122654601	薬価収載2013.08.27	8／〓	白		D-マンニトール，炭酸水素ナトリウム，無水クエン酸，乾燥炭酸ナトリウム，デンプングリコール酸ナトリウム，ステアリン酸マグネシウム
	オキシコドン錠2.5mg「第一三共」	Oxycodone“DAIICHI SANKYO”	第一三共プロファーマ	第一三共	錠：内服	2.5mg1錠	53.40円／錠	後劇麻処	疼痛治療剤	811	オキシコドン塩酸塩水和物	oxycodone hydrochloride hydrate（JP）	8119002F1029	125401301	薬価収載2017.06.16	DSC／I2.5 DSC I2.5	明るい灰みの赤紫		D-マンニトール，結晶セルロース，アルファー化デンプン，部分アルファー化デンプン，低置換度ヒドロキシプロピルセルロース，スクラロース，アセスルファムカリウム，三二酸化鉄，黒酸化鉄，ステアリン酸マグネシウム
	オキシコドン錠2.5mgNX「第一三共」	Oxycodone“DAIICHI SANKYO”	第一三共プロファーマ	第一三共	錠：内服	2.5mg1錠	53.40円／錠	後劇麻処	疼痛治療剤	811	オキシコドン塩酸塩水和物	oxycodone hydrochloride hydrate（JP）	8119002F5024	128021001	薬価収載2020.06.19	オキシコドン錠／2.5	明るい灰みの赤紫		ナロキソン塩酸塩，D-マンニトール，結晶セルロース，アルファー化デンプン，クロスカルメロースナトリウム，ケイ酸カルシウム，アセスルファムカリウム，三二酸化鉄，黒酸化鉄，ステアリン酸マグネシウム
	オキシコドン錠5mg「第一三共」	Oxycodone“DAIICHI SANKYO”	第一三共プロファーマ	第一三共	錠：内服	5mg1錠	98.10円／錠	後劇麻処	疼痛治療剤	811	オキシコドン塩酸塩水和物	oxycodone hydrochloride hydrate（JP）	8119002F2025	125402001	薬価収載2017.06.16	DSC／I5 DSC I5	微黄		D-マンニトール，結晶セルロース，アルファー化デンプン，部分アルファー化デンプン，低置換度ヒドロキシプロピルセルロース，スクラロース，アセスルファムカリウム，黄色三二酸化鉄，ステアリン酸マグネシウム
	オキシコドン錠5mgNX「第一三共」	Oxycodone“DAIICHI SANKYO”	第一三共プロファーマ	第一三共	錠：内服	5mg1錠	98.10円／錠	後劇麻処	疼痛治療剤	811	オキシコドン塩酸塩水和物	oxycodone hydrochloride hydrate（JP）	8119002F6020	128022701	薬価収載2020.06.19	オキシコドン錠／5	微黄		ナロキソン塩酸塩，D-マンニトール，結晶セルロース，アルファー化デンプン，クロスカルメロースナトリウム，ケイ酸カルシウム，アセスルファムカリウム，黄色三二酸化鉄，ステアリン酸マグネシウム
	オキシコドン錠10mg「第一三共」	Oxycodone“DAIICHI SANKYO”	第一三共プロファーマ	第一三共	錠：内服	10mg1錠	179.30円／錠	後劇麻処	疼痛治療剤	811	オキシコドン塩酸塩水和物	oxycodone hydrochloride hydrate（JP）	8119002F3021	125403701	薬価収載2017.06.16	DSC／I10 DSC I10	白		D-マンニトール，結晶セルロース，アルファー化デンプン，部分アルファー化デンプン，低置換度ヒドロキシプロピルセルロース，スクラロース，アセスルファムカリウム，ステアリン酸マグネシウム
	オキシコドン錠10mgNX「第一三共」	Oxycodone“DAIICHI SANKYO”	第一三共プロファーマ	第一三共	錠：内服	10mg1錠	179.30円／錠	後劇麻処	疼痛治療剤	811	オキシコドン塩酸塩水和物	oxycodone hydrochloride hydrate（JP）	8119002F7027	128023401	薬価収載2020.06.19	オキシコドン錠／10	白		ナロキソン塩酸塩，D-マンニトール，結晶セルロース，アルファー化デンプン，クロスカルメロースナトリウム，ケイ酸カルシウム，アセスルファムカリウム，ステアリン酸マグネシウム
	オキシコドン錠20mg「第一三共」	Oxycodone“DAIICHI SANKYO”	第一三共プロファーマ	第一三共	錠：内服	20mg1錠	334.10円／錠	後劇麻処	疼痛治療剤	811	オキシコドン塩酸塩水和物	oxycodone hydrochloride hydrate（JP）	8119002F4028	125404401	薬価収載2017.06.16	DSC／I20 DSC I20	淡赤白		D-マンニトール，結晶セルロース，アルファー化デンプン，部分アルファー化デンプン，低置換度ヒドロキシプロピルセルロース，スクラロース，アセスルファムカリウム，三二酸化鉄，ステアリン酸マグネシウム
	オキシコドン錠20mgNX「第一三共」	Oxycodone“DAIICHI SANKYO”	第一三共プロファーマ	第一三共	錠：内服	20mg1錠	334.10円／錠	後劇麻処	疼痛治療剤	811	オキシコドン塩酸塩水和物	oxycodone hydrochloride hydrate（JP）	8119002F8023	128024101	薬価収載2020.06.19	オキシコドン錠／20	淡赤白		ナロキソン塩酸塩，D-マンニトール，結晶セルロース，アルファー化デンプン，クロスカルメロースナトリウム，ケイ酸カルシウム，アセスルファムカリウム，三二酸化鉄，ステアリン酸マグネシウム
	オキシコドン徐放カプセル5mg「テルモ」	Oxycodone	帝國製薬	テルモ	徐放カプセル：内服	5mg1カプセル	97.00円／カプセル	後劇麻処	疼痛治療剤	811	オキシコドン塩酸塩水和物	oxycodone hydrochloride hydrate（JP）	8119002N1023	123035201，123035202	薬価収載2013.12.13	5TF11 TF11	白／橙		精製白糖，トウモロコシデンプン，ヒプロメロース，アクリル酸エチル・メタクリル酸メチルコポリマー，ポリオキシエチレンノニルフェニルエーテル，タルク，酸化チタン，ソルビタン脂肪酸エステル，黄色三二酸化鉄，その他3成分
	オキシコドン徐放カプセル10mg「テルモ」	Oxycodone	帝國製薬	テルモ	徐放カプセル：内服	10mg1カプセル	179.80円／カプセル	後劇麻処	疼痛治療剤	811	オキシコドン塩酸塩水和物	oxycodone hydrochloride hydrate（JP）	8119002N2020	123036901，123036902	薬価収載2013.12.13	10TF12 TF12	白／青		精製白糖，トウモロコシデンプン，ヒプロメロース，アクリル酸エチル・メタクリル酸メチルコポリマー，ポリオキシエチレンノニルフェニルエーテル，タルク，酸化チタン，ソルビタン脂肪酸エステル，青色2号アルミニウムレーキ，その他3成分
	オキシコドン徐放カプセル20mg「テルモ」	Oxycodone	帝國製薬	テルモ	徐放カプセル：内服	20mg1カプセル	327.00円／カプセル	後劇麻処	疼痛治療剤	811	オキシコドン塩酸塩水和物	oxycodone hydrochloride hydrate（JP）	8119002N3026	123037601，123037602	薬価収載2013.12.13	20TF13 TF13	白／桃		精製白糖，トウモロコシデンプン，ヒプロメロース，アクリル酸エチル・メタクリル酸メチルコポリマー，ポリオキシエチレンノニルフェニルエーテル，タルク，酸化チタン，ソルビタン脂肪酸エステル，赤色102号，その他3成分
	オキシコドン徐放カプセル40mg「テルモ」	Oxycodone	帝國製薬	テルモ	徐放カプセル：内服	40mg1カプセル	598.00円／カプセル	後劇麻処	疼痛治療剤	811	オキシコドン塩酸塩水和物	oxycodone hydrochloride hydrate（JP）	8119002N4022	123038301，123038302	薬価収載2013.12.13	40TF14 TF14	白／黄		精製白糖，トウモロコシデンプン，ヒプロメロース，アクリル酸エチル・メタクリル酸メチルコポリマー，ポリオキシエチレンノニルフェニルエーテル，タルク，酸化チタン，ソルビタン脂肪酸エステル，黄色5号，その他3成分
	オキシコドン徐放錠5mg「第一三共」【経過措置】	Oxycodone“DAIICHI SANKYO”	第一三共プロファーマ	第一三共	徐放錠：内服	5mg1錠	97.00円／錠	後劇麻処	疼痛治療剤	811	オキシコドン塩酸塩水和物	oxycodone hydrochloride hydrate（JP）	8119002G1032	125217001	薬価削除予定2022.03.31	DSC／E5 DSC E5	微橙		D-マンニトール，ヒドロキシプロピルセルロース，ヒプロメロース酢酸エステルコハク酸エステル，黄色三二酸化鉄，三二酸化鉄，ステアリン酸マグネシウム
	オキシコドン徐放錠5mgNX「第一三共」	Oxycodone“DAIICHI SANKYO”	第一三共プロファーマ	第一三共	徐放錠：内服	5mg1錠	97.00円／錠	後劇麻処	疼痛治療剤	811	オキシコドン塩酸塩水和物	oxycodone hydrochloride hydrate（JP）	8119002G5038	126853901	薬価収載2019.06.14	徐放オキシコドン5	微橙		ナロキソン塩酸塩，D-マンニトール，ヒドロキシプロピルセルロース，ヒプロメロース酢酸エステルコハク酸エステル，黄色三二酸化鉄，三二酸化鉄，ステアリン酸マグネシウム
	オキシコドン徐放錠10mg「第一三共」【経過措置】	Oxycodone“DAIICHI SANKYO”	第一三共プロファーマ	第一三共	徐放錠：内服	10mg1錠	179.80円／錠	後劇麻処	疼痛治療剤	811	オキシコドン塩酸塩水和物	oxycodone hydrochloride hydrate（JP）	8119002G2039	125218701	薬価削除予定2022.03.31	DSC／E10 DSC E10	白～帯黄白		D-マンニトール，ヒドロキシプロピルセルロース，ヒプロメロース酢酸エステルコハク酸エステル，ステアリン酸マグネシウム
	オキシコドン徐放錠10mgNX「第一三共」	Oxycodone“DAIICHI SANKYO”	第一三共プロファーマ	第一三共	徐放錠：内服	10mg1錠	179.80円／錠	後劇麻処	疼痛治療剤	811	オキシコドン塩酸塩水和物	oxycodone hydrochloride hydrate（JP）	8119002G6034	126854601	薬価収載2019.06.14	徐放オキシコドン10	白～帯黄白		ナロキソン塩酸塩，D-マンニトール，ヒドロキシプロピルセルロース，ヒプロメロース酢酸エステルコハク酸エステル，ステアリン酸マグネシウム
	オキシコドン徐放錠20mg「第一三共」【経過措置】	Oxycodone“DAIICHI SANKYO”	第一三共プロファーマ	第一三共	徐放錠：内服	20mg1錠	327.00円／錠	後劇麻処	疼痛治療剤	811	オキシコドン塩酸塩水和物	oxycodone hydrochloride hydrate（JP）	8119002G3035	125219401	薬価削除予定2022.03.31	DSC／E20 DSC E20	微赤		D-マンニトール，ヒドロキシプロピルセルロース，ヒプロメロース酢酸エステルコハク酸エステル，三二酸化鉄，ステアリン酸マグネシウム
	オキシコドン徐放錠20mgNX「第一三共」	Oxycodone“DAIICHI SANKYO”	第一三共プロファーマ	第一三共	徐放錠：内服	20mg1錠	327.00円／錠	後劇麻処	疼痛治療剤	811	オキシコドン塩酸塩水和物	oxycodone hydrochloride hydrate（JP）	8119002G7030	126855301	薬価収載2019.06.14	徐放オキシコドン20	微赤		ナロキソン塩酸塩，D-マンニトール，ヒドロキシプロピルセルロース，ヒプロメロース酢酸エステルコハク酸エステル，三二酸化鉄，ステアリン酸マグネシウム
	オキシコドン徐放錠40mg「第一三共」【経過措置】	Oxycodone“DAIICHI SANKYO”	第一三共プロファーマ	第一三共	徐放錠：内服	40mg1錠	593.50円／錠	後劇麻処	疼痛治療剤	811	オキシコドン塩酸塩水和物	oxycodone hydrochloride hydrate（JP）	8119002G4031	125220001	薬価削除予定2022.03.31	DSC／E40 DSC E40	微黄緑		D-マンニトール，ヒドロキシプロピルセルロース，ヒプロメロース酢酸エステルコハク酸エステル，黄色三二酸化鉄，黒酸化鉄，ステアリン酸マグネシウム
	オキシコドン徐放錠40mgNX「第一三共」	Oxycodone“DAIICHI SANKYO”	第一三共プロファーマ	第一三共	徐放錠：内服	40mg1錠	593.50円／錠	後劇麻処	疼痛治療剤	811	オキシコドン塩酸塩水和物	oxycodone hydrochloride hydrate（JP）	8119002G8037	126856001	薬価収載2019.06.14	徐放オキシコドン40	微黄緑		ナロキソン塩酸塩，D-マンニトール，ヒドロキシプロピルセルロース，ヒプロメロース酢酸エステルコハク酸エステル，黄色三二酸化鉄，黒酸化鉄，ステアリン酸マグネシウム
	オキシコドン注射液10mg「第一三共」	Oxycodone“DAIICHI SANKYO”	第一三共プロファーマ	第一三共	注射液：注射	1％1mL1管	158.00円／管	後劇麻処	疼痛治療剤	811	オキシコドン塩酸塩水和物	oxycodone hydrochloride hydrate（JP）	8119400A1033	126857701	薬価収載2019.06.14				クエン酸ナトリウム水和物，クエン酸水和物，等張化剤，pH調節剤
	オキシコドン注射液50mg「第一三共」	Oxycodone“DAIICHI SANKYO”	第一三共プロファーマ	第一三共	注射液：注射	1％5mL1管	733.00円／管	後劇麻処	疼痛治療剤	811	オキシコドン塩酸塩水和物	oxycodone hydrochloride hydrate（JP）	8119400A2030	126858401	薬価収載2019.06.14				クエン酸ナトリウム水和物，クエン酸水和物，等張化剤，pH調節剤
	オキシコドン内服液2.5mg「日本臓器」	Oxycodone“Nippon－zoki”	日本臓器製薬		液：内服	2.5mg2.5mL1包	89.20円／包	後劇麻処	疼痛治療剤	811	オキシコドン塩酸塩水和物	oxycodone hydrochloride hydrate（JP）	8119002S1027	128391401	薬価収載2020.12.11				D-ソルビトール液，キシリトール，アセスルファムカリウム，塩化ナトリウム，クエン酸水和物，クエン酸ナトリウム水和物，安息香酸ナトリウム，パラオキシ安息香酸エチル，プロピレングリコール
	オキシコドン内服液5mg「日本臓器」	Oxycodone“Nippon－zoki”	日本臓器製薬		液：内服	5mg2.5mL1包	163.10円／包	後劇麻処	疼痛治療剤	811	オキシコドン塩酸塩水和物	oxycodone hydrochloride hydrate（JP）	8119002S2023	128392101	薬価収載2020.12.11				D-ソルビトール液，キシリトール，アセスルファムカリウム，塩化ナトリウム，クエン酸水和物，クエン酸ナトリウム水和物，安息香酸ナトリウム，パラオキシ安息香酸エチル，プロピレングリコール
	オキシコドン内服液10mg「日本臓器」	Oxycodone“Nippon－zoki”	日本臓器製薬		液：内服	10mg5mL1包	298.30円／包	後劇麻処	疼痛治療剤	811	オキシコドン塩酸塩水和物	oxycodone hydrochloride hydrate（JP）	8119002S3020	128393801	薬価収載2020.12.11				D-ソルビトール液，キシリトール，アセスルファムカリウム，塩化ナトリウム，クエン酸水和物，クエン酸ナトリウム水和物，安息香酸ナトリウム，パラオキシ安息香酸エチル，プロピレングリコール
	オキシコドン内服液20mg「日本臓器」	Oxycodone“Nippon－zoki”	日本臓器製薬		液：内服	20mg5mL1包	545.50円／包	後劇麻処	疼痛治療剤	811	オキシコドン塩酸塩水和物	oxycodone hydrochloride hydrate（JP）	8119002S4026	128394501	薬価収載2020.12.11				D-ソルビトール液，キシリトール，アセスルファムカリウム，塩化ナトリウム，クエン酸水和物，クエン酸ナトリウム水和物，安息香酸ナトリウム，パラオキシ安息香酸エチル，プロピレングリコール
	オキシコンチンTR錠5mg	Oxycontin	シオノギファーマ	塩野義製薬	徐放錠：内服	5mg1錠	130.40円／錠	劇麻処	疼痛治療剤	811	オキシコドン塩酸塩水和物	oxycodone hydrochloride hydrate（JP）	8119002G5020	125763201	薬価収載2017.12.08	〓920：5 〓920／5	薄橙		ポリエチレンオキシド4000K，無水クエン酸，トコフェロール酢酸エステル，軽質無水ケイ酸，ステアリン酸マグネシウム，ヒプロメロース，乳糖水和物，酸化チタン，マクロゴール4000，三二酸化鉄，黄色三二酸化鉄
	オキシコンチンTR錠10mg	Oxycontin	シオノギファーマ	塩野義製薬	徐放錠：内服	10mg1錠	244.70円／錠	劇麻処	疼痛治療剤	811	オキシコドン塩酸塩水和物	oxycodone hydrochloride hydrate（JP）	8119002G6026	125764901	薬価収載2017.12.08	〓921：10 〓921／10	白		ポリエチレンオキシド4000K，無水クエン酸，トコフェロール酢酸エステル，軽質無水ケイ酸，ステアリン酸マグネシウム，ヒプロメロース，乳糖水和物，酸化チタン，マクロゴール4000
	オキシコンチンTR錠20mg	Oxycontin	シオノギファーマ	塩野義製薬	徐放錠：内服	20mg1錠	453.30円／錠	劇麻処	疼痛治療剤	811	オキシコドン塩酸塩水和物	oxycodone hydrochloride hydrate（JP）	8119002G7022	125765601	薬価収載2017.12.08	〓922：20 〓922／20	淡赤		ポリエチレンオキシド4000K，ステアリン酸マグネシウム，ヒプロメロース，乳糖水和物，酸化チタン，マクロゴール4000，三二酸化鉄
	オキシコンチンTR錠40mg	Oxycontin	シオノギファーマ	塩野義製薬	徐放錠：内服	40mg1錠	831.50円／錠	劇麻処	疼痛治療剤	811	オキシコドン塩酸塩水和物	oxycodone hydrochloride hydrate（JP）	8119002G8029	125766301	薬価収載2017.12.08	〓923：40 〓923／40	微黄白～淡黄		ポリエチレンオキシド4000K，ステアリン酸マグネシウム，ヒプロメロース，乳糖水和物，酸化チタン，マクロゴール4000，黄色三二酸化鉄
	オキノーム散2.5mg	Oxinorm	シオノギファーマ	塩野義製薬	散：内服	2.5mg1包	56.80円／包	劇麻処	疼痛治療剤	811	オキシコドン塩酸塩水和物	oxycodone hydrochloride hydrate（JP）	8119002B2023	120169701，120169702，120169703	薬価収載2010.09.24				粉末還元麦芽糖水アメ，D-マンニトール，ヒドロキシプロピルセルロース，含水二酸化ケイ素
	オキノーム散5mg	Oxinorm	シオノギファーマ	塩野義製薬	散：内服	5mg1包	114.20円／包	劇麻処	疼痛治療剤	811	オキシコドン塩酸塩水和物	oxycodone hydrochloride hydrate（JP）	8119002B3020	120170301，120170302，120170303	薬価収載2010.09.24				粉末還元麦芽糖水アメ，D-マンニトール，ヒドロキシプロピルセルロース，含水二酸化ケイ素
