院内採用状況	製品名（■/◇：一般用薬/要指導医薬品）	製品名（英名）	製造販売会社	発売・販売会社	剤形	規格単位	薬価	規制区分	薬効	薬効分類	一般名	一般名（英名）	YJコード	HOTコード	製品備考	識別コード	色	割線の有無	添加物
	5％サリチル酸ワセリン軟膏東豊	Salicylic Acid	東豊薬品	吉田製薬，日医工	軟膏・硬膏：外用	5％10g	2.54円／g	後	角質軟化・抗白癬剤	265	サリチル酸	salicylic acid（JP）	2652701M1025	106559604，106559607，106559610，106559612					BHT
	5％ヒビテン液	Hibitane	大日本住友製薬	ジーシー	液：外用	5％10mL	1.90円／mL		殺菌消毒剤	261	クロルヘキシジングルコン酸塩	chlorhexidine gluconate（JAN）	2619702Q3135	105885702					グルコノ-δ-ラクトン，ポリオキシエチレンオレイルエーテル，イソプロパノール，赤色二号，香料
	5％フェルマジン液	Fermajin	シオエ製薬	日本新薬	液：外用	5％10mL	1.07円／mL	後	殺菌消毒剤	261	クロルヘキシジングルコン酸塩	chlorhexidine gluconate（JAN）	2619702Q3143	105886401					ラウロマクロゴール，赤色227号，香料
	5％ヘキザック液	Hexizac	吉田製薬		液：外用	5％10mL	1.07円／mL	後	殺菌消毒剤	261	クロルヘキシジングルコン酸塩	chlorhexidine gluconate（JAN）	2619702Q3097	105881901					ラウロマクロゴール，赤色2号，香料
	5mcgチロナミン錠	Thyronamin	武田薬品工業		錠：内服	5μg1錠	9.60円／錠	局処	甲状腺ホルモン	243	リオチロニンナトリウム	liothyronine sodium（JP）	2431003F1035	105156801		〓228 5 〓228	白		D-マンニトール，プルラン，低置換度ヒドロキシプロピルセルロース，タルク，ステアリン酸マグネシウム，トウモロコシデンプン
	10％アプレゾリン散「SUN」	Apresoline	サンファーマ	田辺三菱製薬	散：内服	10％1g	12.20円／g	局処	血管拡張降圧剤	214	ヒドララジン塩酸塩	hydralazine hydrochloride（JP）	2142004B2163	102739614	薬価収載2016.12.09，旧：10％アプレゾリン散「チバ」				D-マンニトール，トウモロコシデンプン
	【削除品】10％アプレゾリン散「チバ」	Apresoline	ノバルティスファーマ		散：内服	10％1g	12.20円／g	局処	血管拡張降圧剤	214	ヒドララジン塩酸塩	hydralazine hydrochloride（JP）	2142004B2040		薬価削除2017.03.31〔代替品：10％アプレゾリン散「SUN」〕				D-マンニトール，トウモロコシデンプン
	10％サリチル酸ワセリン軟膏東豊	Salicylic Acid TOHO	東豊薬品	吉田製薬，日医工	軟膏・硬膏：外用	10％10g	2.54円／g	後	角質軟化・抗白癬剤	265	サリチル酸	salicylic acid（JP）	2652701M2021	106560204，106560207，106560210，106560212					BHT
	10％デヒドロコール酸注「ニッシン」	Dehydrocholic Acid	日新製薬－山形		注射液：注射	10％10mL1管	496.00円／管	局処	利胆剤	236	精製デヒドロコール酸	purified dehydrocholic acid（JP）	2362400A2026	104961902					pH調整剤
	【削除品】20％マンニットール注射液「YD」	Mannitol“YD”	陽進堂		注射液：注射	20％500mL1瓶	560.00円／瓶	局処	脳圧眼圧降下・利尿剤	219	D-マンニトール	D-mannitol（JP）	2190400A4138		薬価削除2017.03.31				
	20％マンニットール注射液「YD」	Mannitol	陽進堂		注射液：注射	20％300mL1瓶	477.00円／瓶	局処	脳圧眼圧降下・利尿剤	219	D-マンニトール	D-mannitol（JP）	2190400A3077	103609106	薬価収載2009.03.01	YD716	無透明		
	20W／V％マスキン液	Maskin	丸石製薬		液：外用	20％10mL	4.66円／mL	局	殺菌消毒剤	261	クロルヘキシジングルコン酸塩	chlorhexidine gluconate（JAN）	2619713Q1122	105916806					
	25mcgチロナミン錠	Thyronamin	武田薬品工業		錠：内服	25μg1錠	11.10円／錠	局劇処	甲状腺ホルモン	243	リオチロニンナトリウム	liothyronine sodium（JP）	2431003F2031	105157501		〓229 25 〓229	白	○	D-マンニトール，プルラン，低置換度ヒドロキシプロピルセルロース，タルク，ステアリン酸マグネシウム，トウモロコシデンプン
	50％イソプロ消アル「ヤマゼン」	Isopropyl Alcohol“Yamazen”	山善製薬		液：外用	50％10mL	0.37円／mL	後	殺菌消毒剤	261	イソプロパノール	isopropanol（JP）	2615701Q1074	105754601					
	【削除品】50％イソプロパノール「アトル」	Isopropanol	アトルファーマ	アトル	液：外用	50％10mL	0.37円／mL	後	殺菌消毒剤	261	イソプロパノール	isopropanol（JP）	2615701Q1414		薬価削除2017.03.31				
	50％イソプロパノールワコー	Isopropanol	ワコーケミカル	和光純薬工業	液：外用	50％10mL	0.37円／mL	後	殺菌消毒剤	261	イソプロパノール	isopropanol（JP）	2615701Q1384	105779901					
	50％イソプロピルアルコール	Isopropyl Alcohol	丸石製薬		液：外用	50％10mL	0.38円／mL		殺菌消毒剤	261	イソプロパノール	isopropanol（JP）	2615701Q1090	105755302					
	50％塩化ベンザルコニウム液「ヤクハン」	Benzalkonium Chloride	ヤクハン製薬	日医工	液：外用	10mL	1.42円／mL	局	殺菌消毒剤	261	ベンザルコニウム塩化物	benzalkonium chloride（JP）	2616700Q3045	105803107，105803112					
	50％消毒用イソプロパノール「三恵」	Isopropanol	三恵薬品		液：外用	50％10mL	0.37円／mL	後	殺菌消毒剤	261	イソプロパノール	isopropanol（JP）	2615701Q1112	105756001					
	50％消毒用イソプロパノール「タツミ」【経過措置】	Isopropanol for Disinfection「TATSUMI」	タツミ薬品工業		液：外用	50％10mL	0.37円／mL	後	殺菌消毒剤	261	イソプロパノール	isopropanol（JP）	2615701Q1120	105757702	薬価削除予定2018.03.31				
	50％消毒用イソプロパノール「東海」		東海製薬		液：外用	50％10mL	0.37円／mL	後	殺菌消毒剤	261	イソプロパノール	isopropanol（JP）	2615701Q1139	105759102					
	50％消毒用イソプロパノール「ニッコー」	Isopropanol	日興製薬	ファイザー	液：外用	50％10mL	0.37円／mL	後	殺菌消毒剤	261	イソプロパノール	isopropanol（JP）	2615701Q1147	105758401，105758402，105758404，105758405					
	50V／V％消毒用イソプロパノール「アマカス」		甘糟化学産業		液：外用	50％10mL	0.37円／mL	後	殺菌消毒剤	261	イソプロパノール	isopropanol（JP）	2615701Q1198	105763801，105763802					
	50V／V％東豊消毒アルコール		東豊薬品		液：外用	50％10mL	0.38円／mL		殺菌消毒剤	261	イソプロパノール	isopropanol（JP）	2615701Q1201	105764502					
	50vol％消毒用イソプロ「コザカイ」	Isopro「KOZAKAI」	小堺製薬		液：外用	50％10mL	0.37円／mL	後	殺菌消毒剤	261	イソプロパノール	isopropanol（JP）	2615701Q1180	116156401					
	70％イソプロ液「ヤクハン」	Isopro“YAKUHAN”	ヤクハン製薬	岩城製薬，日医工	液：外用	70％10mL	0.44円／mL	後	殺菌消毒剤	261	イソプロパノール	isopropanol（JP）	2615701Q2143	105793501，105793502，105793503					
	70％イソプロ消アル「ヤマゼン」	Isopropyl Alcohol“Yamazen”	山善製薬		液：外用	70％10mL	0.44円／mL	後	殺菌消毒剤	261	イソプロパノール	isopropanol（JP）	2615701Q2119	105790401					
	【削除品】70％イソプロパノール「アトル」	Isopropanol	アトルファーマ	アトル	液：外用	70％10mL	0.44円／mL	後	殺菌消毒剤	261	イソプロパノール	isopropanol（JP）	2615701Q2224		薬価削除2017.03.31				
	70％イソプロパノール「東海」		東海製薬		液：外用	70％10mL	0.44円／mL	後	殺菌消毒剤	261	イソプロパノール	isopropanol（JP）	2615701Q2178	105796602					
	70％イソプロパノールワコー	Isopropanol	ワコーケミカル	和光純薬工業	液：外用	70％10mL	0.44円／mL	後	殺菌消毒剤	261	イソプロパノール	isopropanol（JP）	2615701Q2194	105797301					
	70％イソプロピルアルコール	Isopropyl Alcohol	丸石製薬		液：外用	70％10mL	0.44円／mL		殺菌消毒剤	261	イソプロパノール	isopropanol（JP）	2615701Q2127	105791102					
	70％消毒用イソプロパノール「ニッコー」	Isopropanol	日興製薬	中北薬品，ファイザー	液：外用	70％10mL	0.44円／mL	後	殺菌消毒剤	261	イソプロパノール	isopropanol（JP）	2615701Q2100	105789801，105789802，105789803，105789804，105789805					
	70V／V％東豊消毒アルコール		東豊薬品	サラヤ	液：外用	70％10mL	0.44円／mL	後	殺菌消毒剤	261	イソプロパノール	isopropanol（JP）	2615701Q2216	112893201，112893202	薬価収載1999.07.09				
	ALクレミール		サンケミファ		液：外用				殺菌消毒剤	261	ベンザルコニウム塩化物	benzalkonium chloride（JP）	261670GQ1230						エタノール，その他2成分
	AZ含嗽用配合細粒「NP」	AZ	ニプロ		細粒（含嗽剤）：外用〔口腔投与剤〕	0.1％1g	6.00円／g	後	口腔・咽頭疾患用剤	226	アズレンスルホン酸ナトリウム水和物・炭酸水素ナトリウム	sodium gualenate hydrate・sodium bicarbonate	2260702F1063	104160601	薬価収載2009.09.25	HD-512	淡青		ポビドン，香料
	C－チステン細粒50％	C－Cysten	鶴原製薬	日医工	細粒：内服	50％1g	6.40円／g	後	気道粘液調整・粘膜正常化剤	223	L-カルボシステイン	L-carbocisteine（JP）	2233002C1054	103827902，103827903	薬価収載2008.06.20				サッカリンナトリウム水和物，乳糖水和物，白糖，結晶セルロース，ヒドロキシプロピルセルロース，タルク，軽質無水ケイ酸
	C－チステン錠250mg	C－Cysten	鶴原製薬	日医工，日本ジェネリック	錠：内服	250mg1錠	5.60円／錠	後局	気道粘液調整・粘膜正常化剤	223	L-カルボシステイン	L-carbocisteine（JP）	2233002F1271	103832303，103832305，103832306	薬価収載2008.06.20	250	白		ポビドン，クロスポビドン，カルメロースカルシウム，ステアリン酸マグネシウム，ヒプロメロース，マクロゴール6000，酸化チタン，タルク，カルナウバロウ
	C－チステン錠500mg	C－Cysten	鶴原製薬		錠：内服	500mg1錠	6.80円／錠	後局	気道粘液調整・粘膜正常化剤	223	L-カルボシステイン	L-carbocisteine（JP）	2233002F2081	120779801	薬価収載2011.06.24	TSU273	白	○	乳糖水和物，結晶セルロース，ヒドロキシプロピルセルロース，カルメロースカルシウム，クロスカルメロースナトリウム，ステアリン酸マグネシウム，ヒプロメロース，マクロゴール6000，酸化チタン，タルク，カルナウバロウ
	C－チステンシロップ5％	C－Cysten	鶴原製薬		シロップ：内服	5％1mL	2.60円／mL	後	気道粘液調整・粘膜正常化剤	223	L-カルボシステイン	L-carbocisteine（JP）	2233002Q1027	103842203					パラオキシ安息香酸エチル，香料，水酸化ナトリウム，塩酸，白糖，カラメル
	d－カンフル「コザカイ・M」	d－Camphor	小堺製薬		末：外用	1g	9.10円／g	局	消炎・鎮痛・鎮痒剤	264	カンフル	camphor	2645702X1048	106042308					
	dl－塩酸メチルエフェドリン散10％「メタル」	dl－Methylephedrine Hydrochloride	中北薬品	吉田製薬，日興製薬販売	散：内服	10％1g	8.10円／g	局	気管支拡張・鎮咳剤	222	dl-メチルエフェドリン塩酸塩	dl-methylephedrine hydrochloride（JP）	2221003B2156	103713508，103713513					乳糖水和物，バレイショデンプン
	dl－メチルエフェドリン塩酸塩散10％「三恵」	dl－Methylephedrine Hydrochloride	三恵薬品		散：内服	10％1g	6.90円／g	局	気管支拡張・鎮咳剤	222	dl-メチルエフェドリン塩酸塩	dl-methylephedrine hydrochloride（JP）	2221003B2164	103713515	薬価収載2008.06.01				バレイショデンプン，乳糖
	【削除品】dl－メチルエフェドリン塩酸塩散10％「三和」		三和化学研究所		散：内服	10％1g	6.90円／g	局	気管支拡張・鎮咳剤	222	dl-メチルエフェドリン塩酸塩	dl-methylephedrine hydrochloride（JP）	2221003B2172		薬価削除2017.03.31				乳糖水和物
	dl－メチルエフェドリン塩酸塩散10％「マルイシ」		丸石製薬		散：内服	10％1g	7.20円／g	局	気管支拡張・鎮咳剤	222	dl-メチルエフェドリン塩酸塩	dl-methylephedrine hydrochloride（JP）	2221003B2180	103713505	薬価収載2008.12.01				ヒドロキシプロピルセルロース，乳糖水和物
	E・P・ホルモンデポー筋注	E・P・Hormone	あすか製薬	武田薬品工業	油性注射液：注射	1mL1管	205.00円／管	処	黄体・卵胞混合ホルモン	248	E・Pホルモンデポー筋注	E・P Hormone Depot	2482401X1041	105418702	薬価収載2009.09.25				安息香酸ベンジル，ベンジルアルコール，ゴマ油
	EPLカプセル250mg	EPL	アルフレッサファーマ		カプセル：内服	250mg1カプセル	8.10円／カプセル	後	大豆抽出，肝疾患・高脂血症改善剤	218，391	ポリエンホスファチジルコリン	polyenephosphatidyl choline（JAN）	2189006M1058	103448601	薬価収載2007.12.21	NF63	褐		トコフェロール酢酸エステル，トコフェロール，ヒマワリ油，ダイズ油，ゼラチン，グリセリン，三二酸化鉄，黄色三二酸化鉄，黒酸化鉄，パラオキシ安息香酸エチル，パラオキシ安息香酸プロピル
	FK配合散	FK	扶桑薬品工業		散：内服	1g	6.20円／g		消化剤	233	健胃消化剤	stomachics and digestives	2339180B1030	104693901	薬価収載2009.09.25	FS-F01	類黄		l-メントール
	Fバニッシュ歯科用5％	F Varnish	東洋製薬化成	ビーブランド・メディコーデンタル	液：歯科用			劇	象牙質知覚鈍麻・う蝕予防剤	279	フッ化ナトリウム	sodium fluoride（JAN）	2790804Q1068		薬価収載2009.09.25				無水リン酸二水素ナトリウム，サッカリン，軽質無水ケイ酸，エステルガム，ロジン，乳酸エチル，香料，黄色4号（タートラジン）アルミニウムレーキ，黄色5号アルミニウムレーキ
	GSプラスターC「ユートク」	GS Plaster C「YUTOKU」	祐徳薬品工業	久光製薬	貼付剤：外用	7cm×10cm1枚	7.90円／枚	後	消炎・鎮痛剤	264	外皮用消炎鎮痛配合剤		2649893S1029	106541101，106541102	薬価収載1996.07.05	HP351T	淡黄半透明		ジブチルヒドロキシトルエン，生ゴム，水素添加ロジングリセリンエステル，スチレン・イソプレン・スチレンブロック共重合体，ポリブテン，その他2成分
	HCGモチダ筋注用1万単位	HCG Mochida	持田製薬		筋注用：注射	10,000単位1管	1,031.00円／管	局生処	ゴナドトロピン製剤	241	ヒト絨毛性性腺刺激ホルモン	human chorionic gonadotrophin（JP）	2413402X5060	105144501	薬価収載2007.12.21				乳糖水和物
	HCGモチダ筋注用3千単位	HCG Mochida	持田製薬		筋注用：注射	3,000単位1管	419.00円／管	局生処	ゴナドトロピン製剤	241	ヒト絨毛性性腺刺激ホルモン	human chorionic gonadotrophin（JP）	2413402X3076	105142104	薬価収載2007.12.21				乳糖水和物
	HCGモチダ筋注用5千単位	HCG Mochida	持田製薬		筋注用：注射	5,000単位1管	573.00円／管	局生処	ゴナドトロピン製剤	241	ヒト絨毛性性腺刺激ホルモン	human chorionic gonadotrophin（JP）	2413402X4110	105143806	薬価収載2007.12.21				乳糖水和物
	HMG「TYK」75注用【経過措置】	HMG「TYK」	武田テバ薬品	武田テバファーマ，武田薬品工業	注射用：注射	75単位1管（溶解液付）	1,183.00円／管	後生処	HMG剤	241	ヒト下垂体性性腺刺激ホルモン	human menopausal gonadotrophin（JP）	2413400D3127	118089304，118089305	薬価削除予定2018.03.31				パラオキシ安息香酸エチル，D-マンニトール，リン酸水素ナトリウム水和物，リン酸二水素ナトリウム，水酸化ナトリウム
	HMG「TYK」100注用【経過措置】	HMG「TYK」	武田テバ薬品	武田テバファーマ，武田薬品工業	注射用：注射	100単位1管（溶解液付）	1,615.00円／管	後生処	HMG剤	241	ヒト下垂体性性腺刺激ホルモン	human menopausal gonadotrophin（JP）	2413400D5049	118090904，118090905	薬価削除予定2018.03.31				パラオキシ安息香酸エチル，D-マンニトール，リン酸水素ナトリウム水和物，リン酸二水素ナトリウム，水酸化ナトリウム
	HMG「TYK」150注用【経過措置】	HMG「TYK」	武田テバ薬品	武田テバファーマ，武田薬品工業	注射用：注射	150単位1管（溶解液付）	1,567.00円／管	後生処	HMG剤	241	ヒト下垂体性性腺刺激ホルモン	human menopausal gonadotrophin（JP）	2413400D4107	118091604，118091605	薬価削除予定2018.03.31				パラオキシ安息香酸エチル，D-マンニトール，リン酸水素ナトリウム水和物，リン酸二水素ナトリウム，水酸化ナトリウム
	HMG筋注用75単位「F」		富士製薬工業		筋注用：注射	75単位1管（溶解液付）	1,183.00円／管	後生処	HMG剤	241	ヒト下垂体性性腺刺激ホルモン	human menopausal gonadotrophin（JP）	2413400D3119	105133901	薬価収載2008.06.20				乳糖水和物（ウシ乳由来），塩化ナトリウム（等張化剤）
