院内採用状況	製品名（■/◇：一般用薬/要指導医薬品）	製品名（英名）	製造販売会社	発売・販売会社	剤形	規格単位	薬価	規制区分	薬効	薬効分類	一般名	一般名（英名）	YJコード	HOTコード	製品備考	識別コード	色	割線の有無	添加物
	アヘン散「第一三共」	Opium“DAIICHI SANKYO”	第一三共プロファーマ	第一三共	散：内服	10％1g	263.90円／g	局劇麻処	鎮痛・鎮痙・鎮静剤	811	アヘン	opium	8112001B1056	185005501，185005502，185005505	薬価収載2009.12.01				軽質無水ケイ酸，バレイショデンプン
	アヘンチンキ	Opium Tincture	武田薬品工業		液：内服	10％1mL	194.50円／mL	局劇麻処	鎮痛・鎮痙・鎮静剤	811	アヘン	opium	8113001S1037	185013002，185013003，185013004，185013005					
	アヘンチンキ「第一三共」	Opium Tincture“DAIICHI SANKYO”	第一三共プロファーマ	第一三共	液：内服	10％1mL	194.50円／mL	局劇麻処	鎮痛・鎮痙・鎮静剤	811	アヘン	opium	8113001S1045	185010901，185010902，185010905	薬価収載2010.03.01				エタノール
	アヘン末「第一三共」	Opium“DAIICHI SANKYO”	第一三共プロファーマ	第一三共	末：内服	1g	1,098.50円／g	局劇麻処	鎮痛・鎮痙・鎮静剤	811	アヘン	opium	8112001A1034	185000001，185000002，185000004，185000005，185000006	薬価収載2009.12.01				バレイショデンプン
	アルチバ静注用2mg	Ultiva	ヤンセンファーマ		静注用：注射	2mg1瓶	2,566.00円／瓶	劇麻処	全身麻酔用鎮痛剤	821	レミフェンタニル塩酸塩	remifentanil hydrochloride	8219401D1021	117687201，117687202，117687203，117687204	薬価収載2006.12.01				グリシン，pH調整剤
	アルチバ静注用5mg	Ultiva	ヤンセンファーマ		静注用：注射	5mg1瓶	6,183.00円／瓶	劇麻処	全身麻酔用鎮痛剤	821	レミフェンタニル塩酸塩	remifentanil hydrochloride	8219401D2028	117688901，117688902，117688903，117688904	薬価収載2006.12.01				グリシン，pH調整剤
	アンペック坐剤10mg	Anpec	大日本住友製薬		坐剤：外用	10mg1個	314.30円／個	劇麻処	鎮痛・鎮咳・止瀉剤	811	モルヒネ塩酸塩水和物	morphine hydrochloride hydrate（JP）	8114700J1023	112061501，112061502，112061503，112061505		P187	白～微黄		ハードファット（基剤）
	アンペック坐剤20mg	Anpec	大日本住友製薬		坐剤：外用	20mg1個	601.80円／個	劇麻処	鎮痛・鎮咳・止瀉剤	811	モルヒネ塩酸塩水和物	morphine hydrochloride hydrate（JP）	8114700J2020	112062201，112062202，112062203，112062205		P188	白～微黄		ハードファット（基剤）
	アンペック坐剤30mg	Anpec	大日本住友製薬		坐剤：外用	30mg1個	850.50円／個	劇麻処	鎮痛・鎮咳・止瀉剤	811	モルヒネ塩酸塩水和物	morphine hydrochloride hydrate（JP）	8114700J3026	112063901，112063902，112063903，112063905	薬価収載1999.05.14	P189	白～微黄		ハードファット（基剤）
	アンペック注10mg	Anpec	大日本住友製薬		注射液：注射	1％1mL1管	299.00円／管	局劇麻処	鎮痛・鎮咳・止瀉剤	811	モルヒネ塩酸塩水和物	morphine hydrochloride hydrate（JP）	8114401A1082	185042001，185042003，185042005					pH調節剤
	アンペック注50mg	Anpec	大日本住友製薬		注射液：注射	1％5mL1管	1,346.00円／管	局劇麻処	鎮痛・鎮咳・止瀉剤	811	モルヒネ塩酸塩水和物	morphine hydrochloride hydrate（JP）	8114401A2089	185047501，185047503，185047505					pH調節剤
	アンペック注200mg	Anpec	大日本住友製薬		注射液：注射	4％5mL1管	4,973.00円／管	局劇麻処	鎮痛・鎮咳・止瀉剤	811	モルヒネ塩酸塩水和物	morphine hydrochloride hydrate（JP）	8114401A3026	185052901，185052902，185052903，185052904，185052905	薬価収載2001.07.06				亜硫酸水素ナトリウム，pH調節剤
	イーフェンバッカル錠50μg	E－fen	帝國製薬	大鵬薬品工業	バッカル錠：内服	50μg1錠	514.80円／錠	劇麻処	麻酔用ピペリジン系鎮痛剤，疼痛治療剤	821	フェンタニルクエン酸塩	fentanyl citrate（JP）	8219001K5023	122649201	薬価収載2013.08.27	05／〓	白		D-マンニトール，炭酸水素ナトリウム，無水クエン酸，乾燥炭酸ナトリウム，デンプングリコール酸ナトリウム，ステアリン酸マグネシウム
	イーフェンバッカル錠100μg	E－fen	帝國製薬	大鵬薬品工業	バッカル錠：内服	100μg1錠	718.20円／錠	劇麻処	麻酔用ピペリジン系鎮痛剤，疼痛治療剤	821	フェンタニルクエン酸塩	fentanyl citrate（JP）	8219001K6020	122650801	薬価収載2013.08.27	1／〓	白		D-マンニトール，炭酸水素ナトリウム，無水クエン酸，乾燥炭酸ナトリウム，デンプングリコール酸ナトリウム，ステアリン酸マグネシウム
	イーフェンバッカル錠200μg	E－fen	帝國製薬	大鵬薬品工業	バッカル錠：内服	200μg1錠	1,002.10円／錠	劇麻処	麻酔用ピペリジン系鎮痛剤，疼痛治療剤	821	フェンタニルクエン酸塩	fentanyl citrate（JP）	8219001K7026	122651501	薬価収載2013.08.27	2／〓	白		D-マンニトール，炭酸水素ナトリウム，無水クエン酸，乾燥炭酸ナトリウム，デンプングリコール酸ナトリウム，ステアリン酸マグネシウム
	イーフェンバッカル錠400μg	E－fen	帝國製薬	大鵬薬品工業	バッカル錠：内服	400μg1錠	1,398.30円／錠	劇麻処	麻酔用ピペリジン系鎮痛剤，疼痛治療剤	821	フェンタニルクエン酸塩	fentanyl citrate（JP）	8219001K8022	122652201	薬価収載2013.08.27	4／〓	白		D-マンニトール，炭酸水素ナトリウム，無水クエン酸，乾燥炭酸ナトリウム，デンプングリコール酸ナトリウム，ステアリン酸マグネシウム
	イーフェンバッカル錠600μg	E－fen	帝國製薬	大鵬薬品工業	バッカル錠：内服	600μg1錠	1,699.20円／錠	劇麻処	麻酔用ピペリジン系鎮痛剤，疼痛治療剤	821	フェンタニルクエン酸塩	fentanyl citrate（JP）	8219001K9029	122653901	薬価収載2013.08.27	6／〓	白		D-マンニトール，炭酸水素ナトリウム，無水クエン酸，乾燥炭酸ナトリウム，デンプングリコール酸ナトリウム，ステアリン酸マグネシウム
	イーフェンバッカル錠800μg	E－fen	帝國製薬	大鵬薬品工業	バッカル錠：内服	800μg1錠	1,951.10円／錠	劇麻処	麻酔用ピペリジン系鎮痛剤，疼痛治療剤	821	フェンタニルクエン酸塩	fentanyl citrate（JP）	8219001T1023	122654601	薬価収載2013.08.27	8／〓	白		D-マンニトール，炭酸水素ナトリウム，無水クエン酸，乾燥炭酸ナトリウム，デンプングリコール酸ナトリウム，ステアリン酸マグネシウム
	オキシコドン錠2.5mg「第一三共」	Oxycodone“DAIICHI SANKYO”	第一三共プロファーマ	第一三共	錠：内服	2.5mg1錠	55.40円／錠	後劇麻処	癌疼痛治療剤	811	オキシコドン塩酸塩水和物	oxycodone hydrochloride hydrate（JP）	8119002F1029	125401301	薬価収載2017.06.16	DSC／I2.5 DSCI2.5	明るい灰みの赤紫		D-マンニトール，結晶セルロース，アルファー化デンプン，部分アルファー化デンプン，低置換度ヒドロキシプロピルセルロース，スクラロース，アセスルファムカリウム，三二酸化鉄，黒酸化鉄，ステアリン酸マグネシウム
	オキシコドン錠5mg「第一三共」	Oxycodone“DAIICHI SANKYO”	第一三共プロファーマ	第一三共	錠：内服	5mg1錠	101.80円／錠	後劇麻処	癌疼痛治療剤	811	オキシコドン塩酸塩水和物	oxycodone hydrochloride hydrate（JP）	8119002F2025	125402001	薬価収載2017.06.16	DSC／I5 DSCI5	微黄		D-マンニトール，結晶セルロース，アルファー化デンプン，部分アルファー化デンプン，低置換度ヒドロキシプロピルセルロース，スクラロース，アセスルファムカリウム，黄色三二酸化鉄，ステアリン酸マグネシウム
	オキシコドン錠10mg「第一三共」	Oxycodone“DAIICHI SANKYO”	第一三共プロファーマ	第一三共	錠：内服	10mg1錠	187.20円／錠	後劇麻処	癌疼痛治療剤	811	オキシコドン塩酸塩水和物	oxycodone hydrochloride hydrate（JP）	8119002F3021	125403701	薬価収載2017.06.16	DSC／I10 DSCI10	白		D-マンニトール，結晶セルロース，アルファー化デンプン，部分アルファー化デンプン，低置換度ヒドロキシプロピルセルロース，スクラロース，アセスルファムカリウム，ステアリン酸マグネシウム
	オキシコドン錠20mg「第一三共」	Oxycodone“DAIICHI SANKYO”	第一三共プロファーマ	第一三共	錠：内服	20mg1錠	344.60円／錠	後劇麻処	癌疼痛治療剤	811	オキシコドン塩酸塩水和物	oxycodone hydrochloride hydrate（JP）	8119002F4028	125404401	薬価収載2017.06.16	DSC／I20 DSCI20	淡赤白		D-マンニトール，結晶セルロース，アルファー化デンプン，部分アルファー化デンプン，低置換度ヒドロキシプロピルセルロース，スクラロース，アセスルファムカリウム，三二酸化鉄，ステアリン酸マグネシウム
	オキシコドン徐放カプセル5mg「テルモ」	Oxycodone	帝國製薬	テルモ	徐放カプセル：内服	5mg1カプセル	101.80円／カプセル	後劇麻処	癌疼痛治療剤	811	オキシコドン塩酸塩水和物	oxycodone hydrochloride hydrate（JP）	8119002N1023	123035201	薬価収載2013.12.13	5TF11 TF11	白／橙		精製白糖，トウモロコシデンプン，ヒプロメロース，アクリル酸エチル・メタクリル酸メチルコポリマー，ポリオキシエチレンノニルフェニルエーテル，タルク，酸化チタン，ソルビタン脂肪酸エステル，黄色三二酸化鉄
	オキシコドン徐放カプセル10mg「テルモ」	Oxycodone	帝國製薬	テルモ	徐放カプセル：内服	10mg1カプセル	187.20円／カプセル	後劇麻処	癌疼痛治療剤	811	オキシコドン塩酸塩水和物	oxycodone hydrochloride hydrate（JP）	8119002N2020	123036901	薬価収載2013.12.13	10TF12 TF12	白／青		精製白糖，トウモロコシデンプン，ヒプロメロース，アクリル酸エチル・メタクリル酸メチルコポリマー，ポリオキシエチレンノニルフェニルエーテル，タルク，酸化チタン，ソルビタン脂肪酸エステル，青色2号アルミニウムレーキ
	オキシコドン徐放カプセル20mg「テルモ」	Oxycodone	帝國製薬	テルモ	徐放カプセル：内服	20mg1カプセル	344.60円／カプセル	後劇麻処	癌疼痛治療剤	811	オキシコドン塩酸塩水和物	oxycodone hydrochloride hydrate（JP）	8119002N3026	123037601	薬価収載2013.12.13	20TF13 TF13	白／桃		精製白糖，トウモロコシデンプン，ヒプロメロース，アクリル酸エチル・メタクリル酸メチルコポリマー，ポリオキシエチレンノニルフェニルエーテル，タルク，酸化チタン，ソルビタン脂肪酸エステル，赤色102号
	オキシコドン徐放カプセル40mg「テルモ」	Oxycodone	帝國製薬	テルモ	徐放カプセル：内服	40mg1カプセル	630.30円／カプセル	後劇麻処	癌疼痛治療剤	811	オキシコドン塩酸塩水和物	oxycodone hydrochloride hydrate（JP）	8119002N4022	123038301	薬価収載2013.12.13	40TF14 TF14	白／黄		精製白糖，トウモロコシデンプン，ヒプロメロース，アクリル酸エチル・メタクリル酸メチルコポリマー，ポリオキシエチレンノニルフェニルエーテル，タルク，酸化チタン，ソルビタン脂肪酸エステル，黄色5号
	オキシコドン徐放錠5mg「第一三共」	Oxycodone“DAIICHI SANKYO”	第一三共プロファーマ	第一三共	徐放錠：内服	5mg1錠	101.80円／錠	後劇麻処	癌疼痛治療剤	811	オキシコドン塩酸塩水和物	oxycodone hydrochloride hydrate（JP）	8119002G1032	125217001	薬価収載2016.12.09	DSC／E5 DSCE5	微橙		D-マンニトール，ヒドロキシプロピルセルロース，ヒプロメロース酢酸エステルコハク酸エステル，黄色三二酸化鉄，三二酸化鉄，ステアリン酸マグネシウム
	オキシコドン徐放錠10mg「第一三共」	Oxycodone“DAIICHI SANKYO”	第一三共プロファーマ	第一三共	徐放錠：内服	10mg1錠	187.20円／錠	後劇麻処	癌疼痛治療剤	811	オキシコドン塩酸塩水和物	oxycodone hydrochloride hydrate（JP）	8119002G2039	125218701	薬価収載2016.12.09	DSC／E10 DSCE10	白～帯黄白		D-マンニトール，ヒドロキシプロピルセルロース，ヒプロメロース酢酸エステルコハク酸エステル，ステアリン酸マグネシウム
	オキシコドン徐放錠20mg「第一三共」	Oxycodone“DAIICHI SANKYO”	第一三共プロファーマ	第一三共	徐放錠：内服	20mg1錠	344.60円／錠	後劇麻処	癌疼痛治療剤	811	オキシコドン塩酸塩水和物	oxycodone hydrochloride hydrate（JP）	8119002G3035	125219401	薬価収載2016.12.09	DSC／E20 DSCE20	微赤		D-マンニトール，ヒドロキシプロピルセルロース，ヒプロメロース酢酸エステルコハク酸エステル，三二酸化鉄，ステアリン酸マグネシウム
	オキシコドン徐放錠40mg「第一三共」	Oxycodone“DAIICHI SANKYO”	第一三共プロファーマ	第一三共	徐放錠：内服	40mg1錠	630.30円／錠	後劇麻処	癌疼痛治療剤	811	オキシコドン塩酸塩水和物	oxycodone hydrochloride hydrate（JP）	8119002G4031	125220001	薬価収載2016.12.09	DSC／E40 DSCE40	微黄緑		D-マンニトール，ヒドロキシプロピルセルロース，ヒプロメロース酢酸エステルコハク酸エステル，黄色三二酸化鉄，黒酸化鉄，ステアリン酸マグネシウム
	オキシコンチン錠5mg	Oxycontin	塩野義製薬		徐放錠：内服	5mg1錠	139.60円／錠	劇麻処	癌疼痛治療剤	811	オキシコドン塩酸塩水和物	oxycodone hydrochloride hydrate（JP）	8119002G1024	115165701，115165702，115165703，115165704，115165705	薬価収載2003.06.06	〓913／5 〓913：5	薄橙		乳糖水和物，ポビドン，アミノアルキルメタクリレートコポリマーRS，ソルビン酸，水酸化ナトリウム，トリアセチン，ステアリルアルコール，ステアリン酸マグネシウム，タルク，ヒプロメロース，酸化チタン，マクロゴール4000，三二酸化鉄，黄色三二酸化鉄
	オキシコンチン錠10mg	Oxycontin	塩野義製薬		徐放錠：内服	10mg1錠	261.30円／錠	劇麻処	癌疼痛治療剤	811	オキシコドン塩酸塩水和物	oxycodone hydrochloride hydrate（JP）	8119002G2020	115166401，115166402，115166403，115166404，115166405	薬価収載2003.06.06	〓914／10 〓914：10	白		乳糖水和物，ポビドン，アミノアルキルメタクリレートコポリマーRS，ソルビン酸，水酸化ナトリウム，トリアセチン，ステアリルアルコール，ステアリン酸マグネシウム，タルク，ヒプロメロース，酸化チタン，マクロゴール4000
	オキシコンチン錠20mg	Oxycontin	塩野義製薬		徐放錠：内服	20mg1錠	486.10円／錠	劇麻処	癌疼痛治療剤	811	オキシコドン塩酸塩水和物	oxycodone hydrochloride hydrate（JP）	8119002G3027	115167101，115167102，115167103，115167104，115167105	薬価収載2003.06.06	〓915／20 〓915：20	淡赤		乳糖水和物，ポビドン，アミノアルキルメタクリレートコポリマーRS，ソルビン酸，水酸化ナトリウム，トリアセチン，ステアリルアルコール，ステアリン酸マグネシウム，タルク，ヒプロメロース，酸化チタン，マクロゴール4000，三二酸化鉄
	オキシコンチン錠40mg	Oxycontin	塩野義製薬		徐放錠：内服	40mg1錠	891.40円／錠	劇麻処	癌疼痛治療剤	811	オキシコドン塩酸塩水和物	oxycodone hydrochloride hydrate（JP）	8119002G4023	115168801，115168802，115168803，115168804，115168805	薬価収載2003.06.06	〓916／40 〓916：40	淡黄緑		乳糖水和物，ポビドン，アミノアルキルメタクリレートコポリマーRS，ソルビン酸，水酸化ナトリウム，トリアセチン，ステアリルアルコール，ステアリン酸マグネシウム，タルク，ヒプロメロース，酸化チタン，マクロゴール4000，黄色三二酸化鉄，青色1号アルミニウムレーキ
	オキノーム散2.5mg	Oxinorm	塩野義製薬		散：内服	2.5mg1包	67.10円／包	劇麻処	癌疼痛治療剤	811	オキシコドン塩酸塩水和物	oxycodone hydrochloride hydrate（JP）	8119002B2023	120169701，120169702，120169703	薬価収載2010.09.24				粉末還元麦芽糖水アメ，D-マンニトール，ヒドロキシプロピルセルロース，含水二酸化ケイ素
	オキノーム散5mg	Oxinorm	塩野義製薬		散：内服	5mg1包	134.10円／包	劇麻処	癌疼痛治療剤	811	オキシコドン塩酸塩水和物	oxycodone hydrochloride hydrate（JP）	8119002B3020	120170301，120170302，120170303	薬価収載2010.09.24				粉末還元麦芽糖水アメ，D-マンニトール，ヒドロキシプロピルセルロース，含水二酸化ケイ素
	オキノーム散10mg	Oxinorm	塩野義製薬		散：内服	10mg1包	268.30円／包	劇麻処	癌疼痛治療剤	811	オキシコドン塩酸塩水和物	oxycodone hydrochloride hydrate（JP）	8119002B4026	120171001，120171002，120171003	薬価収載2010.09.24				粉末還元麦芽糖水アメ，D-マンニトール，ヒドロキシプロピルセルロース，含水二酸化ケイ素
	オキノーム散20mg	Oxinorm	塩野義製薬		散：内服	20mg1包	536.50円／包	劇麻処	癌疼痛治療剤	811	オキシコドン塩酸塩水和物	oxycodone hydrochloride hydrate（JP）	8119002B5022	123039001，123039003	薬価収載2013.12.13				粉末還元麦芽糖水アメ，D-マンニトール，ヒドロキシプロピルセルロース，含水二酸化ケイ素
	オキファスト注10mg	Oxifast	塩野義製薬		注射液：注射	1％1mL1管	362.00円／管	劇麻処	癌疼痛治療剤	811	オキシコドン塩酸塩水和物	oxycodone hydrochloride hydrate（JP）	8119400A1025	121356001，121356002，121356003，121356004	薬価収載2012.04.17				クエン酸ナトリウム水和物，クエン酸水和物，塩化ナトリウム，塩酸，水酸化ナトリウム，注射用水
	オキファスト注50mg	Oxifast	塩野義製薬		注射液：注射	1％5mL1管	1,655.00円／管	劇麻処	癌疼痛治療剤	811	オキシコドン塩酸塩水和物	oxycodone hydrochloride hydrate（JP）	8119400A2021	121357701，121357702，121357703，121357704	薬価収載2012.04.17				クエン酸ナトリウム水和物，クエン酸水和物，塩化ナトリウム，塩酸，水酸化ナトリウム，注射用水
	オピスタン原末	Opystan	田辺三菱製薬工場	田辺三菱製薬	末：内服	1g	3,738.90円／g	局麻処	鎮痛・鎮痙合成麻薬	821	ペチジン塩酸塩	pethidine hydrochloride（JP）	8211001X1035	185124302，185124305	薬価収載2008.12.01				
	オピスタン注射液35mg【経過措置】	Opystan	田辺三菱製薬工場	田辺三菱製薬	注射液：注射	3.5％1mL1管	335.00円／管	局麻処	鎮痛・鎮痙合成麻薬	821	ペチジン塩酸塩	pethidine hydrochloride（JP）	8211400A1030	185129801，185129802，185129803，185129804，185129805	薬価削除予定2017.03.31				pH調整剤（塩酸，水酸化ナトリウム）
	オピスタン注射液50mg【経過措置】	Opystan	田辺三菱製薬工場	田辺三菱製薬	注射液：注射	5％1mL1管	354.00円／管	局麻処	鎮痛・鎮痙合成麻薬	821	ペチジン塩酸塩	pethidine hydrochloride（JP）	8211400A2037	185134201，185134202，185134203，185134204，185134205	薬価削除予定2017.03.31				pH調整剤（塩酸，水酸化ナトリウム）
	オプソ内服液5mg	Opso	大日本住友製薬		液：内服	5mg2.5mL1包	118.20円／包	劇麻処	鎮痛・鎮咳・止瀉剤	811	モルヒネ塩酸塩水和物	morphine hydrochloride hydrate（JP）	8114005S1024	115184801，115184802，115184803	薬価収載2003.06.13				亜硫酸水素ナトリウム，D-ソルビトール，クエン酸水和物，L-グルタミン酸ナトリウム，パラオキシ安息香酸メチル，pH調節剤
	オプソ内服液10mg	Opso	大日本住友製薬		液：内服	10mg5mL1包	219.30円／包	劇麻処	鎮痛・鎮咳・止瀉剤	811	モルヒネ塩酸塩水和物	morphine hydrochloride hydrate（JP）	8114005S2020	115185501，115185502，115185503	薬価収載2003.06.13				亜硫酸水素ナトリウム，D-ソルビトール，クエン酸水和物，L-グルタミン酸ナトリウム，パラオキシ安息香酸メチル，pH調節剤
	カディアンカプセル20mg	Kadian	大日本住友製薬		徐放カプセル：内服	20mg1カプセル	505.80円／カプセル	劇麻処	持続性癌疼痛治療剤	811	モルヒネ硫酸塩水和物	morphine sulfate hydrate（JP）	8114004N1026	112055401，112055402，112055403，112055405	薬価収載1999.11.26	20〓287 〓287	微橙黄／白半透明		精製白糖，トウモロコシデンプン，ヒプロメロース，エチルセルロース，タルク，マクロゴール，乾燥メタクリル酸コポリマーLD，フタル酸ジエチル，黄色五号，酸化チタン，ラウリル硫酸ナトリウム，ゼラチン
	カディアンカプセル30mg	Kadian	大日本住友製薬		徐放カプセル：内服	30mg1カプセル	716.90円／カプセル	劇麻処	持続性癌疼痛治療剤	811	モルヒネ硫酸塩水和物	morphine sulfate hydrate（JP）	8114004N2022	112056101，112056102，112056103，112056105	薬価収載1999.11.26	30〓288 〓288	淡紅／白半透明		精製白糖，トウモロコシデンプン，ヒプロメロース，エチルセルロース，タルク，マクロゴール，乾燥メタクリル酸コポリマーLD，フタル酸ジエチル，赤色三号，酸化チタン，ラウリル硫酸ナトリウム，ゼラチン
	カディアンカプセル60mg	Kadian	大日本住友製薬		徐放カプセル：内服	60mg1カプセル	1,294.30円／カプセル	劇麻処	持続性癌疼痛治療剤	811	モルヒネ硫酸塩水和物	morphine sulfate hydrate（JP）	8114004N3029	112057801，112057802，112057803，112057805	薬価収載1999.11.26	60〓289 〓289	青紫／白半透明		精製白糖，トウモロコシデンプン，ヒプロメロース，エチルセルロース，タルク，マクロゴール，乾燥メタクリル酸コポリマーLD，フタル酸ジエチル，赤色三号，青色一号，酸化チタン，ラウリル硫酸ナトリウム，ゼラチン
	【削除品】カディアンスティック粒30mg	Kadian	大日本住友製薬		顆粒：内服	30mg1包	748.30円／包	劇麻処	持続性癌疼痛治療剤	811	モルヒネ硫酸塩水和物	morphine sulfate hydrate（JP）	8114004D1039		薬価削除2017.03.31				精製白糖，トウモロコシデンプン，ヒプロメロース，エチルセルロース，タルク，マクロゴール，乾燥メタクリル酸コポリマーLD，フタル酸ジエチル
	【削除品】カディアンスティック粒60mg	Kadian	大日本住友製薬		顆粒：内服	60mg1包	1,394.90円／包	劇麻処	持続性癌疼痛治療剤	811	モルヒネ硫酸塩水和物	morphine sulfate hydrate（JP）	8114004D2035		薬価削除2017.03.31				精製白糖，トウモロコシデンプン，ヒプロメロース，エチルセルロース，タルク，マクロゴール，乾燥メタクリル酸コポリマーLD，フタル酸ジエチル
	【削除品】カディアンスティック粒120mg	Kadian	大日本住友製薬		顆粒：内服	120mg1包	2,177.10円／包	劇麻処	持続性癌疼痛治療剤	811	モルヒネ硫酸塩水和物	morphine sulfate hydrate（JP）	8114004D3031		薬価削除2017.03.31				精製白糖，トウモロコシデンプン，ヒプロメロース，エチルセルロース，タルク，マクロゴール，乾燥メタクリル酸コポリマーLD，フタル酸ジエチル
	コカイン塩酸塩「シオノギ」原末【経過措置】	Cocaine Hydrochloride「SHIONOGI」	塩野義製薬		その他（外用原体）：外用	1g	4,468.10円／g	局劇麻処	局所麻酔麻薬	812	コカイン塩酸塩	cocaine hydrochloride（JP）	8121700X1055	185116802，185116805	薬価削除予定2017.03.31				
	コカイン塩酸塩「タケダ」原末	Cocaine Hydrochloride	武田薬品工業		その他（外用原体）：外用	1g	4,468.10円／g	局劇麻処	局所麻酔麻薬	812	コカイン塩酸塩	cocaine hydrochloride（JP）	8121700X1047	185118201，185118202，185118203，185118204，185118205	薬価収載2009.01.01				
	コデインリン酸塩「タナベ」原末	Codeine Phosphate	田辺三菱製薬工場	田辺三菱製薬	末：内服	1g	1,220.90円／g	局劇麻処	麻薬性鎮咳剤	811	コデインリン酸塩水和物	codeine phosphate hydrate（JP）	8115001X1080	185064205	薬価収載2008.12.01				
