"医薬品
コード",医薬品名,"薬価基準収載
医薬品コード",薬価,"後発品
区分",総計
661140180,カロナール坐剤１００　１００ｍｇ,1141700J2050,19.3 ,0,"176,300 "
622057601,ノルスパンテープ５ｍｇ,1149704S1020,"1,572.8 ",0,"172,401 "
661140207,ボンフェナック坐剤５０　５０ｍｇ,1147700J3106,27.5 ,1,"146,912 "
661140216,インテバン坐剤２５　２５ｍｇ,1145700J2016,19.3 ,0,"128,832 "
661140198,ボンフェナック坐剤２５　２５ｍｇ,1147700J2088,19.9 ,1,"126,018 "
622060802,アセトアミノフェン坐剤小児用１００ｍｇ「ＪＧ」,1141700J2181,19.3 ,0,"108,337 "
661140020,インドメタシン坐剤　５０ｍｇ,1145700J3012,19.3 ,0,"106,328 "
661140092,アルピニー坐剤５０　５０ｍｇ,1141700J1029,19.3 ,0,"105,662 "
622060902,アセトアミノフェン坐剤小児用２００ｍｇ「ＪＧ」,1141700J3153,19.9 ,1,"102,998 "
660406097,ベギータ坐剤５０　５０ｍｇ,1147700J3017,19.3 ,1,"90,685 "
620002620,アンヒバ坐剤小児用５０ｍｇ,1141700J1045,19.3 ,0,"86,818 "
660406118,メリカット坐剤５０　５０ｍｇ,1147700J3190,27.5 ,1,"76,806 "
660453033,パラセタ坐剤２００　２００ｍｇ,1141700J3072,19.9 ,1,"68,226 "
622163601,ニュープロパッチ４．５ｍｇ,1169700S2021,428.4 ,0,"443,000 "
622163701,ニュープロパッチ９ｍｇ,1169700S3028,660.1 ,0,"350,415 "
622163801,ニュープロパッチ１３．５ｍｇ,1169700S4024,850.1 ,0,"330,656 "
622163501,ニュープロパッチ２．２５ｍｇ,1169700S1025,278.0 ,0,"243,367 "
622082401,イクセロンパッチ１８ｍｇ,1190700S4028,439.7 ,0,"1,127,962 "
622085101,リバスタッチパッチ１８ｍｇ,1190700S4036,439.7 ,0,"996,676 "
622084901,リバスタッチパッチ９ｍｇ,1190700S2033,390.5 ,0,"479,467 "
622084801,リバスタッチパッチ４．５ｍｇ,1190700S1037,346.8 ,0,"474,812 "
622081701,イクセロンパッチ９ｍｇ,1190700S2025,390.5 ,0,"408,863 "
622081601,イクセロンパッチ４．５ｍｇ,1190700S1029,346.8 ,0,"311,139 "
622082301,イクセロンパッチ１３．５ｍｇ,1190700S3021,418.6 ,0,"294,253 "
622085001,リバスタッチパッチ１３．５ｍｇ,1190700S3030,418.6 ,0,"271,517 "
620003852,キシロカインゼリー２％,1214700P1054,7.9 ,0,"87,766,246 "
620007779,ペンレステープ１８ｍｇ　３０．５ｍｍ×５０．０ｍｍ,1214701S1051,48.1 ,0,"19,380,167 "
620006542,ユーパッチテープ１８ｍｇ　３０．５ｍｍ×５０．０ｍｍ,1214701S1043,35.0 ,1,"17,767,766 "
620007571,アネトカインゼリー２％,1214700P1062,5.1 ,1,"10,183,117 "
661210006,キシロカイン液「４％」,1214700Q1033,13.8 ,0,"7,703,107 "
622133301,リドカインテープ１８ｍｇ「ニプロ」　３０．５ｍｍ×５０．０ｍｍ,1214701S1078,35.0 ,1,"6,571,380 "
620003854,キシロカインポンプスプレー８％,1214701R1050,23.6 ,1,"5,271,282 "
620003853,キシロカイン点眼液４％,1214700Q1041,16.2 ,0,"791,770 "
622125101,リドカインテープ１８ｍｇ「ＮＰ」　３０．５ｍｍ×５０．０ｍｍ,1214701S1060,35.0 ,1,"301,195 "
660453030,パートランゼリー２％,1214700P1046,5.1 ,1,"291,175 "
660453031,パートランポンプスプレー８％,1214701R1041,23.6 ,1,"125,395 "
622138101,エムラクリーム,1219800N1023,176.8 ,0,"95,817 "
620006455,テーカイン原末,1211700X1036,265.8 ,0,"3,328 "
620006657,ペルカミン原末,1213700X1014,370.3 ,0,-
620008550,プロカイン塩酸塩原末「マルイシ」,1211701X1090,20.1 ,0,-
661210013,ジブカイン塩酸塩,1213700X1014,370.3 ,0,-
661210020,塩酸プロカイン「ホエイ」,1211701X1049,22.6 ,0,-
622104901,ムコスタ点眼液ＵＤ２％　０．３５ｍＬ,1319760Q1029,27.1 ,0,"36,642,564 "
620006407,カリーユニ点眼液０．００５％　５ｍＬ,1319706Q3035,63.7 ,1,"14,277,003 "
620004365,パタノール点眼液０．１％,1319752Q1024,197.5 ,0,"13,979,722 "
620007764,フルメトロン点眼液０．１％,1315704Q3126,67.4 ,0,"11,027,627 "
620006405,カタリンＫ点眼用０．００５％　（溶解後の液として）,1319706Q1075,12.8 ,0,"10,428,190 "
620006546,リンデロン点眼・点耳・点鼻液０．１％,1315706Q2102,72.6 ,0,"9,793,978 "
622061301,クラビット点眼液１．５％,1319742Q2027,116.0 ,0,"9,235,049 "
620005310,リノロサール眼科耳鼻科用液０．１％,1315706Q2080,24.7 ,1,"8,635,484 "
620006466,ニフラン点眼液０．１％,1319724Q1120,47.1 ,0,"7,582,210 "
620008268,ブロナック点眼液０．１％,1319743Q1033,110.9 ,0,"7,476,811 "
620004816,ヒアレイン点眼液０．１％　５ｍＬ,1319720Q3078,431.8 ,0,"7,402,518 "
620004798,クラビット点眼液０．５％,1319742Q1039,114.9 ,0,"6,613,761 "
620007773,プロラノン点眼液０．１％,1319724Q1154,29.3 ,1,"5,929,509 "
660443015,リボスチン点眼液０．０２５％,1319746Q1029,141.7 ,0,"5,774,277 "
620004818,ヒアレインミニ点眼液０．３％　０．４ｍＬ,1319720Q5038,22.5 ,0,"5,747,517 "
620006489,ＰＡ・ヨード点眼・洗眼液　０．２％,1319715Q1031,22.1 ,0,"5,432,292 "
660406162,フルオロメトロン０．１％点眼液Ｔ,1315704Q3010,20.5 ,1,"4,634,136 "
622150001,アイファガン点眼液０．１％,1319761Q1023,450.7 ,0,"4,481,706 "
620008984,ガチフロ点眼液０．３％,1319749Q1030,129.0 ,0,"4,441,182 "
620004796,オルガドロン点眼・点耳・点鼻液０．１％,1315702Q1051,42.5 ,0,"4,440,234 "
620006488,ヒアロンサン点眼液０．１％　５ｍＬ,1319720Q3094,307.0 ,1,"4,245,849 "
620005272,タチオン点眼用２％,1319708Q1090,23.0 ,0,"4,221,371 "
620004817,ヒアレインミニ点眼液０．１％　０．４ｍＬ,1319720Q4031,15.7 ,0,"4,191,152 "
621984801,コソプト配合点眼液,1319819Q1020,632.5 ,0,"3,968,892 "
620007763,フルメトロン点眼液０．０２％,1315704Q1115,42.2 ,0,"3,901,526 "
620005266,サンコバ点眼液０．０２％　５ｍＬ,1319710Q2078,92.0 ,0,"3,821,579 "
620224801,キサラタン点眼液０．００５％,1319739Q1037,739.5 ,0,"3,711,551 "
620003872,ミドリンＰ点眼液,1319810Q1053,29.9 ,0,"3,594,985 "
620004368,ベガモックス点眼液０．５％,1319753Q1029,130.5 ,0,"3,445,691 "
620006536,ムルキナ点眼液０．１％,1319724Q1146,29.3 ,1,"3,196,316 "
620006516,ベストロン耳鼻科用１％　１０ｍｇ（溶解後の液として）,1325702Q1040,92.9 ,0,"35,143,552 "
620004822,プリビナ液０．０５％,1324704Q1033,4.5 ,0,"6,506,744 "
620009064,ホスミシンＳ耳科用３％　３０ｍｇ（溶解後の液として）,1325703Q1036,96.2 ,0,"4,716,563 "
622022401,トラマゾリン点鼻液０．１１８％「ＡＦＰ」,1324702Q1042,7.2 ,0,"4,451,197 "
620007639,コールタイジン点鼻液,1329800X1034,9.0 ,0,"3,092,086 "
620007669,タリビッド耳科用液０．３％　３ｍｇ,1329706Q1039,117.3 ,0,"2,966,678 "
620009032,ナシビン点鼻・点眼液０．０５％,1324700Q1035,4.4 ,0,"2,364,769 "
620008450,ナゾネックス点鼻液５０μｇ５６噴霧用　５ｍｇ１０ｇ,1329710Q1027,"1,928.2 ",0,"839,472 "
621911701,アラミスト点鼻液２７．５μｇ５６噴霧用　３ｍｇ６ｇ,1329711Q1021,"2,039.9 ",0,"668,937 "
620006547,ロメフロン耳科用液０．３％,1329709Q1032,123.1 ,0,"662,006 "
620009206,インタール点鼻液２％　１９０ｍｇ９．５ｍＬ,1329700Q1210,837.2 ,0,"322,730 "
620230001,リノコートカプセル鼻用５０μｇ,1329702A1040,38.5 ,0,"265,498 "
620005298,フルナーゼ点鼻液５０μｇ２８噴霧用　２．０４ｍｇ４ｍＬ,1329707Q1181,770.5 ,0,"261,158 "
621764604,フルチカゾン点鼻液５０μｇ「杏林」５６噴霧用　４．０８ｍｇ８ｍＬ,1329707Q3206,"1,008.7 ",1,"228,662 "
620231501,ザジテン点鼻液０．０５％　６．０４８ｍｇ８ｍＬ,1329705Q1298,781.1 ,0,"201,386 "
621968801,タリザート耳科用液０．３％　３ｍｇ,1329706Q1047,82.7 ,1,"164,114 "
622151601,エリザス点鼻粉末２００μｇ２８噴霧用　５．６ｍｇ,1329712R1021,"1,789.5 ",0,"120,660 "
621933201,ナゾネックス点鼻液５０μｇ１１２噴霧用　９ｍｇ１８ｇ,1329710Q2023,"3,856.4 ",0,"120,480 "
621954201,エリザスカプセル外用４００μｇ,1329712A1028,128.5 ,0,"116,831 "
620005311,リボスチン点鼻液０．０２５ｍｇ１１２噴霧用　０．０２５％１５ｍＬ,1329708Q1038,920.9 ,0,"104,705 "
620005268,小児用フルナーゼ点鼻液２５μｇ５６噴霧用　２．０４ｍｇ４ｍＬ,1329707Q2030,770.5 ,0,"96,738 "
620230501,アルロイヤー点鼻液５０μｇ　８．５ｍｇ８．５ｇ,1329702R3179,551.5 ,1,"84,067 "
620230401,ナナドラＡＱネーザル５０μｇ　８．５ｍｇ８．５ｇ,1329702R3187,551.5 ,1,"73,865 "
620009063,ペンブリンＡＱネーザル５０μｇ　８．５ｍｇ８．５ｇ,1329702R3160,551.5 ,1,"72,380 "
621564701,リノコートパウダースプレー鼻２５μｇ　１．５０ｍｇ０．９０８７ｇ,1329702R7042,"1,127.1 ",0,"67,135 "
621764504,フルチカゾン点鼻液５０μｇ「杏林」２８噴霧用　２．０４ｍｇ４ｍＬ,1329707Q1254,523.2 ,1,"67,131 "
620004257,フルチカゾン点鼻５０μｇ「サワイ」２８噴霧　２．０４ｍｇ４ｍＬ,1329707Q1076,523.2 ,1,"64,560 "
620009018,タウナスアクアスプレー点鼻５０μｇ　８．５ｍｇ８．５ｇ,1329702R3152,551.5 ,1,"64,026 "
620004255,フルチカゾン点鼻５０μｇ「アメル」５６噴霧　４．０８ｍｇ８ｍＬ,1329707Q3036,"1,008.7 ",1,"63,500 "
620004218,スカイロン点鼻液５０μｇ２８噴霧用　２．０４ｍｇ４ｍＬ,1329707Q1050,523.2 ,1,"57,233 "
622264101,ビソノテープ４ｍｇ,2149700S1027,91.9 ,0,"182,572 "
622264201,ビソノテープ８ｍｇ,2149700S2023,126.5 ,0,"20,349 "
660470003,イミグラン点鼻液２０　２０ｍｇ０．１ｍＬ,2160700Q1027,"1,073.4 ",0,"69,044 "
620004821,フランドルテープ４０ｍｇ,2171700S1095,79.6 ,0,"15,958,230 "
620335601,ニトロダームＴＴＳ２５ｍｇ　１０ｃｍ２,2171701S2037,86.2 ,0,"5,892,182 "
620007645,ジドレンテープ２７ｍｇ　９．６ｃｍ２,2171701S6032,70.9 ,1,"1,570,306 "
620004815,バソレーターテープ２７ｍｇ　１４ｃｍ２,2171701S7055,68.1 ,0,"1,562,388 "
620004833,ミリステープ５ｍｇ　４．０５ｃｍ×４．５０ｃｍ,2171701S4048,49.9 ,0,"1,484,330 "
620007646,硝酸イソソルビドテープ４０ｍｇ「ＥＭＥＣ」,2171700S1133,39.4 ,1,"1,332,324 "
620007584,イソピットテープ４０ｍｇ,2171700S1125,58.5 ,1,"1,294,289 "
620004832,ミニトロテープ２７ｍｇ　１４ｃｍ２,2171701S7071,68.8 ,0,"1,003,257 "
620334801,硝酸イソソルビドテープ４０ｍｇ「サワイ」,2171700S1150,58.5 ,1,"895,120 "
620334701,アンタップテープ４０ｍｇ,2171700S1141,58.5 ,1,"830,715 "
620004834,メディトランステープ２７ｍｇ　１４ｃｍ２,2171701S7063,75.0 ,0,"808,440 "
620334202,硝酸イソソルビドテープ４０ｍｇ「テイコク」,2171700S1168,58.5 ,1,"222,214 "
620004837,リファタックテープ４０ｍｇ,2171700S2091,39.4 ,1,"160,659 "
620006465,ニトラステープ４０ｍｇ,2171700S1109,58.5 ,1,"159,716 "
620004829,ミオコールスプレー０．３ｍｇ　０．６５％７．２ｇ,2171701R4038,"1,865.5 ",0,"25,822 "
620007715,ニトロールスプレー１．２５ｍｇ　１６３．５ｍｇ１０ｇ,2171700R1034,"1,318.9 ",0,"5,227 "
662170001,亜硝酸アミル　０．２５ｍＬ,2179700X1015,778.7 ,0,-
620337200,亜硝酸アミル「第一三共」　０．２５ｍＬ,2179700X1015,778.7 ,0,-
620370801,サーファクテン気管注入用１２０ｍｇ,2219700G1039,"92,048.2 ",0,-
620009045,ビソルボン吸入液０．２％,2234700G1051,16.8 ,0,"5,247,331 "
620006512,ブロムヘキシン塩酸塩吸入液０．２％「タイヨー」,2234700G1043,9.6 ,1,"786,577 "
620006535,ムコフィリン吸入液２０％　１７．６２％２ｍＬ,2233700G2034,62.9 ,0,"756,607 "
620006426,サテリット注入・吸入用液２０Ｗ／Ｖ％　１７．６２％２ｍＬ,2233700G1062,50.1 ,1,"68,965 "
620385701,アセチルシステインＮａ塩２０Ｗ／Ｖ％ショーワ　１７．６２％２ｍＬ,2233700G1070,50.1 ,1,"5,138 "
660421117,ホクナリンテープ２ｍｇ,2259707S3023,81.6 ,0,"14,697,605 "
660421116,ホクナリンテープ１ｍｇ,2259707S2027,59.0 ,0,"7,849,194 "
620002421,スピリーバ吸入用カプセル１８μｇ,2259709G1027,204.9 ,0,"7,406,572 "
620006374,アレベール吸入用溶解液０．１２５％,2259801X1037,5.3 ,0,"7,346,102 "
620410401,インタール吸入液１％　２ｍＬ,2259701G1063,56.5 ,0,"3,322,504 "
622096401,オンブレス吸入用カプセル１５０μｇ,2259710G1020,143.6 ,0,"2,656,501 "
620004236,ツロブテロールテープ２ｍｇ「サワイ」,2259707S3074,51.2 ,1,"2,483,321 "
660421115,ホクナリンテープ０．５ｍｇ,2259707S1020,43.3 ,0,"2,297,884 "
620004234,ツロブテロールテープ２ｍｇ「ＨＭＴ」,2259707S3058,51.2 ,1,"2,165,136 "
620009062,ベネトリン吸入液０．５％,2254700G2034,24.6 ,0,"1,772,273 "
660463035,メプチン吸入液ユニット０．３ｍＬ　０．０１％,2259704G5020,17.8 ,0,"1,748,858 "
622287701,ウルティブロ吸入用カプセル,2259805G1027,269.8 ,0,"1,238,994 "
620004237,ツロブテロールテープ２ｍｇ「日医工」,2259707S3082,40.4 ,1,"1,201,563 "
660462004,セレベント５０ロタディスク　５０μｇ,2259708G2029,62.4 ,0,"1,094,067 "
620004229,ツロブテロールテープ１ｍｇ「ＨＭＴ」,2259707S2051,39.2 ,1,"1,065,081 "
620004231,ツロブテロールテープ１ｍｇ「サワイ」,2259707S2078,28.7 ,1,"1,028,362 "
620004221,セキナリンテープ２ｍｇ,2259707S3031,51.2 ,1,"995,231 "
622210401,シーブリ吸入用カプセル５０μｇ,2259712G1029,204.9 ,0,"728,608 "
620004835,メプチン吸入液０．０１％,2259704G1032,32.2 ,0,"700,882 "
621952001,ツロブテロールテープ２ｍｇ「ＮＰ」,2259707S3155,40.4 ,1,"674,930 "
620005752,ツロブテロールテープ２「オーハラ」　２ｍｇ,2259707S3120,40.4 ,1,"612,366 "
621903202,メプチンエアー１０μｇ吸入１００回　０．０１４３％５ｍＬ,2259704G9033,934.2 ,0,"559,349 "
620004220,セキナリンテープ１ｍｇ,2259707S2035,39.2 ,1,"519,000 "
621762801,ツロブテロールテープ２ｍｇ「ＹＰ」,2259707S3180,51.2 ,1,"392,115 "
620004232,ツロブテロールテープ１ｍｇ「日医工」,2259707S2086,39.2 ,1,"357,646 "
660453020,ステリ・ネブ　クロモリン吸入液１％　２ｍＬ,2259701G1047,40.3 ,1,"331,985 "
660444049,リノジェット吸入液　１％２ｍＬ,2259701G1039,40.3 ,1,"295,716 "
621984201,スピリーバ２．５μｇレスピマット６０吸入　１５０μｇ,2259709G2023,"6,896.1 ",0,"295,610 "
622148701,ツロブテロールテープ２ｍｇ「ファイザー」,2259707S3171,40.4 ,1,"293,834 "
620004226,ツロブテロールテープ０．５ｍｇ「サワイ」,2259707S1071,28.0 ,1,"284,618 "
620008969,イソジンガーグル液７％,2260701F1271,3.3 ,0,"47,154,576 "
660463002,アズノールうがい液４％,2260700F1021,46.8 ,1,"8,136,925 "
620003851,含嗽用ハチアズレ顆粒　０．１％,2260702F1055,6.0 ,0,"7,897,775 "
620006470,ネオヨジンガーグル７％,2260701F1212,2.4 ,1,"5,719,457 "
620003863,ネグミンガーグル７％,2260701F1204,2.4 ,1,"3,049,602 "
620007564,アズレン含嗽用散０．４％「トーワ」,2260700B1119,6.2 ,1,"2,849,918 "
620007724,バウロ散含嗽用０．４％,2260700B1127,6.2 ,1,"1,444,089 "
620007784,ポピヨドンガーグル７％,2260701F1255,2.4 ,1,"1,266,999 "
620415301,ポビドンヨード含嗽用液７％「ＹＤ」,2260701F1360,2.4 ,1,"1,264,669 "
620416001,ＡＺ含嗽用配合細粒「ＮＰ」　０．１％,2260702F1063,6.0 ,1,"1,149,398 "
620008959,アズレン散含嗽用０．４％「ＮＰ」,2260700B1135,6.2 ,1,"1,094,320 "
620009067,ポピロンガーグル７％,2260701F1298,2.4 ,1,"1,085,211 "
620006360,アズレン散含嗽用０．４％（大正薬品）,2260700B1097,6.2 ,1,"1,037,374 "
620008968,イオダインガーグル液７％,2260701F1263,2.4 ,1,"877,117 "
620006531,マズレニンガーグル散０．４％,2260700B1100,6.2 ,1,"832,507 "
620003016,アズレン含嗽液アーズミンうがい液１％,2260700F2036,11.7 ,1,"806,822 "
620003010,アズガグルうがい液Ｔ４％,2260700F1030,46.8 ,1,"803,480 "
621269801,アズレン含嗽用顆粒０．４％「ツルハラ」,2260700C1149,6.2 ,1,"726,894 "
620007643,ＪＤガーグル７％,2260701F1239,2.4 ,1,"667,435 "
620007615,エマーゲン顆粒含嗽用０．４％,2260700C1114,6.2 ,1,"629,336 "
620413003,アズレン散含嗽用０．４％「杏林」,2260700B1151,6.2 ,1,"590,742 "
621518203,ポビドンヨードガーグル７％「日医工」,2260701F1352,2.4 ,1,"570,023 "
620415501,ポビドンヨードガーグル７％「メタル」,2260701F1336,2.4 ,1,"534,867 "
620003014,アズレワンうがい液１％,2260700F2028,11.7 ,1,"515,549 "
620008235,アズレンうがい液４％「ケンエー」,2260700F1102,46.8 ,1,"388,069 "
620007563,アズレン含嗽用顆粒０．４％「日医工」,2260700C1106,6.2 ,1,"371,190 "
620414001,水溶性アズレン含嗽用顆粒０．４％「ＹＤ」,2260700C1130,6.2 ,1,"337,200 "
621983001,アズレンうがい液４％「ＴＹＫ」,2260700F1129,46.8 ,1,"323,437 "
620003019,アボダースうがい液４％,2260700F1080,46.8 ,1,"297,565 "
620006710,アズレンガーグル４％「マイラン」,2260700F1099,46.8 ,1,"209,451 "
660421113,フルタイド１００ロタディスク　１００μｇ,2290700G2022,33.4 ,0,"2,297,699 "
660421114,フルタイド２００ロタディスク　２００μｇ,2290700G3029,43.2 ,0,"1,733,706 "
620004366,パルミコート吸入液０．２５ｍｇ　２ｍＬ,2290701G4020,257.3 ,0,"1,369,068 "
620004367,パルミコート吸入液０．５ｍｇ　２ｍＬ,2290701G5026,341.7 ,0,"1,049,189 "
621950801,シムビコートタービュヘイラー６０吸入,2290801G2025,"5,892.8 ",0,"1,011,537 "
621781501,アドエア２５０ディスカス２８吸入用　２８ブリスター,2290800G2039,"3,447.4 ",0,"505,179 "
621829601,アドエア２５０ディスカス６０吸入用　６０ブリスター,2290800G5038,"7,269.8 ",0,"500,859 "
660421112,フルタイド５０ロタディスク　５０μｇ,2290700G1026,24.9 ,0,"232,167 "
660451013,フルタイド１００ディスカス　１００μｇ６０ブリスター,2290700G5021,"2,002.2 ",0,"161,695 "
660451016,フルタイド２００ディスカス　２００μｇ６０ブリスター,2290700G6028,"2,619.2 ",0,"159,255 "
621781401,アドエア１００ディスカス２８吸入用　２８ブリスター,2290800G1032,"2,990.8 ",0,"140,727 "
620005291,パルミコート２００μｇタービュヘイラー５６吸入　１１．２ｍｇ,2290701G2035,"1,689.6 ",0,"132,143 "
621950701,シムビコートタービュヘイラー３０吸入,2290801G1029,"2,996.3 ",0,"122,148 "
621829701,アドエア５００ディスカス６０吸入用　６０ブリスター,2290800G6034,"8,300.5 ",0,"101,728 "
621829501,アドエア１００ディスカス６０吸入用　６０ブリスター,2290800G4031,"6,313.5 ",0,"100,034 "
622279201,レルベア１００エリプタ１４吸入用,2290803G1028,"2,835.1 ",0,"88,892 "
622278001,フルティフォーム１２５エアゾール５６吸入用,2290802G2020,"3,213.9 ",0,"86,564 "
620004890,オルベスコ２００μｇインヘラー５６吸入用　１１．２ｍｇ３．３ｇ,2290702G3028,"2,378.4 ",0,"81,039 "
621781601,アドエア５００ディスカス２８吸入用　２８ブリスター,2290800G3035,"3,894.6 ",0,"71,263 "
620005292,パルミコート２００μｇタービュヘイラー１１２吸入　２２．４ｍｇ,2290701G3031,"2,198.4 ",0,"54,669 "
622279301,レルベア２００エリプタ１４吸入用,2290803G2024,"3,164.3 ",0,"43,932 "
621981201,アドエア１２５エアゾール１２０吸入用　１２．０ｇ,2290800G8029,"7,757.7 ",0,"37,323 "
621572201,フルタイド１００μｇエアゾール６０吸入用　１２．２５ｍｇ７．０ｇ,2290700G8039,"2,034.0 ",0,"34,909 "
621512601,フルタイド５０μｇエアゾール１２０吸入用　９．７２ｍｇ１０．６ｇ,2290700G7032,"1,989.9 ",0,"34,280 "
621895501,アドエア５０エアゾール１２０吸入用　１２．０ｇ,2290800G7030,"6,662.7 ",0,"28,804 "
621929601,アズマネックスツイストヘラー１００μｇ６０吸入　６ｍｇ１００μｇ,2290703G1020,"2,598.9 ",0,"21,074 "
660451012,フルタイド５０ディスカス　５０μｇ６０ブリスター,2290700G4025,"1,484.8 ",0,"16,336 "
621981301,アドエア２５０エアゾール１２０吸入用　１２．０ｇ,2290800G9025,"8,806.0 ",0,"15,876 "
620005290,パルミコート１００μｇタービュヘイラー１１２吸入　１１．２ｍｇ,2290701G1039,"1,689.6 ",0,"15,835 "
622277901,フルティフォーム５０エアゾール５６吸入用,2290802G1023,"2,753.0 ",0,"15,091 "
662350004,グリセリン,2357700X1019,1.0 ,0,"3,676,053 "
662350104,新レシカルボン坐剤,2359800J1035,50.5 ,0,"2,825,770 "
620007694,テレミンソフト坐薬１０ｍｇ,2359700J2106,21.1 ,0,"1,121,829 "
620485301,ケンエーＧ浣腸液５０％　６０ｍＬ,2357701K6212,109.7 ,1,"680,099 "
662350010,グリセリン浣腸「オヲタ」６０　５０％６０ｍＬ,2357701K6050,109.7 ,1,"646,570 "
620001402,グリセリン「ケンエー」,2357700X1078,1.3 ,0,"598,816 "
662350093,グリセリン「ヨシダ」,2357700X1396,1.1 ,0,"515,960 "
620483301,ケンエーＧ浣腸液５０％,2357701K1113,1.2 ,1,"435,206 "
662350089,グリセリン「ニッコー」,2357700X1353,1.1 ,0,"400,507 "
620483801,ケンエーＧ浣腸液５０％　３０ｍＬ,2357701K3124,71.9 ,1,"394,148 "
620483001,グリセリン浣腸液５０％「東豊」,2357701K1091,1.2 ,0,"364,916 "
662350011,グリセリン浣腸「オヲタ」小児用３０　５０％３０ｍＬ,2357701K3043,71.9 ,1,"364,418 "
660421012,グリセリン「マルイシ」,2357700X1256,1.2 ,0,"351,032 "
