区分,薬価基準収載医薬品コード,成分名,規格,,,,品名,メーカー名,診療報酬において加算等の算定対象となる後発医薬品,先発医薬品,同一剤形・規格の後発医薬品がある先発医薬品,薬価,経過措置による使用期限,備考,
外用薬,1141700J3048,アセトアミノフェン,２００ｍｇ１個,,,,カロナール坐剤２００,あゆみ製薬,,先発品,○,26.30,,,
外用薬,1141700J3072,アセトアミノフェン,２００ｍｇ１個,,,,パラセタ坐剤２００,シオエ製薬,後発品,,,20.30,,,
外用薬,1141700J3110,アセトアミノフェン,２００ｍｇ１個,,,,アンヒバ坐剤小児用２００ｍｇ,マイランＥＰＤ,,先発品,○,25.70,,,
外用薬,1141700J3137,アセトアミノフェン,２００ｍｇ１個,,,,アセトアミノフェン坐剤小児用２００ｍｇ「ＴＹＫ」,武田テバ薬品,後発品,,,20.30,,,
外用薬,1141700J3153,アセトアミノフェン,２００ｍｇ１個,,,,アセトアミノフェン坐剤小児用２００ｍｇ「ＪＧ」,長生堂製薬,後発品,,,20.30,,,
外用薬,1141700J3161,アセトアミノフェン,２００ｍｇ１個,,,,アセトアミノフェン坐剤小児用２００ｍｇ「日新」,日新製薬（山形）,後発品,,,20.30,,,
外用薬,1141700J4028,アセトアミノフェン,４００ｍｇ１個,,,,カロナール坐剤４００,あゆみ製薬,,先発品,,41.00,,,
外用薬,1145700J1010,インドメタシン,１２．５ｍｇ１個,局,,,インドメタシン坐剤,,,,,19.70,,,
外用薬,1145700J2016,インドメタシン,２５ｍｇ１個,局,,,インドメタシン坐剤,,,,,19.70,,,
外用薬,1145700J3012,インドメタシン,５０ｍｇ１個,局,,,インドメタシン坐剤,,,,,19.70,,,
外用薬,1147700J1022,ジクロフェナクナトリウム,１２．５ｍｇ１個,,,,アデフロニックズポ１２．５,武田テバファーマ,後発品,,,19.70,R2.3.31まで,,
外用薬,1147700J1057,ジクロフェナクナトリウム,１２．５ｍｇ１個,,,,ボルタレンサポ１２．５ｍｇ,ノバルティス　ファーマ,,先発品,○,35.20,,,
外用薬,1147700J1090,ジクロフェナクナトリウム,１２．５ｍｇ１個,,,,ボンフェナック坐剤１２．５,京都薬品工業,後発品,,,19.70,R2.3.31まで,,
外用薬,1147700J1111,ジクロフェナクナトリウム,１２．５ｍｇ１個,,,,ベギータ坐剤１２．５,シオノケミカル,後発品,,,19.70,R2.3.31まで,,
外用薬,1147700J1146,ジクロフェナクナトリウム,１２．５ｍｇ１個,,,,ジクロフェナクナトリウム坐剤１２．５ｍｇ「ＪＧ」,日本ジェネリック,後発品,,,19.70,,,
外用薬,1147700J1162,ジクロフェナクナトリウム,１２．５ｍｇ１個,,,,ジクロフェナクナトリウム坐剤１２．５ｍｇ「ＣＨ」,長生堂製薬,後発品,,,19.70,R2.3.31まで,,
外用薬,1147700J1170,ジクロフェナクナトリウム,１２．５ｍｇ１個,,,,ジクロフェナクナトリウム坐剤１２．５ｍｇ「日医工」,日医工,後発品,,,19.70,,,
外用薬,1147700J1189,ジクロフェナクナトリウム,１２．５ｍｇ１個,,,,ジクロフェナクＮａ坐剤１２．５ｍｇ「ツルハラ」,鶴原製薬,後発品,,,19.70,,,
外用薬,1147700J1197,ジクロフェナクナトリウム,１２．５ｍｇ１個,,,,ジクロフェナクＮａ坐剤１２．５ｍｇ「日新」,日新製薬（山形）,後発品,,,19.70,,,
外用薬,1147700J1200,ジクロフェナクナトリウム,１２．５ｍｇ１個,,,,ジクロフェナクＮａ坐剤１２．５ｍｇ「武田テバ」,武田テバファーマ,後発品,,,19.70,,R1.12.13収載,
外用薬,1147700J1219,ジクロフェナクナトリウム,１２．５ｍｇ１個,,,,ジクロフェナクナトリウム坐剤１２．５ｍｇ「ゼリア」,京都薬品工業,後発品,,,19.70,,R1.12.13収載,
外用薬,1147700J2029,ジクロフェナクナトリウム,２５ｍｇ１個,,,,アデフロニックズポ２５,武田テバファーマ,後発品,,,20.30,R2.3.31まで,,
外用薬,1147700J2061,ジクロフェナクナトリウム,２５ｍｇ１個,,,,ボルタレンサポ２５ｍｇ,ノバルティス　ファーマ,,先発品,○,40.20,,,
外用薬,1147700J2088,ジクロフェナクナトリウム,２５ｍｇ１個,,,,ボンフェナック坐剤２５,京都薬品工業,後発品,,,20.30,R2.3.31まで,,
外用薬,1147700J2169,ジクロフェナクナトリウム,２５ｍｇ１個,,,,ベギータ坐剤２５,シオノケミカル,後発品,,,20.30,R2.3.31まで,,
外用薬,1147700J2207,ジクロフェナクナトリウム,２５ｍｇ１個,,,,ジクロフェナクナトリウム坐剤２５ｍｇ「ＪＧ」,日本ジェネリック,後発品,,,20.30,,,
外用薬,1147700J2223,ジクロフェナクナトリウム,２５ｍｇ１個,,,,ジクロフェナクナトリウム坐剤２５ｍｇ「ＣＨ」,長生堂製薬,後発品,,,20.30,R2.3.31まで,,
外用薬,1147700J2231,ジクロフェナクナトリウム,２５ｍｇ１個,,,,ジクロフェナクナトリウム坐剤２５ｍｇ「日医工」,日医工,後発品,,,20.30,,,
外用薬,1147700J2240,ジクロフェナクナトリウム,２５ｍｇ１個,,,,ジクロフェナクＮａ坐剤２５ｍｇ「ツルハラ」,鶴原製薬,後発品,,,20.30,,,
外用薬,1147700J2258,ジクロフェナクナトリウム,２５ｍｇ１個,,,,ジクロフェナクＮａ坐剤２５ｍｇ「日新」,日新製薬（山形）,後発品,,,20.30,,,
外用薬,1147700J2266,ジクロフェナクナトリウム,２５ｍｇ１個,,,,ジクロフェナクＮａ坐剤２５ｍｇ「武田テバ」,武田テバファーマ,後発品,,,20.30,,R1.12.13収載,
外用薬,1147700J2274,ジクロフェナクナトリウム,２５ｍｇ１個,,,,ジクロフェナクナトリウム坐剤２５ｍｇ「ゼリア」,京都薬品工業,後発品,,,20.30,,R1.12.13収載,
外用薬,1147700J3033,ジクロフェナクナトリウム,５０ｍｇ１個,,,,アデフロニックズポ５０,武田テバファーマ,後発品,,,20.30,R2.3.31まで,,
外用薬,1147700J3084,ジクロフェナクナトリウム,５０ｍｇ１個,,,,ボルタレンサポ５０ｍｇ,ノバルティス　ファーマ,,先発品,○,46.20,,,
外用薬,1147700J3106,ジクロフェナクナトリウム,５０ｍｇ１個,,,,ボンフェナック坐剤５０,京都薬品工業,後発品,,,20.30,R2.3.31まで,,
外用薬,1147700J3181,ジクロフェナクナトリウム,５０ｍｇ１個,,,,ベギータ坐剤５０,シオノケミカル,後発品,,,20.30,R2.3.31まで,,
外用薬,1147700J3238,ジクロフェナクナトリウム,５０ｍｇ１個,,,,ジクロフェナクナトリウム坐剤５０ｍｇ「ＪＧ」,日本ジェネリック,後発品,,,20.30,,,
外用薬,1147700J3254,ジクロフェナクナトリウム,５０ｍｇ１個,,,,ジクロフェナクナトリウム坐剤５０ｍｇ「日医工」,日医工,後発品,,,20.30,,,
外用薬,1147700J3262,ジクロフェナクナトリウム,５０ｍｇ１個,,,,ジクロフェナクナトリウム坐剤５０ｍｇ「ＣＨ」,長生堂製薬,後発品,,,20.30,R2.3.31まで,,
外用薬,1147700J3270,ジクロフェナクナトリウム,５０ｍｇ１個,,,,ジクロフェナクＮａ坐剤５０ｍｇ「日新」,日新製薬（山形）,後発品,,,20.30,,,
外用薬,1147700J3289,ジクロフェナクナトリウム,５０ｍｇ１個,,,,ジクロフェナクＮａ坐剤５０ｍｇ「ツルハラ」,鶴原製薬,後発品,,,20.30,,,
外用薬,1147700J3297,ジクロフェナクナトリウム,５０ｍｇ１個,,,,ジクロフェナクＮａ坐剤５０ｍｇ「武田テバ」,武田テバファーマ,後発品,,,20.30,,R1.12.13収載,
外用薬,1147700J3300,ジクロフェナクナトリウム,５０ｍｇ１個,,,,ジクロフェナクナトリウム坐剤５０ｍｇ「ゼリア」,京都薬品工業,後発品,,,20.30,,R1.12.13収載,
外用薬,1147700J4030,ジクロフェナクナトリウム,２５ｍｇ１筒,,,,レクトス注腸軟膏２５ｍｇ,日医工,後発品,,,93.10,R2.3.31まで,,
外用薬,1147700J4048,ジクロフェナクナトリウム,２５ｍｇ１筒,,,,ジクロフェナクナトリウム注腸軟膏２５ｍｇ「日医工」,日医工,後発品,,,93.10,,,
外用薬,1147700J5036,ジクロフェナクナトリウム,５０ｍｇ１筒,,,,レクトス注腸軟膏５０ｍｇ,日医工,後発品,,,93.90,R2.3.31まで,,
外用薬,1147700J5044,ジクロフェナクナトリウム,５０ｍｇ１筒,,,,ジクロフェナクナトリウム注腸軟膏５０ｍｇ「日医工」,日医工,後発品,,,93.90,,,
外用薬,1149700J1108,ケトプロフェン,５０ｍｇ１個,,,,ケトプロフェン坐剤５０ｍｇ「ＪＧ」,長生堂製薬,後発品,,,20.30,,,
外用薬,1149700J1116,ケトプロフェン,５０ｍｇ１個,,,,ケトプロフェン坐剤５０ｍｇ「日新」,日新製薬（山形）,後発品,,,20.30,,,
外用薬,1149700J1124,ケトプロフェン,５０ｍｇ１個,,,,ケトプロフェン坐剤５０ｍｇ「ＳＮ」,シオノケミカル,後発品,,,20.30,R2.3.31まで,,
外用薬,1149700J2104,ケトプロフェン,７５ｍｇ１個,,,,ケトプロフェン坐剤７５ｍｇ「ＪＧ」,長生堂製薬,後発品,,,23.00,,,
外用薬,1149700J2112,ケトプロフェン,７５ｍｇ１個,,,,ケトプロフェン坐剤７５ｍｇ「日新」,日新製薬（山形）,後発品,,,23.00,,,
外用薬,1149700J2120,ケトプロフェン,７５ｍｇ１個,,,,ケトプロフェン坐剤７５ｍｇ「ＳＮ」,シオノケミカル,後発品,,,23.00,R2.3.31まで,,
外用薬,1149701J1102,ピロキシカム,２０ｍｇ１個,,,,バキソ坐剤２０ｍｇ,富士フイルム富山化学,,先発品,○,62.20,R2.3.31まで,,
外用薬,1149701J1145,ピロキシカム,２０ｍｇ１個,,,,フェルデン坐剤２０ｍｇ,ファイザー,,先発品,○,63.30,R2.3.31まで,,
外用薬,1149701J1161,ピロキシカム,２０ｍｇ１個,,,,ピロキシカム坐剤２０ｍｇ「ＪＧ」,長生堂製薬,後発品,,,20.30,R2.3.31まで,,
外用薬,1149703J1020,ブプレノルフィン塩酸塩,０．２ｍｇ１個,,,,レペタン坐剤０．２ｍｇ,大塚製薬,,先発品,,157.70,,,
外用薬,1149703J2027,ブプレノルフィン塩酸塩,０．４ｍｇ１個,,,,レペタン坐剤０．４ｍｇ,大塚製薬,,先発品,,204.10,,,
外用薬,1149704S1020,ブプレノルフィン,５ｍｇ１枚,,,,ノルスパンテープ５ｍｇ,ムンディファーマ,,先発品,,"1,592.70",,,
外用薬,1149704S2027,ブプレノルフィン,１０ｍｇ１枚,,,,ノルスパンテープ１０ｍｇ,ムンディファーマ,,先発品,,"2,453.90",,,
外用薬,1149704S3023,ブプレノルフィン,２０ｍｇ１枚,,,,ノルスパンテープ２０ｍｇ,ムンディファーマ,,先発品,,"3,780.50",,,
外用薬,1169700S1025,ロチゴチン,２．２５ｍｇ１枚,,,,ニュープロパッチ２．２５ｍｇ,大塚製薬,,先発品,,263.50,,,
外用薬,1169700S2021,ロチゴチン,４．５ｍｇ１枚,,,,ニュープロパッチ４．５ｍｇ,大塚製薬,,先発品,,405.40,,,
外用薬,1169700S3028,ロチゴチン,９ｍｇ１枚,,,,ニュープロパッチ９ｍｇ,大塚製薬,,先発品,,622.90,,,
外用薬,1169700S4024,ロチゴチン,１３．５ｍｇ１枚,,,,ニュープロパッチ１３．５ｍｇ,大塚製薬,,先発品,,801.50,,,
外用薬,1169700S5020,ロチゴチン,１８ｍｇ１枚,,,,ニュープロパッチ１８ｍｇ,大塚製薬,,先発品,,958.40,,,
外用薬,1169701S1020,ロピニロール塩酸塩,８ｍｇ１枚,,,,ハルロピテープ８ｍｇ,久光製薬,,先発品,,404.90,,R1.11.19収載,
外用薬,1169701S2026,ロピニロール塩酸塩,１６ｍｇ１枚,,,,ハルロピテープ１６ｍｇ,久光製薬,,先発品,,623.00,,R1.11.19収載,
外用薬,1169701S3022,ロピニロール塩酸塩,２４ｍｇ１枚,,,,ハルロピテープ２４ｍｇ,久光製薬,,先発品,,801.50,,R1.11.19収載,
外用薬,1169701S4029,ロピニロール塩酸塩,３２ｍｇ１枚,,,,ハルロピテープ３２ｍｇ,久光製薬,,先発品,,958.40,,R1.11.19収載,
外用薬,1169701S5025,ロピニロール塩酸塩,４０ｍｇ１枚,,,,ハルロピテープ４０ｍｇ,久光製薬,,先発品,,"1,101.00",,R1.11.19収載,
外用薬,1179700S1021,ブロナンセリン,２０ｍｇ１枚,,,,ロナセンテープ２０ｍｇ,大日本住友製薬,,先発品,,273.60,,R1.9.4収載,
外用薬,1179700S2028,ブロナンセリン,３０ｍｇ１枚,,,,ロナセンテープ３０ｍｇ,大日本住友製薬,,先発品,,394.30,,R1.9.4収載,
外用薬,1179700S3024,ブロナンセリン,４０ｍｇ１枚,,,,ロナセンテープ４０ｍｇ,大日本住友製薬,,先発品,,511.20,,R1.9.4収載,
外用薬,1190700S1029,リバスチグミン,４．５ｍｇ１枚,,,,イクセロンパッチ４．５ｍｇ,ノバルティス　ファーマ,,先発品,,320.20,,,
外用薬,1190700S1037,リバスチグミン,４．５ｍｇ１枚,,,,リバスタッチパッチ４．５ｍｇ,小野薬品工業,,先発品,,316.20,,,
外用薬,1190700S2025,リバスチグミン,９ｍｇ１枚,,,,イクセロンパッチ９ｍｇ,ノバルティス　ファーマ,,先発品,,360.10,,,
外用薬,1190700S2033,リバスチグミン,９ｍｇ１枚,,,,リバスタッチパッチ９ｍｇ,小野薬品工業,,先発品,,355.80,,,
外用薬,1190700S3021,リバスチグミン,１３．５ｍｇ１枚,,,,イクセロンパッチ１３．５ｍｇ,ノバルティス　ファーマ,,先発品,,385.70,,,
外用薬,1190700S3030,リバスチグミン,１３．５ｍｇ１枚,,,,リバスタッチパッチ１３．５ｍｇ,小野薬品工業,,先発品,,382.30,,,
外用薬,1190700S4028,リバスチグミン,１８ｍｇ１枚,,,,イクセロンパッチ１８ｍｇ,ノバルティス　ファーマ,,先発品,,403.90,,,
外用薬,1190700S4036,リバスチグミン,１８ｍｇ１枚,,,,リバスタッチパッチ１８ｍｇ,小野薬品工業,,先発品,,401.30,,,
外用薬,1211700X1036,パラブチルアミノ安息香酸ジエチルアミノエチル塩酸塩,１ｇ,,,,テーカイン原末,ナガセ医薬品,,,,253.60,,,
外用薬,1211701X1049,プロカイン塩酸塩,１ｇ,局,,,塩酸プロカイン「ホエイ」,マイラン製薬,,,,23.00,,,
外用薬,1213700X1014,ジブカイン塩酸塩,１ｇ,局,,,ジブカイン塩酸塩,,,,,377.20,,,
外用薬,1214700P1054,リドカイン塩酸塩,２％１ｍＬ,,,,キシロカインゼリー２％,アスペンジャパン,,,,7.20,,,
外用薬,1214700P1062,リドカイン塩酸塩,２％１ｍＬ,,,,アネトカインゼリー２％,小林化工,後発品,,,4.50,,,
外用薬,1214700P1070,リドカイン塩酸塩,２％１ｍＬ,,,,リドカイン塩酸塩ゼリー２％「日新」,日新製薬（山形）,後発品,,,4.50,,,
外用薬,1214700Q1033,リドカイン塩酸塩,４％１ｍＬ,,,,キシロカイン液「４％」,アスペンジャパン,,,,12.70,,,
外用薬,1214700Q1041,リドカイン塩酸塩,４％１ｍＬ,,,,キシロカイン点眼液４％,アスペンジャパン,,,,16.50,,,
外用薬,1214701R1050,リドカイン,１ｇ,,,,キシロカインポンプスプレー８％,アスペンジャパン,後発品,,,22.20,,,
外用薬,1214701R1068,リドカイン,１ｇ,,,,リドカインポンプスプレー８％「日新」,日新製薬（山形）,後発品,,,22.20,,,
外用薬,1214701S1051,リドカイン,（１８ｍｇ）３０．５ｍｍ×５０．０ｍｍ１枚,,,,ペンレステープ１８ｍｇ,日東電工,,先発品,○,42.20,,,
外用薬,1214701S1060,リドカイン,（１８ｍｇ）３０．５ｍｍ×５０．０ｍｍ１枚,,,,リドカインテープ１８ｍｇ「ＮＰ」,ニプロ,後発品,,,32.40,,,
外用薬,1214701S1078,リドカイン,（１８ｍｇ）３０．５ｍｍ×５０．０ｍｍ１枚,,,,リドカインテープ１８ｍｇ「ニプロ」,ニプロファーマ,後発品,,,32.40,,,
外用薬,1214701S1086,リドカイン,（１８ｍｇ）３０．５ｍｍ×５０．０ｍｍ１枚,,,,リドカインテープ１８ｍｇ「ＹＰ」,祐徳薬品工業,後発品,,,32.40,,,
外用薬,1219800N1023,リドカイン・プロピトカイン配合剤,１ｇ,,,,エムラクリーム,佐藤製薬,,先発品,,188.30,,,
外用薬,1219800S1027,リドカイン・プロピトカイン配合剤,１枚,,,,エムラパッチ,佐藤製薬,,先発品,,311.40,,,
外用薬,1311701Q1031,シクロペントラート塩酸塩,１％１ｍＬ,,,,サイプレジン１％点眼液,参天製薬,,先発品,,81.70,,,
外用薬,1311702Q1036,フェニレフリン塩酸塩,５％１ｍＬ,,,,ネオシネジンコーワ５％点眼液,興和,,,,43.80,,,
外用薬,1311703X1019,ホマトロピン臭化水素酸塩,１ｇ,局,,,ホマトロピン臭化水素酸塩,,,,,484.20,,,
外用薬,1311705Q1048,トロピカミド,０．４％１ｍＬ,,,,ミドリンＭ点眼液０．４％,参天製薬,,,,20.40,,,
外用薬,1311705Q1064,トロピカミド,０．４％１ｍＬ,,,,トロピカミド点眼液０．４％「日点」,日本点眼薬研究所,後発品,,,17.70,,,
外用薬,1311706M1024,アトロピン硫酸塩水和物,１％１ｇ,,,,リュウアト１％眼軟膏,参天製薬,,,,51.30,,,
外用薬,1311706Q2022,アトロピン硫酸塩水和物,１％５ｍＬ１瓶,,,,日点アトロピン点眼液１％,日本点眼薬研究所,,,,222.30,,,
外用薬,1311707Q1071,ジピベフリン塩酸塩,０．０４％１ｍＬ,,,,ピバレフリン点眼液０．０４％,参天製薬,,先発品,,158.00,,,
外用薬,1311707Q2078,ジピベフリン塩酸塩,０．１％１ｍＬ,,,,ピバレフリン点眼液０．１％,参天製薬,,先発品,,226.90,,,
外用薬,1312700X1012,ピロカルピン塩酸塩,１ｇ,局,,,ピロカルピン塩酸塩,,,,,"1,180.30",,,
外用薬,1312701Q1063,ピロカルピン塩酸塩,０．５％５ｍＬ１瓶,,,,サンピロ点眼液０．５％,参天製薬,,,,112.80,,,
外用薬,1312701Q2086,ピロカルピン塩酸塩,１％５ｍＬ１瓶,,,,サンピロ点眼液１％,参天製薬,,,,123.40,,,
外用薬,1312701Q3082,ピロカルピン塩酸塩,２％５ｍＬ１瓶,,,,サンピロ点眼液２％,参天製薬,,,,146.00,,,
外用薬,1312701Q4046,ピロカルピン塩酸塩,３％５ｍＬ１瓶,,,,サンピロ点眼液３％,参天製薬,,,,151.00,,,
外用薬,1312701Q5050,ピロカルピン塩酸塩,４％５ｍＬ１瓶,,,,サンピロ点眼液４％,参天製薬,,,,163.10,,,
外用薬,1312704Q1024,ジスチグミン臭化物,０．５％１ｍＬ,,,,ウブレチド点眼液０．５％,鳥居薬品,,先発品,,137.60,,,
外用薬,1312704Q2020,ジスチグミン臭化物,１％１ｍＬ,,,,ウブレチド点眼液１％,鳥居薬品,,先発品,,217.20,,,
外用薬,1313700Q2011,オキシブプロカイン塩酸塩,０．４％１ｍＬ,,,,オキシブプロカイン塩酸塩０．４％１ｍＬ点眼液,,,,,13.60,,,
外用薬,1313700Q2070,オキシブプロカイン塩酸塩,０．４％１ｍＬ,,,,ベノキシール点眼液０．４％,参天製薬,,先発品,,13.60,,,
外用薬,1313700Q2089,オキシブプロカイン塩酸塩,０．４％１ｍＬ,,,,ネオベノール点眼液０．４％,日本点眼薬研究所,,,,13.60,,,
外用薬,1313700Q3034,オキシブプロカイン塩酸塩,０．０５％５ｍＬ１瓶,,,,ラクリミン点眼液０．０５％,参天製薬,,先発品,,96.90,,,
外用薬,1314700Q1012,硝酸銀,１％０．５ｍＬ１管,局,,,硝酸銀点眼液,,,,,18.30,,,
外用薬,1314701X1011,ホウ酸,１０ｇ,局,,,ホウ酸,,,,,7.40,,,
外用薬,1314701X1070,ホウ酸,１０ｇ,局,,,ホウ酸「ケンエー」,健栄製薬,,,,22.90,,,
外用薬,1314701X1178,ホウ酸,１０ｇ,局,,,ホウ酸「メタル」,中北薬品,,,,22.10,,,
外用薬,1314701X1224,ホウ酸,１０ｇ,局,,※,ホウ酸（山善）,山善製薬,,,,22.10,,,
外用薬,1314701X1305,ホウ酸,１０ｇ,局,,,ホウ酸「ヨシダ」,吉田製薬,,,,22.10,,,
外用薬,1314701X1372,ホウ酸,１０ｇ,局,,,ホウ酸原末「マルイシ」,丸石製薬,,,,22.90,,,
外用薬,1314701X1380,ホウ酸,１０ｇ,局,,,ホウ酸「ＮｉｋＰ」,日医工,,,,22.90,,,
外用薬,1314702X1016,ホウ砂,１０ｇ,局,,,ホウ砂,,,,,10.10,,,
外用薬,1315700M1026,デキサメタゾン,０．０５％１ｇ,,,,サンテゾーン０．０５％眼軟膏,参天製薬,後発品,,,61.50,,,
外用薬,1315700M2049,デキサメタゾン,０．１％１ｇ,,,,Ｄ・Ｅ・Ｘ０．１％眼軟膏Ｔ,日東メディック,後発品,,,44.30,R2.3.31まで,,
外用薬,1315700M2057,デキサメタゾン,０．１％１ｇ,,,,デキサメタゾン眼軟膏０．１％「ニットー」,日東メディック,後発品,,,44.30,,,
外用薬,1315701Q1073,デキサメタゾンメタスルホ安息香酸エステルナトリウム,０．０２％１ｍＬ,,,,Ｄ・Ｅ・Ｘ０．０２％点眼液Ｔ,日東メディック,後発品,,,12.80,R2.3.31まで,,
